line,kind,seq,flag,t_scan_rx_ns,t_flag_rx_ns,t_uart_tx_ns,t_c_rx_ns,sim_time,x,y,yaw,wp_i,min_range,min_mm,local_v,local_w,edge_v,edge_w,edge_ok,edge_seq_used,t_send_ns,t_recv_ns,rtt_us,held,deadline_miss,rtt_min_us,rtt_win_us,rtt_degraded,t_det_rtt_ns,flag_seq,t_det_meta_ns,c_seq,v_out,w_out,mode,state,switch_us,n_sw,bad_lines,lost
1,settle,0,1,711551509279,,711551562327,711554821855,4.661,0.0000,0.0000,0.0000,0,0.5954,595,0,0,0,0,0,,,,,,,,,,,,,0,0,0,1,0,0,1,0,0
2,scan,1,1,711594041748,,711594147880,711596376053,5.161,0.0001,-0.0000,0.0000,0,0.6022,602,220,0,0,0,0,,,,,,,,,,,,,1,220,0,1,0,0,1,0,0
3,scan,2,1,711643490485,,711643564124,711645375815,5.211,0.0001,-0.0000,0.0000,0,0.5884,588,220,0,0,0,0,,,,,,,,,,,,,2,220,0,1,0,0,1,0,0
4,scan,3,1,711693528211,,711693600638,711695305040,5.261,0.0035,-0.0000,-0.0000,0,0.5998,599,220,0,0,0,0,,,,,,,,,,,,,3,220,0,1,0,0,1,0,0
5,scan,4,1,711743565608,,711743657699,711745375834,5.311,0.0070,-0.0000,-0.0000,0,0.5898,589,220,0,0,0,0,,,,,,,,,,,,,4,220,0,1,0,0,1,0,0
6,scan,5,1,711793588285,,711793668238,711795362110,5.361,0.0174,-0.0000,-0.0000,0,0.5845,584,220,0,0,0,0,,,,,,,,,,,,,5,220,0,1,0,0,1,0,0
7,scan,6,1,711843328568,,711843401594,711845378362,5.411,0.0243,-0.0000,-0.0000,0,0.5777,577,220,0,0,0,0,,,,,,,,,,,,,6,220,0,1,0,0,1,0,0
8,scan,7,1,711893315065,,711893384043,711895352351,5.461,0.0393,-0.0000,-0.0000,0,0.5515,551,220,0,0,0,0,,,,,,,,,,,,,7,220,0,1,0,0,1,0,0
9,scan,8,1,711943142443,,711943221795,711945328234,5.511,0.0467,-0.0000,-0.0000,0,0.5381,538,220,0,0,0,0,,,,,,,,,,,,,8,220,0,1,0,0,1,0,0
10,scan,9,1,711993216930,,711993300350,711995387216,5.561,0.0542,-0.0000,-0.0000,0,0.5448,544,220,0,0,0,0,,,,,,,,,,,,,9,220,0,1,0,0,1,0,0
11,scan,10,1,712043687966,,712043768704,712045568531,5.611,0.0692,-0.0000,-0.0000,0,0.5286,528,220,0,0,0,0,,,,,,,,,,,,,10,220,0,1,0,0,1,0,0
12,scan,11,1,712093484964,,712093565190,712095444939,5.661,0.0766,-0.0000,-0.0000,0,0.5237,523,220,0,0,0,0,,,,,,,,,,,,,11,220,0,1,0,0,1,0,0
13,scan,12,1,712143726927,,712143833103,712145429858,5.711,0.0916,-0.0000,-0.0000,0,0.5211,521,220,0,0,0,0,,,,,,,,,,,,,12,220,0,1,0,0,1,0,0
14,scan,13,1,712193551224,,712193627690,712195602952,5.761,0.0991,-0.0000,-0.0000,0,0.5134,513,220,0,0,0,0,,,,,,,,,,,,,13,220,0,1,0,0,1,0,0
15,scan,14,1,712243391638,,712243480182,712245364164,5.811,0.1140,-0.0000,-0.0000,0,0.5072,507,220,0,0,0,0,,,,,,,,,,,,,14,220,0,1,0,0,1,0,0
16,scan,15,1,712293442687,,712293518080,712295423636,5.861,0.1215,-0.0000,-0.0000,0,0.4829,482,220,0,0,0,0,,,,,,,,,,,,,15,220,0,1,0,0,1,0,0
17,scan,16,1,712343488106,,712343559937,712345367364,5.911,0.1365,-0.0000,-0.0000,0,0.4842,484,220,0,0,0,0,,,,,,,,,,,,,16,220,0,1,0,0,1,0,0
18,scan,17,1,712393785225,,712393866729,712395302702,5.961,0.1440,-0.0000,-0.0000,0,0.4690,469,220,0,0,0,0,,,,,,,,,,,,,17,220,0,1,0,0,1,0,0
19,scan,18,1,712443636776,,712443723908,712445372289,6.011,0.1589,-0.0000,-0.0000,0,0.4749,474,220,0,0,0,0,,,,,,,,,,,,,18,220,0,1,0,0,1,0,0
20,scan,19,1,712493701374,,712493778151,712495309131,6.061,0.1664,-0.0000,-0.0000,0,0.4559,455,220,0,0,0,0,,,,,,,,,,,,,19,220,0,1,0,0,1,0,0
21,scan,20,1,712543712999,,712543783461,712545365601,6.111,0.1814,-0.0000,-0.0000,0,0.4475,447,220,0,0,0,0,,,,,,,,,,,,,20,220,0,1,0,0,1,0,0
22,scan,21,1,712593641986,,712593719550,712595393079,6.161,0.1889,-0.0000,-0.0000,0,0.4395,439,220,0,0,0,0,,,,,,,,,,,,,21,220,0,1,0,0,1,0,0
23,scan,22,1,712643779526,,712643870226,712646562931,6.211,0.2038,-0.0000,-0.0000,0,0.4354,435,220,0,0,0,0,,,,,,,,,,,,,22,220,0,1,0,0,1,0,0
24,scan,23,1,712693838176,,712693914232,712695285944,6.261,0.2113,-0.0000,-0.0000,0,0.4327,432,220,0,0,0,0,,,,,,,,,,,,,23,220,0,1,0,0,1,0,0
25,scan,24,1,712744698924,,712744849956,712746359766,6.311,0.2263,-0.0000,-0.0000,0,0.4125,412,220,0,0,0,0,,,,,,,,,,,,,24,220,0,1,0,0,1,0,0
26,scan,25,1,712794049210,,712794135813,712796457792,6.361,0.2338,-0.0000,-0.0000,0,0.4079,407,220,0,0,0,0,,,,,,,,,,,,,25,220,0,1,0,0,1,0,0
27,scan,26,1,712843957880,,712844067199,712846381805,6.411,0.2412,-0.0000,-0.0000,0,0.4120,412,220,0,0,0,0,,,,,,,,,,,,,26,220,0,1,0,0,1,0,0
28,scan,27,1,712894434515,,712894513768,712896492010,6.461,0.2562,-0.0000,-0.0000,0,0.3929,392,220,0,0,0,0,,,,,,,,,,,,,27,211,0,1,1,0,1,0,0
29,scan,28,1,712943741277,,712943817887,712945373957,6.511,0.2637,-0.0000,-0.0000,0,0.3957,395,220,0,0,0,0,,,,,,,,,,,,,28,214,0,1,1,0,1,0,0
30,scan,29,1,712993764651,,712993837356,712995353058,6.561,0.2781,-0.0000,-0.0000,0,0.3953,395,220,0,0,0,0,,,,,,,,,,,,,29,214,0,1,1,0,1,0,0
31,scan,30,1,713044192631,,713044304729,713046406409,6.611,0.2854,-0.0000,-0.0000,0,0.3838,383,220,0,0,0,0,,,,,,,,,,,,,30,201,0,1,1,0,1,0,0
32,scan,31,1,713094208797,,713094294929,713096535753,6.661,0.2997,-0.0000,-0.0000,0,0.3809,380,220,0,0,0,0,,,,,,,,,,,,,31,198,0,1,1,0,1,0,0
33,scan,32,1,713144404294,,713144488858,713146430016,6.711,0.3065,-0.0000,-0.0000,0,0.3662,366,220,0,0,0,0,,,,,,,,,,,,,32,182,0,1,1,0,1,0,0
