line,kind,seq,flag,t_scan_rx_ns,t_flag_rx_ns,t_uart_tx_ns,t_c_rx_ns,sim_time,x,y,yaw,wp_i,min_range,min_mm,local_v,local_w,edge_v,edge_w,edge_ok,edge_seq_used,t_send_ns,t_recv_ns,rtt_us,held,deadline_miss,rtt_min_us,rtt_win_us,rtt_degraded,t_det_rtt_ns,flag_seq,t_det_meta_ns,c_seq,v_out,w_out,mode,state,switch_us,n_sw,bad_lines,lost
1,settle,0,1,481259451213,,481259503563,481262465221,24.551,0.0000,0.0000,0.0000,0,0.5841,584,0,0,0,0,0,,,,,,,,,,,,,0,0,0,1,0,25,1,0,0
2,scan,1,1,481304981308,,481305087331,481306708838,25.051,0.0001,-0.0000,0.0000,0,0.6048,604,220,0,0,0,0,,,,,,,,,,,,,1,220,0,1,0,0,1,0,0
3,scan,2,1,481354885996,,481354967837,481356682117,25.101,0.0012,-0.0000,0.0000,0,0.5883,588,220,0,0,0,0,,,,,,,,,,,,,2,220,0,1,0,0,1,0,0
4,scan,3,1,481404772909,,481404848305,481406649566,25.151,0.0035,-0.0000,-0.0000,0,0.5957,595,220,0,0,0,0,,,,,,,,,,,,,3,220,0,1,0,0,1,0,0
5,scan,4,1,481454869845,,481454979206,481456776888,25.201,0.0116,-0.0000,-0.0000,0,0.5779,577,220,0,0,0,0,,,,,,,,,,,,,4,220,0,1,0,0,1,0,0
6,scan,5,1,481505053007,,481505125762,481506744517,25.251,0.0174,-0.0000,-0.0000,0,0.5787,578,220,0,0,0,0,,,,,,,,,,,,,5,220,0,1,0,0,1,0,0
7,scan,6,1,481554778351,,481554856219,481556673782,25.301,0.0318,-0.0000,-0.0000,0,0.5744,574,220,0,0,0,0,,,,,,,,,,,,,6,220,0,1,0,0,1,0,0
8,scan,7,1,481604857833,,481604937154,481606793666,25.351,0.0393,-0.0000,-0.0000,0,0.5622,562,220,0,0,0,0,,,,,,,,,,,,,7,220,0,1,0,0,1,0,0
9,scan,8,1,481654626413,,481654702471,481656662368,25.401,0.0542,-0.0000,-0.0000,0,0.5535,553,220,0,0,0,0,,,,,,,,,,,,,8,220,0,1,0,0,1,0,0
10,scan,9,1,481704673447,,481704746147,481707099805,25.451,0.0617,-0.0000,-0.0000,0,0.5319,531,220,0,0,0,0,,,,,,,,,,,,,9,220,0,1,0,0,1,0,0
11,scan,10,1,481755083039,,481755148336,481756770571,25.501,0.0766,-0.0000,-0.0000,0,0.5277,527,220,0,0,0,0,,,,,,,,,,,,,10,220,0,1,0,0,1,0,0
12,scan,11,1,481805385564,,481805469771,481807624355,25.551,0.0841,-0.0000,-0.0000,0,0.5156,515,220,0,0,0,0,,,,,,,,,,,,,11,220,0,1,0,0,1,0,0
13,scan,12,1,481855663593,,481855779819,481857756185,25.601,0.0916,-0.0000,-0.0000,0,0.5177,517,220,0,0,0,0,,,,,,,,,,,,,12,220,0,1,0,0,1,0,0
14,scan,13,1,481905726801,,481905802644,481907795694,25.651,0.1066,-0.0000,-0.0000,0,0.5017,501,220,0,0,0,0,,,,,,,,,,,,,13,220,0,1,0,0,1,0,0
15,scan,14,1,481955596266,,481955696213,481957815560,25.701,0.1140,-0.0000,-0.0000,0,0.5031,503,220,0,0,0,0,,,,,,,,,,,,,14,220,0,1,0,0,1,0,0
16,scan,15,1,482005501321,,482005573098,482007675508,25.751,0.1290,-0.0000,-0.0000,0,0.4990,499,220,0,0,0,0,,,,,,,,,,,,,15,220,0,1,0,0,1,0,0
17,scan,16,1,482055247252,,482055320761,482056807420,25.801,0.1365,-0.0000,-0.0000,0,0.4897,489,220,0,0,0,0,,,,,,,,,,,,,16,220,0,1,0,0,1,0,0
18,scan,17,1,482105404334,,482105480724,482107702270,25.851,0.1514,-0.0000,-0.0000,0,0.4744,474,220,0,0,0,0,,,,,,,,,,,,,17,220,0,1,0,0,1,0,0
19,scan,18,1,482155598200,,482155668804,482157714873,25.901,0.1589,-0.0000,-0.0000,0,0.4606,460,220,0,0,0,0,,,,,,,,,,,,,18,220,0,1,0,0,1,0,0
20,scan,19,1,482205545771,,482205611001,482207742361,25.951,0.1739,-0.0000,-0.0000,0,0.4581,458,220,0,0,0,0,,,,,,,,,,,,,19,220,0,1,0,0,1,0,0
21,scan,20,1,482255436777,,482255509176,482256841683,26.001,0.1814,-0.0000,-0.0000,0,0.4508,450,220,0,0,0,0,,,,,,,,,,,,,20,220,0,1,0,0,1,0,0
22,scan,21,1,482305955283,,482306030022,482307854567,26.051,0.1963,-0.0000,-0.0000,0,0.4341,434,220,0,0,0,0,,,,,,,,,,,,,21,220,0,1,0,0,1,0,0
23,scan,22,1,482355715302,,482355787567,482357977362,26.101,0.2038,-0.0000,-0.0000,0,0.4308,430,220,0,0,0,0,,,,,,,,,,,,,22,220,0,1,0,0,1,0,0
24,scan,23,1,482405939906,,482406008945,482407903244,26.151,0.2188,-0.0000,-0.0000,0,0.4273,427,220,0,0,0,0,,,,,,,,,,,,,23,220,0,1,0,0,1,0,0
25,scan,24,1,482456178204,,482456248526,482458031496,26.201,0.2263,-0.0000,-0.0000,0,0.4273,427,220,0,0,0,0,,,,,,,,,,,,,24,220,0,1,0,0,1,0,0
26,scan,25,1,482506028996,,482506155084,482507972451,26.251,0.2412,-0.0000,-0.0000,0,0.4090,409,220,0,0,0,0,,,,,,,,,,,,,25,220,0,1,0,0,1,0,0
27,scan,26,1,482555833780,,482555909927,482558026072,26.301,0.2487,-0.0000,-0.0000,0,0.4078,407,220,0,0,0,0,,,,,,,,,,,,,26,220,0,1,0,0,1,0,0
28,scan,27,1,482606027162,,482606109362,482607928055,26.351,0.2637,-0.0000,-0.0000,0,0.4014,401,220,0,0,0,0,,,,,,,,,,,,,27,220,0,1,0,0,1,0,0
29,scan,28,1,482655893391,,482655964286,482658040827,26.401,0.2711,-0.0000,-0.0000,0,0.3897,389,220,0,0,0,0,,,,,,,,,,,,,28,207,0,1,1,0,1,0,0
30,scan,29,1,482706034470,,482706107081,482708329448,26.451,0.2786,-0.0000,-0.0000,0,0.3813,381,220,0,0,0,0,,,,,,,,,,,,,29,199,0,1,1,0,1,0,0
31,scan,30,1,482756284597,,482756360804,482757938526,26.501,0.2927,-0.0000,-0.0000,0,0.3758,375,220,0,0,0,0,,,,,,,,,,,,,30,192,0,1,1,0,1,0,0
32,scan,31,1,482806492029,,482806575861,482808087832,26.551,0.2995,-0.0000,-0.0000,0,0.3810,381,220,0,0,0,0,,,,,,,,,,,,,31,199,0,1,1,0,1,0,0
