line,kind,seq,flag,t_scan_rx_ns,t_flag_rx_ns,t_uart_tx_ns,t_c_rx_ns,sim_time,x,y,yaw,wp_i,min_range,min_mm,local_v,local_w,edge_v,edge_w,edge_ok,edge_seq_used,t_send_ns,t_recv_ns,rtt_us,held,deadline_miss,rtt_min_us,rtt_win_us,rtt_degraded,t_det_rtt_ns,flag_seq,t_det_meta_ns,c_seq,v_out,w_out,mode,state,switch_us,n_sw,bad_lines,lost
1,settle,0,1,587509388852,,587509440500,587513257279,5.462,0.0000,0.0000,0.0000,0,0.5880,587,0,0,0,0,0,,,,,,,,,,,,,0,0,0,1,0,0,1,0,0
2,scan,1,1,587545448376,,587545540711,587547440334,5.962,0.0001,-0.0000,0.0000,0,0.5983,598,220,0,0,0,0,,,,,,,,,,,,,1,220,0,1,0,0,1,0,0
3,scan,2,1,587595662624,,587595748522,587597497405,6.012,0.0012,-0.0000,0.0000,0,0.5864,586,220,0,0,0,0,,,,,,,,,,,,,2,220,0,1,0,0,1,0,0
4,scan,3,1,587645982485,,587646057549,587647330619,6.062,0.0035,-0.0000,-0.0000,0,0.5971,597,220,0,0,0,0,,,,,,,,,,,,,3,220,0,1,0,0,1,0,0
5,scan,4,1,587695532531,,587695604620,587697325920,6.112,0.0116,-0.0000,-0.0000,0,0.5800,580,220,0,0,0,0,,,,,,,,,,,,,4,220,0,1,0,0,1,0,0
6,scan,5,1,587745688450,,587745762986,587747338742,6.162,0.0174,-0.0000,-0.0000,0,0.5782,578,220,0,0,0,0,,,,,,,,,,,,,5,220,0,1,0,0,1,0,0
7,scan,6,1,587795521439,,587795593146,587797329740,6.212,0.0318,-0.0000,-0.0000,0,0.5596,559,220,0,0,0,0,,,,,,,,,,,,,6,220,0,1,0,0,1,0,0
8,scan,7,1,587845610443,,587845685290,587847365049,6.262,0.0393,-0.0000,-0.0000,0,0.5605,560,220,0,0,0,0,,,,,,,,,,,,,7,220,0,1,0,0,1,0,0
9,scan,8,1,587895439270,,587895503943,587897400000,6.312,0.0542,-0.0000,-0.0000,0,0.5613,561,220,0,0,0,0,,,,,,,,,,,,,8,220,0,1,0,0,1,0,0
10,scan,9,1,587945640219,,587945726455,587947356325,6.362,0.0617,-0.0000,-0.0000,0,0.5472,547,220,0,0,0,0,,,,,,,,,,,,,9,220,0,1,0,0,1,0,0
