fseq,degrade,t_det_ns,t_send_ns,peer,step
1,1,1790092102415544583,1790092102415587027,192.168.60.90:57317,267
2,0,1790092132214729313,1790092132214784738,192.168.60.90:57317,565
3,1,1790092153315386188,1790092153315424799,192.168.60.90:57317,776
