fseq,degrade,t_det_ns,t_send_ns,peer,step
1,1,1790097833163291665,1790097833163339332,192.168.60.90:57298,256
2,0,1790097865864920302,1790097865864972468,192.168.60.90:57298,583
3,1,1790097866166269452,1790097866166320007,192.168.60.90:57298,586
4,0,1790097866266768625,1790097866266801625,192.168.60.90:57298,587
5,1,1790097873663327752,1790097873663375418,192.168.60.90:57298,661
