step,t_ns,elapsed_s,n_up,n_down,bytes_up,bytes_down,iat_med_up_ms,iat_p90_up_ms,iat_max_up_ms,iat_mad_up_ms,burst_up,iat_med_down_ms,iat_p90_down_ms,iat_max_down_ms,iat_mad_down_ms,burst_down,updown_ratio,pair_n,pair_med_ms,pair_min_ms,pair_max_ms,q_up_ms,q_down_ms,q_pair_ms,q_hat_ms,q_min_ms,baseline_done,degraded,t_det_meta_ns
1,1790090466065665024,0.1,6,6,576,576,1.16,33.248,33.248,6.63,5,1.045,33.226,33.226,6.85,5,1.0,6,12.683,12.52,13.585,,,,,,0,0,
2,1790090466165665024,0.2,8,8,768,768,1.826,49.953,53.139,19.036,5,2.0,49.989,53.162,19.194,5,1.0,8,12.695,12.52,13.585,,,,,,0,0,
3,1790090466265665024,0.3,10,10,960,960,33.248,49.953,53.139,21.96,5,33.226,49.989,53.162,22.065,5,1.0,10,12.708,12.52,13.585,,,,,,0,0,
4,1790090466365665024,0.4,12,12,1152,1152,49.127,50.82,53.139,19.565,5,49.523,50.272,53.162,19.603,5,1.0,12,12.708,12.52,13.585,,,,,,0,0,
5,1790090466465665024,0.5,14,14,1344,1344,49.174,51.08,53.139,16.705,5,49.615,50.782,53.162,16.684,5,1.0,14,12.717,12.52,13.585,,,,,,0,0,
6,1790090466565665024,0.6,16,16,1536,1536,49.174,51.148,53.139,14.626,5,49.615,51.182,53.162,14.612,5,1.0,16,12.713,12.52,13.585,,,,,,0,0,
7,1790090466665665024,0.7,18,18,1728,1728,49.604,51.08,53.139,13.012,5,49.627,50.782,53.162,12.974,5,1.0,18,12.718,12.52,13.585,,,,,,0,0,
8,1790090466765665024,0.8,20,20,1952,1920,49.75,51.08,53.139,11.673,5,49.627,50.782,53.162,11.672,5,1.0167,20,12.713,12.066,13.585,,,,,,0,0,
9,1790090466865665024,0.9,22,22,2176,2112,49.75,51.08,53.139,10.721,5,49.627,50.782,53.162,10.744,5,1.0303,22,12.718,12.066,13.585,,,,,,0,0,
10,1790090466965665024,1.0,24,24,2400,2304,49.857,51.148,53.469,9.954,5,49.627,51.182,53.715,9.991,5,1.0417,24,12.714,12.066,13.585,,,,,,0,0,
11,1790090467065665024,1.1,19,20,1952,1920,50.02,51.148,53.469,1.109,1,49.989,51.182,53.715,1.142,1,1.0167,20,12.714,12.002,13.118,,,,,,0,0,
12,1790090467165665024,1.2,19,20,1984,1920,50.059,51.148,53.469,1.08,1,49.825,51.182,53.715,1.151,1,1.0333,20,12.713,11.928,13.118,,,,,,0,0,
13,1790090467265665024,1.3,19,20,2016,1920,50.059,51.148,53.469,1.001,1,50.158,51.182,53.715,1.149,1,1.05,20,12.669,11.928,13.118,,,,,,0,0,
14,1790090467365665024,1.4,19,20,2048,1920,50.059,51.148,53.469,0.922,1,50.158,51.182,53.715,1.138,1,1.0667,20,12.65,11.928,13.011,,,,,,0,0,
15,1790090467465665024,1.5,19,20,2080,1920,50.059,50.503,53.469,0.836,1,50.158,51.182,53.715,1.086,1,1.0833,20,12.615,11.928,12.872,,,,,,0,0,
16,1790090467565665024,1.6,19,20,2112,1920,50.0,50.416,53.469,0.852,1,49.984,50.731,53.715,1.074,1,1.1,20,12.615,11.928,12.872,,,,,,0,0,
17,1790090467665665024,1.7,19,20,2128,1920,50.081,50.75,53.469,0.892,1,50.248,50.946,53.715,1.053,1,1.1083,20,12.615,11.928,12.9,,,,,,0,0,
18,1790090467765665024,1.8,19,20,2128,1920,50.0,50.75,53.469,0.776,1,49.826,50.946,53.715,1.068,1,1.1083,20,12.65,11.928,12.9,,,,,,0,0,
19,1790090467865665024,1.9,19,20,2128,1920,50.084,50.75,52.85,0.687,1,50.248,51.365,53.715,0.988,1,1.1083,20,12.65,11.928,12.9,,,,,,0,0,
20,1790090467965665024,2.0,19,20,2128,1920,50.013,50.667,51.304,0.419,1,50.025,50.946,53.505,0.661,1,1.1083,20,12.662,11.928,12.9,,,,,,0,0,
21,1790090468065665024,2.1,19,20,2128,1920,50.067,50.75,53.014,0.746,1,50.025,50.946,52.067,0.734,1,1.1083,20,12.655,11.585,12.9,,,,,,0,0,
22,1790090468165665024,2.2,19,20,2128,1920,50.001,50.75,53.014,0.733,1,50.173,51.076,52.067,0.738,1,1.1083,20,12.671,11.585,12.9,,,,,,0,0,
23,1790090468265665024,2.3,19,20,2128,1920,50.001,50.75,53.014,0.718,1,50.025,51.076,52.067,0.737,1,1.1083,20,12.679,11.585,12.9,,,,,,0,0,
24,1790090468365665024,2.4,19,20,2128,1920,50.001,50.75,53.014,0.706,1,50.025,51.076,52.067,0.729,1,1.1083,20,12.69,11.585,12.9,,,,,,0,0,
25,1790090468465665024,2.5,19,20,2128,1920,50.01,50.75,53.014,0.667,1,50.043,51.076,52.067,0.678,1,1.1083,20,12.708,11.585,12.9,,,,,,0,0,
26,1790090468565665024,2.6,19,20,2128,1920,50.001,50.667,53.014,0.625,1,50.043,51.076,52.067,0.629,1,1.1083,20,12.704,11.585,12.9,,,,,,0,0,
27,1790090468665665024,2.7,19,20,2128,1920,50.01,50.76,53.014,0.606,1,50.043,51.076,52.067,0.669,1,1.1083,20,12.704,11.585,12.863,,,,,,0,0,
28,1790090468765665024,2.8,19,20,2128,1920,50.001,50.202,53.014,0.514,1,50.025,51.076,52.067,0.61,1,1.1083,20,12.704,11.585,12.863,,,,,,0,0,
29,1790090468865665024,2.9,19,20,2128,1920,50.01,50.76,53.014,0.619,1,50.025,51.058,52.067,0.55,1,1.1083,20,12.692,11.585,12.863,,,,,,0,0,
30,1790090468965665024,3.0,19,20,2128,1920,50.01,50.76,51.349,0.354,1,50.043,51.076,52.067,0.456,1,1.1083,20,12.683,11.585,12.863,,,,,,0,0,
31,1790090469065665024,3.1,19,20,2128,1920,50.041,50.76,51.349,0.383,1,49.972,51.058,51.185,0.369,1,1.1083,20,12.704,11.651,12.863,,,,,,0,0,
32,1790090469165665024,3.2,19,20,2128,1920,50.041,50.76,51.349,0.4,1,49.967,50.563,51.185,0.327,1,1.1083,20,12.699,11.651,12.831,,,,,,0,0,
33,1790090469265665024,3.3,19,20,2128,1920,49.953,50.76,51.349,0.511,1,49.809,50.563,51.185,0.461,1,1.1083,20,12.699,11.651,12.831,,,,,,0,0,
34,1790090469365665024,3.4,19,20,2128,1920,49.979,50.93,52.29,0.66,1,49.809,51.058,52.94,0.637,1,1.1083,20,12.655,11.651,12.831,,,,,,0,0,
35,1790090469465665024,3.5,19,20,2128,1920,49.979,50.93,52.29,0.679,1,49.809,51.058,52.94,0.687,1,1.1083,20,12.582,11.651,12.831,,,,,,0,0,
36,1790090469565665024,3.6,19,20,2128,1920,49.967,50.93,52.29,0.68,1,49.764,51.058,52.94,0.74,1,1.1083,20,12.549,11.651,12.831,,,,,,0,0,
37,1790090469665665024,3.7,19,20,2128,1920,49.98,50.93,52.29,0.75,1,49.764,51.084,52.94,0.767,1,1.1083,20,12.614,11.651,12.84,,,,,,0,0,
38,1790090469765665024,3.8,19,20,2128,1920,49.98,50.922,52.29,0.696,1,49.764,51.084,52.94,0.828,1,1.1083,20,12.677,11.651,12.84,,,,,,0,0,
39,1790090469865665024,3.9,19,20,2128,1920,50.17,50.834,52.29,0.681,1,50.07,51.084,52.94,0.849,1,1.1083,20,12.712,11.893,12.843,,,,,,0,0,
40,1790090469965665024,4.0,19,20,2128,1920,50.263,50.922,52.29,0.823,1,50.07,51.084,52.94,0.932,1,1.1083,20,12.728,11.893,12.906,,,,,,0,0,
41,1790090470065665024,4.1,19,20,2128,1920,50.263,51.509,53.358,1.179,1,50.319,51.5,53.169,1.256,1,1.1083,20,12.712,11.893,12.906,,,,,,0,0,
42,1790090470165665024,4.2,19,20,2128,1920,50.263,51.509,53.358,1.073,1,50.319,51.5,53.169,1.272,1,1.1083,20,12.728,11.893,12.906,,,,,,0,0,
43,1790090470265665024,4.3,19,20,2128,1920,50.05,50.922,53.358,0.997,1,50.319,51.084,53.169,1.026,1,1.1083,20,12.728,12.503,12.906,,,,,,0,0,
44,1790090470365665024,4.4,19,20,2128,1920,50.07,50.922,53.358,0.997,1,50.308,51.084,53.169,0.963,1,1.1083,20,12.752,12.503,12.906,,,,,,0,0,
45,1790090470465665024,4.5,19,20,2128,1920,50.07,51.392,53.358,1.136,1,50.308,51.358,53.169,1.076,1,1.1083,20,12.718,12.52,12.906,,,,,,0,0,
46,1790090470565665024,4.6,19,20,2128,1920,49.858,51.392,53.358,1.053,1,50.043,51.358,53.169,1.026,1,1.1083,20,12.713,12.52,12.906,,,,,,0,0,
47,1790090470665665024,4.7,19,20,2128,1920,50.042,51.392,53.358,1.022,1,50.112,51.358,53.169,0.953,1,1.1083,20,12.713,12.52,12.906,,,,,,0,0,
48,1790090470765665024,4.8,19,20,2128,1920,49.922,51.392,53.358,0.964,1,50.043,51.358,53.169,0.903,1,1.1083,20,12.707,12.52,12.906,,,,,,0,0,
49,1790090470865665024,4.9,19,20,2128,1920,49.98,50.821,53.358,0.776,1,50.043,51.358,53.169,0.786,1,1.1083,20,12.697,12.52,12.906,,,,,,0,0,
50,1790090470965665024,5.0,19,20,2128,1920,49.98,50.699,51.392,0.43,1,50.043,50.851,53.169,0.564,1,1.1083,20,12.688,12.52,12.873,,,,,,0,0,
51,1790090471065665024,5.1,19,20,2128,1920,50.002,50.699,51.392,0.48,1,50.043,50.833,51.358,0.464,1,1.1083,20,12.691,12.52,12.873,,,,,,0,0,
52,1790090471165665024,5.2,19,20,2128,1920,50.002,50.687,51.392,0.43,1,50.043,50.708,51.358,0.399,1,1.1083,20,12.697,12.52,12.873,0.153,0.046,0.011,0.153,0.153,1,0,
53,1790090471265665024,5.3,19,20,2128,1920,50.002,50.687,51.392,0.41,1,50.044,50.708,51.358,0.438,1,1.1083,20,12.707,12.469,12.873,0.153,0.046,0.021,0.153,0.153,1,0,
54,1790090471365665024,5.4,19,20,2128,1920,50.002,50.629,50.699,0.295,1,50.044,50.708,51.358,0.336,1,1.1083,20,12.696,11.739,12.848,0.095,0.046,0.01,0.095,0.095,1,0,
55,1790090471465665024,5.5,19,20,2128,1920,50.013,50.629,50.699,0.423,1,49.986,50.456,50.833,0.385,1,1.1083,20,12.687,11.739,12.848,0.095,-0.206,0.001,0.095,0.095,1,0,
56,1790090471565665024,5.6,19,20,2128,1920,50.013,50.629,52.667,0.523,1,50.044,50.708,52.644,0.524,1,1.1083,20,12.7,11.739,12.848,0.095,0.046,0.014,0.095,0.095,1,0,
57,1790090471665665024,5.7,19,20,2128,1920,50.013,50.629,52.667,0.583,1,50.044,50.585,52.644,0.539,1,1.1083,20,12.723,11.739,12.848,0.095,-0.077,0.037,0.095,0.095,1,0,
58,1790090471765665024,5.8,19,20,2128,1920,50.023,50.629,52.667,0.637,1,49.986,50.585,52.644,0.552,1,1.1083,20,12.739,11.739,12.996,0.095,-0.077,0.053,0.095,0.095,1,0,
59,1790090471865665024,5.9,19,20,2128,1920,50.052,50.687,52.667,0.667,1,49.986,50.585,52.644,0.558,1,1.1083,20,12.712,11.697,12.996,0.153,-0.077,0.026,0.153,0.153,1,0,
60,1790090471965665024,6.0,19,20,2128,1920,50.052,50.74,52.667,0.66,1,49.986,50.585,52.644,0.607,1,1.1083,20,12.682,11.697,12.996,0.206,-0.077,-0.004,0.206,0.206,1,0,
61,1790090472065665024,6.1,19,20,2128,1920,50.11,50.74,52.667,0.692,1,49.986,50.585,52.644,0.618,1,1.1083,20,12.672,11.697,12.996,0.206,-0.077,-0.014,0.206,0.206,1,0,
62,1790090472165665024,6.2,19,20,2128,1920,50.11,50.74,52.667,0.716,1,49.986,50.585,52.644,0.623,1,1.1083,20,12.638,11.697,12.996,0.206,-0.077,-0.048,0.206,0.206,1,0,
63,1790090472265665024,6.3,19,20,2128,1920,50.078,50.74,52.667,0.645,1,50.076,50.585,52.644,0.607,1,1.1083,20,12.655,11.697,12.996,0.206,-0.077,-0.031,0.206,0.206,1,0,
64,1790090472365665024,6.4,19,20,2128,1920,50.127,50.74,52.667,0.612,1,50.061,50.585,52.644,0.737,1,1.1083,20,12.655,11.697,12.996,0.206,-0.077,-0.031,0.206,0.206,1,0,
65,1790090472465665024,6.5,19,20,2128,1920,50.177,50.74,51.895,0.566,1,50.118,51.641,52.644,0.733,1,1.1083,20,12.673,11.697,12.996,0.206,0.979,-0.013,0.979,0.979,1,0,
66,1790090472565665024,6.6,19,20,2128,1920,50.132,50.74,51.895,0.513,1,50.061,50.511,52.504,0.577,1,1.1083,20,12.673,11.697,12.996,0.206,-0.151,-0.013,0.206,0.206,1,0,
67,1790090472665665024,6.7,19,20,2128,1920,50.132,50.891,53.013,0.791,1,50.061,51.641,53.007,0.845,1,1.1083,20,12.673,11.697,12.996,0.357,0.979,-0.013,0.979,0.979,1,0,
68,1790090472765665024,6.8,19,20,2128,1920,50.1,50.74,53.013,0.772,1,50.061,51.641,53.007,0.88,1,1.1083,20,12.673,11.697,12.793,0.206,0.979,-0.013,0.979,0.979,1,0,
69,1790090472865665024,6.9,20,20,2240,1920,50.094,51.895,53.013,3.587,1,50.093,52.415,53.007,1.096,1,1.1667,20,12.697,11.774,65.313,1.361,1.753,0.011,1.753,1.753,1,0,
70,1790090472965665024,7.0,20,20,2240,1920,50.094,51.895,53.013,3.569,1,50.093,52.415,53.007,1.015,1,1.1667,20,12.739,12.062,65.313,1.361,1.753,0.053,1.753,1.753,1,0,
71,1790090473065665024,7.1,20,20,2240,1920,50.094,51.895,53.013,3.559,1,50.093,52.415,53.007,1.043,1,1.1667,20,12.769,12.062,65.313,1.361,1.753,0.083,1.753,1.753,1,0,
72,1790090473165665024,7.2,20,20,2240,1920,50.106,51.895,53.013,3.588,1,50.061,52.415,53.007,1.052,1,1.1667,20,12.782,12.062,65.313,1.361,1.753,0.095,1.753,1.753,1,0,
73,1790090473265665024,7.3,20,20,2240,1920,50.106,52.643,53.201,3.802,1,50.093,52.504,53.007,1.363,1,1.1667,20,28.101,12.062,65.787,2.109,1.842,15.415,2.109,2.109,1,0,
74,1790090473365665024,7.4,20,20,2240,1920,50.0,52.643,53.201,3.718,1,50.016,52.415,53.007,1.137,1,1.1667,20,60.979,12.579,65.787,2.109,1.753,48.292,2.109,2.109,1,0,
75,1790090473465665024,7.5,20,20,2240,1920,49.982,52.643,53.201,3.72,1,49.906,52.415,53.007,1.164,1,1.1667,20,62.278,12.579,65.787,2.109,1.753,49.592,2.109,2.109,1,0,
76,1790090473565665024,7.6,21,20,2352,1920,49.918,51.102,53.201,5.97,1,49.906,52.415,53.007,1.255,1,1.225,20,62.299,12.579,65.787,0.568,1.753,49.613,1.753,1.753,1,0,
77,1790090473665665024,7.7,21,20,2352,1920,49.918,52.568,53.201,6.173,1,49.906,52.299,52.973,1.304,1,1.225,20,62.486,12.579,113.048,2.034,1.637,49.799,2.034,2.034,1,0,
78,1790090473765665024,7.8,20,19,2240,1824,50.0,52.568,53.597,3.775,1,50.026,52.415,53.548,1.4,1,1.2281,19,62.683,43.409,114.028,2.034,1.753,49.996,2.034,2.034,1,0,
79,1790090473865665024,7.9,20,19,2240,1824,49.982,52.568,53.597,3.807,1,50.135,52.299,53.548,1.274,1,1.2281,19,62.864,59.249,116.417,2.034,1.637,50.178,2.034,2.034,1,0,
80,1790090473965665024,8.0,20,20,2240,1920,49.982,52.568,53.597,4.092,1,50.123,52.299,53.548,1.498,1,1.1667,20,63.578,59.249,116.417,2.034,1.637,50.892,2.034,2.034,1,0,
81,1790090474065665024,8.1,20,19,2240,1824,50.031,52.568,53.597,4.222,1,50.135,52.299,53.548,1.628,1,1.2281,19,65.787,59.249,116.417,2.034,1.637,53.101,2.034,2.034,1,0,
82,1790090474165665024,8.2,20,19,2240,1824,50.031,51.866,53.597,3.918,1,50.238,52.299,53.548,1.516,1,1.2281,19,109.753,59.249,116.417,1.332,1.637,97.067,1.637,1.637,1,0,
83,1790090474265665024,8.3,20,19,2240,1824,50.146,51.866,53.597,3.954,1,50.332,52.139,53.548,1.355,1,1.2281,19,112.685,59.249,116.417,1.332,1.477,99.999,1.477,1.477,1,0,
84,1790090474365665024,8.4,21,19,2352,1824,50.208,52.568,53.597,6.505,2,50.332,52.139,53.548,1.498,1,1.2895,19,112.685,59.249,116.417,2.034,1.477,99.999,2.034,2.034,1,0,
85,1790090474465665024,8.5,21,19,2352,1824,50.185,52.568,53.597,5.357,2,50.332,52.299,53.548,1.575,1,1.2895,19,113.101,59.249,119.475,2.034,1.637,100.415,2.034,2.034,1,0,
86,1790090474565665024,8.6,20,19,2240,1824,50.283,51.866,53.597,3.768,2,50.332,52.139,53.548,1.306,1,1.2281,19,113.173,84.387,165.149,1.332,1.477,100.487,1.477,1.477,1,0,
87,1790090474665665024,8.7,20,19,2240,1824,50.283,51.486,52.781,3.626,2,50.332,51.491,52.838,1.016,1,1.2281,19,113.745,109.534,165.149,0.952,0.829,101.059,0.952,0.952,1,0,
88,1790090474765665024,8.8,20,19,2240,1824,50.283,51.486,52.781,3.59,2,50.351,51.491,52.838,1.074,1,1.2281,19,113.745,109.534,165.149,0.952,0.829,101.059,0.952,0.952,1,0,
89,1790090474865665024,8.9,21,19,2352,1824,50.128,51.238,52.781,3.375,2,50.336,50.898,52.838,0.985,1,1.2895,19,115.887,109.534,165.149,0.704,0.236,103.201,0.704,0.704,1,0,
90,1790090474965665024,9.0,20,19,2240,1824,50.057,50.426,52.781,3.152,2,50.163,50.568,52.838,0.717,1,1.2281,19,161.778,109.534,165.149,-0.108,-0.094,149.092,-0.094,-0.094,1,0,
91,1790090475065665024,9.1,20,20,2240,1920,50.054,50.426,52.781,3.283,2,50.08,50.568,52.838,0.794,1,1.1667,20,162.067,109.534,165.149,-0.108,-0.094,149.38,-0.094,-0.094,1,0,
92,1790090475165665024,9.2,20,19,2240,1824,50.054,50.426,53.261,3.407,2,50.048,50.729,53.049,0.963,1,1.2281,19,162.405,109.534,165.149,-0.108,0.067,149.719,0.067,0.067,1,0,
93,1790090475265665024,9.3,19,19,2128,1824,50.056,50.353,53.261,0.547,1,50.054,50.729,53.049,0.807,1,1.1667,19,162.646,109.534,165.583,-0.181,0.067,149.96,0.067,0.067,1,0,
94,1790090475365665024,9.4,19,19,2128,1824,50.056,50.353,53.261,0.51,1,50.022,50.543,53.049,0.663,1,1.1667,19,162.685,119.475,165.583,-0.181,-0.119,149.999,-0.119,-0.119,1,0,
95,1790090475465665024,9.5,19,19,2128,1824,50.056,50.426,53.261,0.549,1,50.022,50.572,53.049,0.651,1,1.1667,19,162.685,160.022,165.583,-0.108,-0.09,149.999,-0.09,-0.09,1,0,
96,1790090475565665024,9.6,19,19,2128,1824,50.056,50.451,53.261,0.551,1,50.022,50.572,53.049,0.718,1,1.1667,19,162.646,160.022,165.583,-0.083,-0.09,149.96,-0.083,-0.083,1,0,
97,1790090475665665024,9.7,19,19,2128,1824,50.061,50.543,53.261,0.602,1,50.054,50.578,53.049,0.689,1,1.1667,19,162.646,160.022,165.583,0.009,-0.084,149.96,0.009,0.009,1,0,
98,1790090475765665024,9.8,20,19,2240,1824,50.054,50.796,53.261,0.633,1,50.054,50.729,53.049,0.748,1,1.2281,19,162.685,160.022,165.583,0.262,0.067,149.999,0.262,0.262,1,0,
