line,kind,seq,flag,t_scan_rx_ns,t_flag_rx_ns,t_uart_tx_ns,t_c_rx_ns,sim_time,x,y,yaw,wp_i,min_range,min_mm,local_v,local_w,edge_v,edge_w,edge_ok,edge_seq_used,t_send_ns,t_recv_ns,rtt_us,held,deadline_miss,rtt_min_us,rtt_win_us,rtt_degraded,t_det_rtt_ns,flag_seq,t_det_meta_ns,c_seq,v_out,w_out,mode,state,switch_us,n_sw,bad_lines,lost
1,settle,0,1,26360706440547,,26360706492598,26360709433462,68.963,0.0000,0.0000,0.0000,0,0.5915,591,0,0,0,0,0,,,,,,,,,,,,,0,0,0,1,0,0,99,0,0
2,scan,1,1,26360725978160,,26360726125374,26360727931902,69.463,0.0001,-0.0000,0.0000,0,0.5956,595,220,0,0,0,0,,,,,1,1,,,0,,,,1,220,0,1,0,0,99,0,0
3,scan,2,1,26360775898659,,26360776070311,26360778067641,69.513,0.0001,-0.0000,0.0000,0,0.5913,591,220,0,0,0,0,,,,,1,1,,,0,,,,2,220,0,1,0,0,99,0,0
4,scan,3,1,26360825880054,,26360826013445,26360828071558,69.563,0.0035,-0.0000,0.0000,0,0.5838,583,220,0,0,0,0,,,,,1,1,,,0,,,,3,220,0,1,0,0,99,0,0
5,scan,4,1,26360875995419,,26360876391313,26360877896869,69.613,0.0070,-0.0000,0.0000,0,0.5946,594,220,0,0,0,0,,,,,1,1,,,0,,,,4,220,0,1,0,0,99,0,0
6,scan,5,1,26360926327550,,26360926450058,26360927888986,69.663,0.0174,-0.0000,0.0000,0,0.5746,574,220,0,0,0,0,,,,,1,1,,,0,,,,5,220,0,1,0,0,99,0,0
7,scan,6,1,26360976366428,,26360976512104,26360977970531,69.713,0.0243,-0.0000,0.0000,0,0.5726,572,220,0,220,1,1,1,26360726039539,26360931520763,205481,0,1,205481,205481,0,,,,6,220,0,1,0,0,99,0,0
8,scan,7,1,26361026259135,,26361026376787,26361027894017,69.763,0.0393,-0.0000,0.0000,0,0.5616,561,220,0,220,1,1,2,26360775944202,26360982381658,206437,0,1,205481,205959,0,,,,7,220,0,1,0,0,99,0,0
9,scan,8,1,26361076599741,,26361076775670,26361078971113,69.813,0.0467,-0.0000,0.0000,0,0.5623,562,220,0,220,1,1,3,26360825926939,26361029881676,203954,0,1,203954,205291,0,,,,8,220,0,1,0,0,99,0,0
10,scan,9,1,26361126399782,,26361126530046,26361128077300,69.863,0.0617,-0.0000,0.0000,0,0.5540,554,220,0,220,1,1,4,26360876265673,26361083388350,207122,0,1,203954,205748,0,,,,9,220,0,1,0,0,99,0,0
11,scan,10,1,26361176382609,,26361176516813,26361177944420,69.913,0.0692,-0.0000,-0.0000,0,0.5370,537,220,0,220,1,1,5,26360926373853,26361131235255,204861,0,1,203954,205571,0,,,,10,220,0,1,0,0,99,0,0
12,scan,11,1,26361226274481,,26361226404925,26361228069557,69.963,0.0841,-0.0000,-0.0000,0,0.5295,529,220,0,220,1,1,6,26360976427478,26361183729849,207302,0,1,203954,205860,0,,,,11,220,0,1,0,0,99,0,0
13,scan,12,1,26361276387456,,26361276516804,26361277989352,70.013,0.0916,-0.0000,-0.0000,0,0.5175,517,220,0,220,1,1,7,26361026298763,26361231303483,205004,0,1,203954,205737,0,,,,12,220,0,1,0,0,99,0,0
14,scan,13,1,26361326717894,,26361326891755,26361328974998,70.063,0.1066,-0.0000,-0.0000,0,0.5067,506,220,0,220,1,1,8,26361076660284,26361283886034,207225,0,1,203954,205923,0,,,,13,220,0,1,0,0,99,0,0
15,scan,14,1,26361376863666,,26361377001650,26361379062636,70.113,0.1140,-0.0000,-0.0000,0,0.5018,501,220,0,220,1,1,9,26361126447425,26361333975950,207528,0,1,203954,206102,0,,,,14,220,0,1,0,0,99,0,0
16,scan,15,1,26361426845442,,26361426992335,26361429041130,70.163,0.1215,-0.0000,-0.0000,0,0.4955,495,220,0,220,1,1,10,26361176431674,26361383708662,207276,0,1,203954,206219,0,,,,15,220,0,1,0,0,99,0,0
17,scan,16,1,26361477321873,,26361477476394,26361478954571,70.213,0.1365,-0.0000,-0.0000,0,0.4789,478,220,0,220,1,1,11,26361226319479,26361434344227,208024,0,1,203954,206383,0,,,,16,220,0,1,0,0,99,0,0
18,scan,17,1,26361527219977,,26361527391766,26361528919886,70.263,0.1440,-0.0000,-0.0000,0,0.4720,471,220,0,220,1,1,12,26361276434517,26361483928116,207493,0,1,203954,206476,0,,,,17,220,0,1,0,0,99,0,0
19,scan,18,1,26361576708327,,26361576857499,26361578999592,70.313,0.1589,-0.0000,-0.0000,0,0.4704,470,220,0,220,1,1,13,26361326774337,26361534048524,207274,0,1,203954,206537,0,,,,18,220,0,1,0,0,99,0,0
20,scan,19,1,26361626877665,,26361627006256,26361629794280,70.363,0.1664,-0.0000,-0.0000,0,0.4596,459,220,0,220,1,1,14,26361376916560,26361584047738,207131,0,1,203954,206579,0,,,,19,220,0,1,0,0,99,0,0
21,scan,20,1,26361676874301,,26361677014399,26361679142119,70.413,0.1814,-0.0000,-0.0000,0,0.4484,448,220,0,220,1,1,15,26361426895205,26361633997280,207102,0,1,203954,206614,0,,,,20,220,0,1,0,0,99,0,0
22,scan,21,1,26361726740984,,26361726894113,26361728912219,70.463,0.1889,-0.0000,-0.0000,0,0.4411,441,220,0,220,1,1,16,26361477382631,26361684885325,207502,0,1,203954,206670,0,,,,21,220,0,1,0,0,99,0,0
23,scan,22,1,26361776988238,,26361777130062,26361779019851,70.513,0.2038,-0.0000,-0.0000,0,0.4352,435,220,0,220,1,1,17,26361527283898,26361735183708,207899,0,1,203954,206742,0,,,,22,220,0,1,0,0,99,0,0
24,scan,23,1,26361827484832,,26361827635422,26361829064080,70.563,0.2113,-0.0000,-0.0000,0,0.4296,429,220,0,220,1,1,18,26361576762063,26361784781123,208019,0,1,203954,206813,0,,,,23,220,0,1,0,0,99,0,0
25,scan,24,1,26361877504612,,26361877668648,26361879865503,70.613,0.2263,-0.0000,-0.0000,0,0.4231,423,220,0,220,1,1,19,26361626925400,26361854772933,227847,0,1,203954,207920,0,,,,24,220,0,1,0,0,99,0,0
26,scan,25,1,26361927771323,,26361927908282,26361930199304,70.663,0.2338,-0.0000,-0.0000,0,0.4157,415,220,0,220,1,1,20,26361676924558,26361901477660,224553,0,1,203954,208752,0,,,,25,220,0,1,0,0,99,0,0
27,scan,26,1,26361977818747,,26361977964545,26361979933885,70.713,0.2487,-0.0000,-0.0000,0,0.4043,404,220,0,220,1,1,21,26361726793674,26361932870816,206077,0,1,203954,208624,0,,,,26,220,0,1,0,0,99,0,0
28,scan,27,1,26362027942823,,26362028130823,26362030090764,70.763,0.2562,-0.0000,-0.0000,0,0.4012,401,220,0,220,1,1,22,26361777039635,26361994491898,217452,0,1,203954,209026,0,,,,27,220,0,1,0,0,99,0,0
29,scan,28,1,26362077665595,,26362077794557,26362079994628,70.813,0.2712,-0.0000,-0.0000,0,0.4027,402,220,0,220,1,1,23,26361827536086,26362059119771,231583,0,1,203954,210006,0,,,,28,220,0,1,0,0,99,0,0
30,scan,29,1,26362127943491,,26362128124462,26362129987461,70.863,0.2786,-0.0000,-0.0000,0,0.3893,389,220,0,220,1,1,24,26361877554348,26362101783752,224229,0,1,203954,210599,0,,,,29,207,0,1,1,0,99,0,0
31,scan,30,1,26362178079227,,26362178207970,26362180088530,70.913,0.2931,-0.0000,-0.0000,0,0.3917,391,220,0,220,1,1,25,26361927820900,26362135556602,207735,0,1,203954,210484,0,,,,30,210,0,1,1,0,99,0,0
32,scan,31,1,26362228091411,,26362228234691,26362229929217,70.963,0.3002,-0.0000,-0.0000,0,0.3809,380,220,0,220,1,1,26,26361977869149,26362199350547,221481,0,1,203954,210907,0,,,,31,198,0,1,1,0,99,0,0
