step,t_ns,elapsed_s,n_up,n_down,bytes_up,bytes_down,iat_med_up_ms,iat_p90_up_ms,iat_max_up_ms,iat_mad_up_ms,burst_up,iat_med_down_ms,iat_p90_down_ms,iat_max_down_ms,iat_mad_down_ms,burst_down,updown_ratio,pair_n,pair_med_ms,pair_min_ms,pair_max_ms,q_up_ms,q_down_ms,q_pair_ms,q_hat_ms,q_min_ms,baseline_done,degraded,t_det_meta_ns
1,1790095737329555968,0.1,4,3,384,288,31.87,49.705,49.705,16.328,2,16.108,31.93,31.93,15.823,2,1.3333,3,62.523,62.463,62.898,,,,,,0,0,
2,1790095737429555968,0.2,7,5,672,480,49.36,49.867,52.768,11.789,2,40.552,53.156,53.156,17.529,2,1.4,5,62.463,61.992,62.898,,,,,,0,0,
3,1790095737529555968,0.3,8,7,768,672,49.705,50.961,52.768,10.284,2,49.176,50.26,53.156,11.868,2,1.1429,7,62.523,61.992,62.936,,,,,,0,0,
4,1790095737629555968,0.4,10,9,960,864,49.867,50.961,52.768,8.063,2,49.571,50.901,53.156,9.214,2,1.1111,9,62.695,61.992,62.936,,,,,,0,0,
5,1790095737729555968,0.5,12,11,1152,1056,49.867,50.961,52.768,6.624,2,49.983,50.901,53.156,7.406,2,1.0909,11,62.773,61.992,62.961,,,,,,0,0,
6,1790095737829555968,0.6,14,13,1344,1248,49.908,50.961,52.768,5.644,2,49.983,50.901,53.156,6.221,2,1.0769,13,62.773,61.992,62.99,,,,,,0,0,
7,1790095737929555968,0.7,16,15,1568,1440,49.908,52.579,52.768,5.209,2,49.732,50.901,53.156,5.436,2,1.0889,15,62.773,61.662,62.99,,,,,,0,0,
8,1790095738029555968,0.8,18,17,1792,1632,49.908,50.961,52.768,4.623,2,49.983,52.327,53.156,4.95,2,1.098,17,62.773,61.662,62.99,,,,,,0,0,
9,1790095738129555968,0.9,20,19,2016,1824,49.908,50.961,52.768,4.334,2,49.983,50.901,53.156,4.424,2,1.1053,19,62.808,61.662,62.99,,,,,,0,0,
10,1790095738229555968,1.0,21,19,2128,1824,49.957,52.579,52.974,4.271,2,49.983,50.901,53.156,4.424,2,1.1667,19,62.808,61.662,62.99,,,,,,0,0,
11,1790095738329555968,1.1,20,20,2080,1920,50.007,50.961,52.974,0.813,1,50.042,52.327,53.156,0.938,1,1.0833,20,62.825,61.662,62.99,,,,,,0,0,
12,1790095738429555968,1.2,20,20,2112,1920,50.144,50.961,52.974,0.787,1,50.042,50.901,52.955,0.777,1,1.1,20,62.825,61.662,62.99,,,,,,0,0,
13,1790095738529555968,1.3,20,20,2144,1920,50.007,50.579,52.974,0.757,1,50.012,50.682,52.955,0.694,1,1.1167,20,62.825,61.662,62.99,,,,,,0,0,
14,1790095738629555968,1.4,19,19,2064,1824,50.029,50.621,52.974,0.825,1,50.027,50.682,52.955,0.721,1,1.1316,19,62.825,61.662,62.99,,,,,,0,0,
15,1790095738729555968,1.5,20,20,2208,1920,50.15,52.579,53.24,1.128,1,50.054,52.327,53.212,1.083,1,1.15,20,62.828,61.662,62.99,,,,,,0,0,
16,1790095738829555968,1.6,21,20,2352,1920,50.149,52.579,53.24,0.985,1,50.06,52.327,53.212,1.048,1,1.225,20,62.838,61.662,62.983,,,,,,0,0,
17,1790095738929555968,1.7,20,20,2240,1920,49.883,50.621,53.24,0.901,1,50.06,50.755,53.212,0.914,1,1.1667,20,62.869,62.523,63.02,,,,,,0,0,
18,1790095739029555968,1.8,20,20,2240,1920,49.883,50.621,53.24,1.047,1,50.06,50.755,53.212,0.916,1,1.1667,20,62.869,62.523,63.02,,,,,,0,0,
19,1790095739129555968,1.9,20,20,2240,1920,49.883,50.621,53.24,0.884,1,50.06,52.908,53.212,1.018,1,1.1667,20,62.858,62.523,63.02,,,,,,0,0,
20,1790095739229555968,2.0,19,18,2128,1728,49.881,50.621,53.24,1.046,1,50.06,50.755,53.212,0.968,1,1.2315,18,62.85,62.523,63.02,,,,,,0,0,
