fseq,degrade,t_det_ns,t_send_ns,peer,step
1,1,1790095892721730492,1790095892721774233,192.168.60.90:57267,286
2,0,1790095923924996058,1790095923925041724,192.168.60.90:57267,598
3,1,1790095929221690952,1790095929221738433,192.168.60.90:57267,651
