fseq,degrade,t_det_ns,t_send_ns,peer,step
1,1,1790092246920937545,1790092246920984470,192.168.60.90:57303,200
2,0,1790092291626576961,1790092291626617961,192.168.60.90:57303,647
3,1,1790092292326139276,1790092292326174424,192.168.60.90:57303,654
