step,t_ns,elapsed_s,n_up,n_down,bytes_up,bytes_down,iat_med_up_ms,iat_p90_up_ms,iat_max_up_ms,iat_mad_up_ms,burst_up,iat_med_down_ms,iat_p90_down_ms,iat_max_down_ms,iat_mad_down_ms,burst_down,updown_ratio,pair_n,pair_med_ms,pair_min_ms,pair_max_ms,q_up_ms,q_down_ms,q_pair_ms,q_hat_ms,q_min_ms,baseline_done,degraded,t_det_meta_ns
1,1790091315489376000,0.1,2,2,192,192,52.919,52.919,52.919,0.0,1,52.19,52.19,52.19,0.0,1,1.0,2,13.18,12.815,13.544,,,,,,0,0,
2,1790091315589376000,0.2,4,4,384,384,50.327,52.919,52.919,0.888,1,50.389,52.19,52.19,0.615,1,1.0,4,12.922,12.815,13.544,,,,,,0,0,
3,1790091315689376000,0.3,6,6,576,576,50.255,52.919,52.919,0.623,1,50.344,52.19,52.19,0.742,1,1.0,6,12.846,11.705,13.544,,,,,,0,0,
4,1790091315789376000,0.4,8,8,768,768,50.255,50.327,52.919,0.529,1,50.344,50.878,52.19,0.613,1,1.0,8,12.846,11.705,13.544,,,,,,0,0,
5,1790091315889376000,0.5,10,10,960,960,50.255,50.327,52.919,0.775,1,50.3,50.878,52.19,0.98,1,1.0,10,12.833,11.705,13.544,,,,,,0,0,
6,1790091315989376000,0.6,12,12,1152,1152,50.255,52.826,52.919,0.876,1,50.344,52.19,52.932,1.098,1,1.0,12,12.67,11.705,13.544,,,,,,0,0,
7,1790091316089376000,0.7,14,14,1376,1344,50.255,52.826,52.919,0.77,1,50.344,52.19,52.932,1.038,1,1.0238,14,12.636,11.705,13.544,,,,,,0,0,
8,1790091316189376000,0.8,16,16,1600,1536,50.205,52.826,52.919,0.698,1,50.3,52.19,52.932,0.939,1,1.0417,16,12.769,11.705,13.544,,,,,,0,0,
9,1790091316289376000,0.9,18,18,1824,1728,50.205,50.345,52.919,0.646,1,50.239,50.964,52.932,0.852,1,1.0556,18,12.769,11.705,13.544,,,,,,0,0,
10,1790091316389376000,1.0,20,20,2048,1920,50.205,50.447,52.919,0.625,1,50.194,50.964,52.932,0.79,1,1.0667,20,12.769,11.705,13.544,,,,,,0,0,
11,1790091316489376000,1.1,20,20,2080,1920,50.096,50.447,52.826,0.579,1,50.191,50.964,52.932,0.774,1,1.0833,20,12.769,11.705,12.982,,,,,,0,0,
12,1790091316589376000,1.2,20,20,2112,1920,50.096,50.899,52.826,0.657,1,50.191,50.964,52.932,0.823,1,1.1,20,12.769,11.705,12.982,,,,,,0,0,
13,1790091316689376000,1.3,20,20,2144,1920,50.054,51.042,52.826,0.757,1,50.191,50.964,52.932,0.863,1,1.1167,20,12.769,11.735,12.982,,,,,,0,0,
14,1790091316789376000,1.4,20,20,2176,1920,50.054,51.118,52.826,0.846,1,50.191,51.015,52.932,0.961,1,1.1333,20,12.801,11.801,12.982,,,,,,0,0,
15,1790091316889376000,1.5,20,20,2208,1920,50.054,51.042,51.137,0.632,1,50.191,51.015,51.338,0.693,1,1.15,20,12.813,11.907,12.982,,,,,,0,0,
16,1790091316989376000,1.6,20,20,2240,1920,50.057,51.118,51.137,0.673,1,50.191,51.027,51.338,0.662,1,1.1667,20,12.861,11.96,12.982,,,,,,0,0,
17,1790091317089376000,1.7,20,20,2240,1920,50.057,51.118,51.137,0.681,1,50.053,51.027,51.338,0.653,1,1.1667,20,12.861,12.416,12.982,,,,,,0,0,
18,1790091317189376000,1.8,20,20,2240,1920,50.057,51.133,52.809,0.941,1,50.053,51.06,53.428,0.973,1,1.1667,20,12.828,11.959,12.982,,,,,,0,0,
19,1790091317289376000,1.9,20,20,2240,1920,50.021,51.133,52.809,0.908,1,50.053,51.06,53.428,1.028,1,1.1667,20,12.828,11.959,12.982,,,,,,0,0,
