line,kind,seq,flag,t_scan_rx_ns,t_flag_rx_ns,t_uart_tx_ns,t_c_rx_ns,sim_time,x,y,yaw,wp_i,min_range,min_mm,local_v,local_w,edge_v,edge_w,edge_ok,edge_seq_used,t_send_ns,t_recv_ns,rtt_us,held,deadline_miss,rtt_min_us,rtt_win_us,rtt_degraded,t_det_rtt_ns,flag_seq,t_det_meta_ns,c_seq,v_out,w_out,mode,state,switch_us,n_sw,bad_lines,lost
1,settle,0,0,21211491945411,,21211491995745,21211494851022,26.113,0.0000,0.0000,0.0000,0,0.5963,596,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,25,58,0,0
2,scan,1,0,21211527555366,,21211527756121,21211529594878,26.613,0.0001,-0.0000,0.0000,0,0.6053,605,220,0,0,0,0,,,,,1,1,,,0,,,,1,0,0,0,0,0,58,0,0
3,scan,2,0,21211577712132,,21211577837769,21211579542664,26.663,0.0001,-0.0000,0.0000,0,0.6025,602,220,0,0,0,0,,,,,1,1,,,0,,,,2,0,0,0,0,0,58,0,0
4,scan,3,0,21211627856429,,21211627971933,21211629686801,26.713,0.0001,-0.0000,0.0000,0,0.6019,601,220,0,0,0,0,,,,,1,1,,,0,,,,3,0,0,0,0,0,58,0,0
5,scan,4,0,21211677757089,,21211677874636,21211679641572,26.763,0.0001,-0.0000,0.0000,0,0.6003,600,220,0,220,1,1,1,21211527662743,21211636009983,108347,0,1,108347,108347,0,,,,4,220,1,0,0,0,58,0,0
6,scan,5,0,21211727941628,,21211728108271,21211730524179,26.813,0.0001,-0.0000,0.0000,0,0.6002,600,220,0,220,1,1,2,21211577759930,21211685620133,107860,0,1,107860,108104,0,,,,5,220,1,0,0,0,58,0,0
7,scan,6,0,21211778106186,,21211778237204,21211780443183,26.863,0.0035,-0.0000,0.0000,0,0.5897,589,220,0,220,1,1,3,21211627895879,21211736098322,108202,0,1,107860,108136,0,,,,6,220,1,0,0,0,58,0,0
8,scan,7,0,21211828439012,,21211828650706,21211830599040,26.913,0.0070,-0.0000,-0.0000,0,0.5928,592,220,0,220,1,1,4,21211677800773,21211785783900,107983,0,1,107860,108098,0,,,,7,220,1,0,0,0,58,0,0
9,scan,8,0,21211878418086,,21211878546339,21211880635786,26.963,0.0174,-0.0000,-0.0000,0,0.5662,566,220,0,220,1,1,5,21211727990616,21211835732089,107741,0,1,107741,108027,0,,,,8,220,1,0,0,0,58,0,0
10,scan,9,0,21211928817966,,21211929033950,21211930852862,27.013,0.0243,-0.0000,-0.0000,0,0.5693,569,220,0,220,1,1,6,21211778150590,21211885387729,107237,0,1,107237,107895,0,,,,9,220,1,0,0,0,58,0,0
11,scan,10,0,21211978528757,,21211978691133,21211980709162,27.063,0.0393,-0.0000,0.0000,0,0.5543,554,220,0,220,1,1,7,21211828556814,21211935634480,107077,0,1,107077,107778,0,,,,10,220,1,0,0,0,58,0,0
12,scan,11,0,21212028766010,,21212028913168,21212030660704,27.113,0.0467,-0.0000,0.0001,0,0.5629,562,220,0,220,1,1,8,21211878463920,21211985625826,107161,0,1,107077,107701,0,,,,11,220,1,0,0,0,58,0,0
13,scan,12,0,21212078613541,,21212078814658,21212080527278,27.163,0.0617,-0.0000,0.0002,0,0.5519,551,220,0,220,1,1,9,21211928894988,21212036853294,107958,0,1,107077,107730,0,,,,12,220,1,0,0,0,58,0,0
14,scan,13,0,21212128889068,,21212129043610,21212130712325,27.213,0.0692,-0.0000,0.0002,0,0.5372,537,220,0,220,1,1,10,21211978597471,21212086418449,107820,0,1,107077,107739,0,,,,13,220,1,0,0,0,58,0,0
15,scan,14,0,21212178869890,,21212179002865,21212180555002,27.263,0.0841,0.0000,0.0003,0,0.5216,521,220,-1,220,1,1,11,21212028817382,21212136399848,107582,0,1,107077,107724,0,,,,14,220,1,0,0,0,58,0,0
16,scan,15,0,21212228837463,,21212228973447,21212230558125,27.313,0.0916,0.0000,0.0003,0,0.5221,522,220,-1,220,1,1,12,21212078713547,21212186461832,107748,0,1,107077,107726,0,,,,15,220,1,0,0,0,58,0,0
17,scan,16,0,21212278817394,,21212278950075,21212280546013,27.363,0.1066,0.0000,0.0004,0,0.5147,514,220,-1,220,1,1,13,21212128936260,21212236452358,107516,0,1,107077,107710,0,,,,16,220,1,0,0,0,58,0,0
18,scan,17,0,21212328828357,,21212328964939,21212330570172,27.413,0.1140,0.0000,0.0004,0,0.5018,501,220,-1,220,1,1,14,21212178917739,21212283685798,104768,0,1,104768,107500,0,,,,17,220,1,0,0,0,58,0,0
19,scan,18,0,21212378817513,,21212378989743,21212380590815,27.463,0.1290,0.0000,0.0005,0,0.4837,483,220,-1,220,1,1,15,21212228884896,21212333805759,104920,0,1,104768,107328,0,,,,18,220,1,0,0,0,58,0,0
20,scan,19,0,21212428848986,,21212428984377,21212430569233,27.513,0.1365,0.0000,0.0005,0,0.4852,485,220,-1,220,1,1,16,21212278862146,21212386736480,107874,0,1,104768,107362,0,,,,19,220,1,0,0,0,58,0,0
21,scan,20,0,21212479025992,,21212479147215,21212480546221,27.563,0.1514,0.0000,0.0006,0,0.4747,474,220,-1,220,1,1,17,21212328875956,21212436879067,108003,0,1,104768,107400,0,,,,20,220,1,0,0,0,58,0,0
