line,kind,seq,flag,t_scan_rx_ns,t_flag_rx_ns,t_uart_tx_ns,t_c_rx_ns,sim_time,x,y,yaw,wp_i,min_range,min_mm,local_v,local_w,edge_v,edge_w,edge_ok,edge_seq_used,t_send_ns,t_recv_ns,rtt_us,held,deadline_miss,rtt_min_us,rtt_win_us,rtt_degraded,t_det_rtt_ns,flag_seq,t_det_meta_ns,c_seq,v_out,w_out,mode,state,switch_us,n_sw,bad_lines,lost
1,settle,0,1,20628917938529,,20628917987834,20628920376673,23.907,0.0000,0.0000,0.0000,0,0.5895,589,0,0,0,0,0,,,,,,,,,,,,,0,0,0,1,0,0,55,0,0
2,scan,1,1,20628920608347,,20628920712536,20628922639681,24.307,0.0001,-0.0000,0.0000,0,0.5952,595,220,0,0,0,0,,,,,1,1,,,0,,,,1,220,0,1,0,0,55,0,0
3,scan,2,1,20628921731470,,20628921800774,20628923467655,24.357,0.0001,-0.0000,0.0000,0,0.5961,596,220,0,0,0,0,,,,,1,1,,,0,,,,2,220,0,1,0,0,55,0,0
4,scan,3,1,20628953125328,,20628953249642,20628954649001,24.407,0.0001,-0.0000,0.0000,0,0.5867,586,220,0,0,0,0,,,,,1,1,,,0,,,,3,220,0,1,0,0,55,0,0
5,scan,4,1,20629002775151,,20629002912403,20629004789007,24.457,0.0012,-0.0000,0.0000,0,0.5853,585,220,0,220,1,1,2,20628921755750,20628988469528,66713,0,1,66713,66713,0,,,,4,220,0,1,0,0,55,0,0
6,scan,5,1,20629052605036,,20629052738155,20629054538690,24.507,0.0070,-0.0000,-0.0000,0,0.5824,582,220,0,220,1,1,3,20628953174267,20629017311469,64137,0,1,64137,65425,0,,,,5,220,0,1,0,0,55,0,0
7,scan,6,1,20629102692874,,20629102828856,20629104798450,24.557,0.0116,-0.0000,-0.0000,0,0.5785,578,220,0,220,1,1,4,20629002825518,20629066449790,63624,0,1,63624,64825,0,,,,6,220,0,1,0,0,55,0,0
8,scan,7,1,20629152437490,,20629152576199,20629154617774,24.607,0.0243,-0.0000,-0.0000,0,0.5768,576,220,0,220,1,1,5,20629052650974,20629119909150,67258,0,1,63624,65433,0,,,,7,220,0,1,0,0,55,0,0
9,scan,8,1,20629202467846,,20629202611136,20629204623980,24.657,0.0318,-0.0000,-0.0000,0,0.5691,569,220,0,220,1,1,6,20629102740693,20629170131349,67390,0,1,63624,65824,0,,,,8,220,0,1,0,0,55,0,0
10,scan,9,1,20629252753535,,20629252893131,20629254509216,24.707,0.0467,-0.0000,-0.0000,0,0.5514,551,220,0,220,1,1,7,20629152486926,20629219124230,66637,0,1,63624,65960,0,,,,9,220,0,1,0,0,55,0,0
11,scan,10,1,20629302795096,,20629302927157,20629304527610,24.757,0.0542,-0.0000,-0.0000,0,0.5447,544,220,0,220,1,1,8,20629202515080,20629270175005,67659,0,1,63624,66203,0,,,,10,220,0,1,0,0,55,0,0
