fseq,degrade,t_det_ns,t_send_ns,peer,step
1,1,1790070583993731076,1790070583993778020,192.168.60.90:58215,295
2,0,1790070606093790056,1790070606093838723,192.168.60.90:58215,516
3,1,1790070606293829539,1790070606293874761,192.168.60.90:58215,518
