line,kind,seq,flag,t_scan_rx_ns,t_flag_rx_ns,t_uart_tx_ns,t_c_rx_ns,sim_time,x,y,yaw,wp_i,min_range,min_mm,local_v,local_w,edge_v,edge_w,edge_ok,edge_seq_used,t_send_ns,t_recv_ns,rtt_us,held,deadline_miss,rtt_min_us,rtt_win_us,rtt_degraded,t_det_rtt_ns,flag_seq,t_det_meta_ns,c_seq,v_out,w_out,mode,state,switch_us,n_sw,bad_lines,lost
1,settle,0,0,3717036801149,,3717036853436,3717039755325,27.314,0.0000,0.0000,0.0000,0,0.6029,602,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,26,20,0,0
2,scan,1,0,3717077077358,,3717077206135,3717079429750,27.814,0.0001,-0.0000,0.0000,0,0.6009,600,220,0,0,0,0,,,,,1,1,,,0,,,,1,0,0,0,0,0,20,0,0
3,scan,2,0,3717127493908,,3717127616279,3717129628708,27.864,0.0001,-0.0000,0.0000,0,0.5993,599,220,0,0,0,0,,,,,1,1,,,0,,,,2,0,0,0,0,0,20,0,0
4,scan,3,0,3717177698398,,3717177834646,3717179537909,27.914,0.0001,-0.0000,0.0000,0,0.6000,600,220,0,220,1,1,1,3717077130091,3717142143081,65012,0,1,65012,65012,0,,,,3,220,1,0,0,0,20,0,0
5,scan,4,0,3717227733013,,3717227864583,3717229566866,27.964,0.0001,-0.0000,0.0000,0,0.5866,586,220,0,220,1,1,2,3717127539015,3717194306634,66767,0,1,65012,65890,0,,,,4,220,1,0,0,0,20,0,0
6,scan,5,0,3717278020606,,3717278145262,3717279550568,28.014,0.0035,-0.0000,0.0000,0,0.5936,593,220,0,220,1,1,3,3717177751881,3717244491295,66739,0,1,65012,66173,0,,,,5,220,1,0,0,0,20,0,0
7,scan,6,0,3717327772072,,3717327903860,3717329483060,28.064,0.0070,-0.0000,-0.0000,0,0.5909,590,220,0,220,1,1,4,3717227782855,3717295062714,67279,0,1,65012,66449,0,,,,6,220,1,0,0,0,20,0,0
8,scan,7,0,3717377899338,,3717378035391,3717379533248,28.114,0.0174,-0.0000,-0.0000,0,0.5801,580,220,0,220,1,1,5,3717278063033,3717344587439,66524,0,1,65012,66464,0,,,,7,220,1,0,0,0,20,0,0
9,scan,8,0,3717427842412,,3717427981159,3717429585014,28.164,0.0243,-0.0000,-0.0000,0,0.5791,579,220,0,220,1,1,6,3717327813990,3717395042137,67228,0,1,65012,66592,0,,,,8,220,1,0,0,0,20,0,0
10,scan,9,0,3717478318028,,3717478437470,3717480468592,28.214,0.0393,-0.0000,0.0000,0,0.5634,563,220,0,220,1,1,7,3717377953718,3717444795494,66841,0,1,65012,66627,0,,,,9,220,1,0,0,0,20,0,0
11,scan,10,0,3717528472791,,3717528622453,3717530569720,28.264,0.0467,-0.0000,0.0001,0,0.5516,551,220,0,220,1,1,8,3717427885200,3717495551418,67666,0,1,65012,66757,0,,,,10,220,1,0,0,0,20,0,0
