line,kind,seq,flag,t_scan_rx_ns,t_flag_rx_ns,t_uart_tx_ns,t_c_rx_ns,sim_time,x,y,yaw,wp_i,min_range,min_mm,local_v,local_w,edge_v,edge_w,edge_ok,edge_seq_used,t_send_ns,t_recv_ns,rtt_us,held,deadline_miss,rtt_min_us,rtt_win_us,rtt_degraded,t_det_rtt_ns,flag_seq,t_det_meta_ns,c_seq,v_out,w_out,mode,state,switch_us,n_sw,bad_lines,lost
1,settle,0,0,2789737803521,,2789737849976,2789739532681,16.563,0.0000,0.0000,0.0000,0,0.5791,579,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,25,4,0,0
2,scan,1,0,2789739695851,,2789739784308,2789741506695,16.713,0.0001,-0.0000,0.0000,0,0.5838,583,220,0,0,0,0,,,,,1,1,,,0,,,,1,0,0,0,0,0,4,0,0
3,scan,2,0,2789740647139,,2789740714752,2789742548708,16.763,0.0001,-0.0000,0.0000,0,0.5897,589,220,0,0,0,0,,,,,1,1,,,0,,,,2,0,0,0,0,0,4,0,0
4,scan,3,0,2789741423891,,2789741597844,2789743503098,16.813,0.0001,-0.0000,0.0000,0,0.6006,600,220,0,0,0,0,,,,,1,1,,,0,,,,3,0,0,0,0,0,4,0,0
5,scan,4,0,2789742394551,,2789742648928,2789744822005,16.863,0.0001,-0.0000,0.0000,0,0.5881,588,220,0,0,0,0,,,,,1,1,,,0,,,,4,0,0,0,0,0,4,0,0
6,scan,5,0,2789743371508,,2789743649801,2789745586341,16.913,0.0001,-0.0000,0.0000,0,0.5990,598,220,0,0,0,0,,,,,1,1,,,0,,,,5,0,0,0,0,0,4,0,0
7,scan,6,0,2789745015600,,2789745083986,2789746626648,16.963,0.0001,-0.0000,0.0000,0,0.5959,595,220,0,0,0,0,,,,,1,1,,,0,,,,6,0,0,0,0,0,4,0,0
8,scan,7,0,2789746462918,,2789746560472,2789748549619,17.013,0.0001,-0.0000,0.0000,0,0.6003,600,220,0,0,0,0,,,,,1,1,,,0,,,,7,0,0,0,0,0,4,0,0
9,scan,8,0,2789771115102,,2789771242611,2789773714207,17.063,0.0001,-0.0000,0.0000,0,0.5942,594,220,0,0,0,0,,,,,1,1,,,0,,,,8,0,0,0,0,0,4,0,0
10,scan,9,0,2789820800204,,2789820966131,2789822473001,17.113,0.0001,-0.0000,0.0000,0,0.6023,602,220,0,220,1,1,7,2789746493437,2789810359408,63865,0,1,63865,63865,0,,,,9,220,1,0,0,0,4,0,0
11,scan,10,0,2789870539695,,2789870676393,2789872447169,17.163,0.0012,-0.0000,0.0000,0,0.5947,594,220,0,220,1,1,8,2789771163759,2789835356630,64192,0,1,63865,64028,0,,,,10,220,1,0,0,0,4,0,0
12,scan,11,0,2789920565419,,2789920722904,2789922494831,17.213,0.0035,-0.0000,-0.0000,0,0.5955,595,220,0,220,1,1,9,2789820862205,2789885696955,64834,0,1,63865,64297,0,,,,11,220,1,0,0,0,4,0,0
13,scan,12,0,2789970320860,,2789970446593,2789973522072,17.263,0.0116,-0.0000,-0.0000,0,0.5846,584,220,0,220,1,1,10,2789870586832,2789938385061,67798,0,1,63865,65172,0,,,,12,220,1,0,0,0,4,0,0
14,scan,13,0,2790020536953,,2790020662111,2790022402205,17.313,0.0174,-0.0000,-0.0000,0,0.5648,564,220,0,220,1,1,11,2789920613679,2789987919244,67305,0,1,63865,65599,0,,,,13,220,1,0,0,0,4,0,0
15,scan,14,0,2790070604432,,2790070718642,2790072447268,17.363,0.0318,-0.0000,0.0000,0,0.5659,565,220,0,220,1,1,12,2789970362451,2790038176154,67813,0,1,63865,65968,0,,,,14,220,1,0,0,0,4,0,0
16,scan,15,0,2790120182663,,2790120311638,2790122330192,17.413,0.0393,-0.0000,0.0000,0,0.5652,565,220,0,220,1,1,13,2790020582173,2790088098341,67516,0,1,63865,66189,0,,,,15,220,1,0,0,0,4,0,0
17,scan,16,0,2790170659690,,2790170791088,2790172670742,17.463,0.0467,-0.0000,0.0001,0,0.5507,550,220,0,220,1,1,14,2790070641132,2790138969007,68327,0,1,63865,66456,0,,,,16,220,1,0,0,0,4,0,0
18,scan,17,0,2790220607522,,2790220747120,2790222582594,17.513,0.0617,-0.0000,0.0002,0,0.5361,536,220,0,220,1,1,15,2790120227829,2790187479816,67251,0,1,63865,66545,0,,,,17,220,1,0,0,0,4,0,0
19,scan,18,0,2790270941602,,2790271117096,2790273513948,17.563,0.0692,-0.0000,0.0002,0,0.5322,532,220,0,220,1,1,16,2790170708020,2790238486049,67778,0,1,63865,66668,0,,,,18,220,1,0,0,0,4,0,0
20,scan,19,0,2790321307947,,2790321474065,2790323534803,17.613,0.0841,0.0000,0.0003,0,0.5268,526,220,-1,220,1,1,17,2790220656742,2790288430288,67773,0,1,63865,66768,0,,,,19,220,1,0,0,0,4,0,0
21,scan,20,0,2790371140523,,2790371280645,2790373447875,17.663,0.0916,0.0000,0.0003,0,0.5144,514,220,-1,220,1,1,18,2790270995618,2790338695150,67699,0,1,63865,66846,0,,,,20,220,1,0,0,0,4,0,0
22,scan,21,0,2790420946455,,2790421079018,2790422441249,17.713,0.1066,0.0000,0.0004,0,0.5088,508,220,-1,220,1,1,19,2790321357577,2790389083407,67725,0,1,63865,66914,0,,,,21,220,1,0,0,0,4,0,0
23,scan,22,0,2790470902360,,2790471047210,2790473614311,17.763,0.1140,0.0000,0.0004,0,0.4943,494,220,-1,220,1,1,20,2790371189753,2790439113027,67923,0,1,63865,66986,0,,,,22,220,1,0,0,0,4,0,0
24,scan,23,0,2790520911577,,2790521077350,2790523486094,17.813,0.1290,0.0000,0.0005,0,0.4947,494,220,-1,220,1,1,21,2790420995242,2790488907349,67912,0,1,63865,67047,0,,,,23,220,1,0,0,0,4,0,0
25,scan,24,0,2790571002706,,2790571151815,2790573539842,17.863,0.1365,0.0000,0.0005,0,0.4815,481,220,-1,220,1,1,22,2790470953195,2790538983993,68030,0,1,63865,67109,0,,,,24,220,1,0,0,0,4,0,0
26,scan,25,0,2790621557331,,2790621714611,2790623510488,17.913,0.1514,0.0000,0.0006,0,0.4782,478,220,-1,220,1,1,23,2790520962266,2790588707026,67744,0,1,63865,67146,0,,,,25,220,1,0,0,0,4,0,0
27,scan,26,0,2790671732080,,2790671896680,2790673587483,17.963,0.1589,0.0000,0.0006,0,0.4541,454,220,-1,220,1,1,24,2790571055106,2790638728646,67673,0,1,63865,67175,0,,,,26,220,1,0,0,0,4,0,0
28,scan,27,0,2790722132747,,2790722285078,2790724878779,18.013,0.1739,0.0000,0.0007,0,0.4470,446,220,-1,220,-1,1,25,2790621608717,2790689319019,67710,0,1,63865,67204,0,,,,27,220,-1,0,0,0,4,0,0
29,scan,28,0,2790772082244,,2790772223332,2790774485382,18.063,0.1814,0.0000,0.0007,0,0.4469,446,220,-1,220,-1,1,26,2790671801501,2790739353809,67552,0,1,63865,67221,0,,,,28,220,-1,0,0,0,4,0,0
30,scan,29,0,2790821827712,,2790821960615,2790823628165,18.113,0.1963,0.0001,0.0007,0,0.4339,433,220,-1,220,-1,1,27,2790722192133,2790789799617,67607,0,1,63865,67239,0,,,,29,220,-1,0,0,0,4,0,0
31,scan,30,0,2790871875750,,2790872035243,2790873465048,18.163,0.2038,0.0001,0.0006,0,0.4332,433,220,-1,220,-1,1,28,2790772130042,2790836248391,64118,0,1,63865,67098,0,,,,30,220,-1,0,0,0,4,0,0
32,scan,31,0,2790922200340,,2790922327517,2790924399076,18.213,0.2188,0.0001,0.0005,0,0.4261,426,220,-1,220,-1,1,29,2790821873216,2790889448838,67575,0,1,63865,67118,0,,,,31,220,-1,0,0,0,4,0,0
33,scan,32,0,2790971527119,,2790971678744,2790973519989,18.263,0.2263,0.0001,0.0005,0,0.4188,418,220,-1,220,-1,1,30,2790871922421,2790939198384,67275,0,1,63865,67125,0,,,,32,220,-1,0,0,0,4,0,0
34,scan,33,0,2791021588141,,2791021753456,2791023444700,18.313,0.2338,0.0001,0.0005,0,0.4203,420,220,-1,220,-1,1,31,2790922239417,2790989842882,67603,0,1,63865,67144,0,,,,33,220,-1,0,0,0,4,0,0
35,scan,34,0,2791071627275,,2791071753185,2791073498523,18.363,0.2487,0.0001,0.0004,0,0.3990,399,220,-1,220,1,1,32,2790971575387,2791039203586,67628,0,1,63865,67163,0,,,,34,220,1,0,1,0,4,0,0
