seq,t_send_ns,t_recv_ns,rtt_us
819,22143326661126,22143333801439,7140
820,22143376665315,22143384639854,7974
821,22143426703891,22143433909691,7205
822,22143476772355,22143484121884,7349
823,22143526678208,22143534064824,7386
824,22143576650905,22143587050680,10399
825,22143626695763,22143633907218,7211
826,22143676671699,22143684295454,7623
827,22143726738850,22143733868946,7130
828,22143776609267,22143784274665,7665
829,22143826692377,22143834075419,7383
830,22143876688167,22143884552535,7864
831,22143926700385,22143933646098,6945
832,22143976630669,22143984299929,7669
833,22144027041173,22144034574898,7533
834,22144076657535,22144081178034,4520
835,22144126714132,22144132801229,6087
836,22144176833416,22144183959288,7125
837,22144226688855,22144234591181,7902
838,22144276926713,22144281927063,5000
839,22144326896166,22144333961829,7065
840,22144376654716,22144386204985,9550
841,22144426672797,22144433571181,6898
842,22144477083262,22144485201597,8118
843,22144526684857,22144534331685,7646
844,22144576686834,22144584450056,7763
845,22144626646438,22144634194411,7547
846,22144676655775,22144684429114,7773
847,22144726749958,22144731165766,4415
848,22144776743832,22144784682303,7938
849,22144826705667,22144833726852,7021
850,22144876728352,22144884394792,7666
851,22144926772055,22144931566224,4794
852,22144976736188,22144984557306,7821
853,22145026783247,22145034028516,7245
854,22145076723123,22145084602296,7879
855,22145126723732,22145133948831,7225
856,22145176694028,22145184190713,7496
857,22145226653654,22145233957020,7303
858,22145276653432,22145285068621,8415
859,22145326647901,22145334217495,7569
860,22145376720522,22145381724869,5004
861,22145426649005,22145433842879,7193
862,22145476672722,22145484445950,7773
863,22145526682179,22145533869589,7187
864,22145576774268,22145584409789,7635
865,22145626734195,22145633428027,6693
866,22145676683846,22145682957640,6273
867,22145726659378,22145734136146,7476
868,22145776696385,22145784878727,8182
869,22145826641338,22145833686082,7044
870,22145876667391,22145884146072,7478
871,22145926726350,22145933941724,7215
872,22145976688019,22145984626959,7938
873,22146026674089,22146034220501,7546
874,22146076678703,22146083734920,7056
875,22146126682519,22146134486938,7804
876,22146176735848,22146183896234,7160
877,22146226962296,22146233130582,6168
878,22146276726891,22146284211653,7484
879,22146326734796,22146334143973,7409
880,22146376899859,22146385133617,8233
881,22146427070305,22146435883432,8813
882,22146476877131,22146483992304,7115
883,22146527046436,22146532697191,5650
884,22146576996311,22146584602804,7606
885,22146627268266,22146635329109,8060
886,22146676695332,22146684618188,7922
887,22146726668972,22146734033966,7364
888,22146776649368,22146784345016,7695
889,22146826860431,22146834075324,7214
890,22146876738900,22146884232822,7493
891,22146927108431,22146933681246,6572
892,22146977040569,22146984382057,7341
893,22147026939727,22147035039058,8099
894,22147076760734,22147084352452,7591
895,22147126892624,22147134036766,7144
896,22147176686844,22147184222208,7535
897,22147226694539,22147232775561,6081
898,22147276878296,22147283911193,7032
899,22147326899608,22147334176090,7276
900,22147376715792,22147384514980,7799
901,22147426794154,22147434290710,7496
902,22147477349732,22147485231778,7882
903,22147527263717,22147535496071,8232
904,22147576970457,22147584535649,7565
905,22147627075692,22147633907576,6831
906,22147676793822,22147681277523,4483
907,22147726963090,22147735441608,8478
908,22147777336725,22147785401273,8064
909,22147827056726,22147834084954,7028
910,22147877071455,22147885557548,8486
911,22147926909570,22147933952210,7042
912,22147977014416,22147985074112,8059
913,22148027055185,22148033734131,6678
914,22148077146321,22148082250537,5104
915,22148126912583,22148131394047,4481
916,22148176801888,22148184744933,7943
917,22148227098256,22148233917941,6819
918,22148276948191,22148283964078,7015
919,22148326987589,22148333680983,6693
920,22148376595189,22148384143092,7547
921,22148426894109,22148433884193,6990
922,22148476872178,22148484728121,7855
923,22148527244217,22148535120079,7875
924,22148577003575,22148584870745,7867
925,22148626754569,22148634031816,7277
926,22148677072773,22148685621623,8548
927,22148726791298,22148732732990,5941
928,22148776948915,22148784148848,7199
929,22148827056582,22148834223561,7166
930,22148876874240,22148884575571,7701
931,22148927071005,22148936527606,9456
932,22148977146416,22148985900961,8754
933,22149027006285,22149033814548,6808
934,22149076824955,22149081436101,4611
935,22149126908674,22149134871225,7962
936,22149177056475,22149185726566,8670
937,22149226738458,22149234249998,7511
938,22149277079074,22149285275341,8196
939,22149327051405,22149333544445,6493
940,22149377078417,22149385035389,7956
941,22149427330034,22149436250287,8920
942,22149476838052,22149485104483,8266
943,22149526788742,22149534418222,7629
944,22149577116731,22149585143303,8026
945,22149627068993,22149631915616,4846
946,22149676685411,22149684584897,7899
947,22149726845989,22149734384304,7538
948,22149776929370,22149784935799,8006
949,22149826687515,22149834060938,7373
950,22149876733856,22149884368125,7634
951,22149926935898,22149934204975,7269
952,22149976906619,22149985780381,8873
953,22150026661873,22150033844838,7182
954,22150076848049,22150082378990,5530
955,22150126952174,22150134360302,7408
956,22150177089173,22150185571777,8482
957,22150226816601,22150235285445,8468
958,22150276904853,22150290216108,13311
959,22150327210003,22150332994490,5784
960,22150377012602,22150383904307,6891
961,22150426665650,22150433958743,7293
962,22150476808823,22150485049390,8240
963,22150526958129,22150535337538,8379
964,22150576826663,22150584370773,7544
965,22150627149107,22150634052379,6903
966,22150677075422,22150685620261,8544
967,22150726985794,22150734673963,7688
968,22150777197618,22150785417836,8220
969,22150826787015,22150831344533,4557
970,22150876753880,22150884487202,7733
971,22150927115493,22150934162206,7046
972,22150977144585,22150985080576,7935
973,22151026674632,22151034298135,7623
974,22151076701474,22151081424794,4723
975,22151126991090,22151133936504,6945
976,22151177058970,22151184552005,7493
977,22151227099222,22151235321256,8222
978,22151277018918,22151286003616,8984
979,22151326738255,22151337515289,10777
980,22151376666612,22151384753522,8086
981,22151427010641,22151434258147,7247
982,22151476905264,22151484853253,7947
983,22151527321999,22151535408547,8086
984,22151576652445,22151584670269,8017
985,22151626962455,22151634587414,7624
986,22151676740429,22151685217423,8476
987,22151727174121,22151733824071,6649
988,22151776984688,22151783700852,6716
989,22151826808316,22151832805354,5997
990,22151877056884,22151884329744,7272
991,22151927159233,22151935210451,8051
992,22151977061602,22151985046922,7985
993,22152026854848,22152033691847,6836
994,22152076691500,22152080917756,4226
995,22152126674151,22152133782181,7108
996,22152177013983,22152184887259,7873
997,22152226754375,22152234102205,7347
998,22152277152449,22152285314232,8161
999,22152327104321,22152334247127,7142
1000,22152376666269,22152384197204,7530
