phase,seq,flag,min_mm,local_v,local_w,edge_v,edge_w,t_send_s,rtt_ms,v_out,w_out,mode,state,switch_us,n_sw,bad_lines,ok
paced,368,0,736,220,0,150,1479,52.153987,2.762,150,1479,0,0,0,2,33,1
paced,369,0,468,220,0,150,-30,52.156815,,,,,,,,,0
paced,370,0,665,220,0,150,954,52.368905,,,,,,,,,0
paced,371,0,515,220,0,150,1287,52.570484,,,,,,,,,0
paced,372,0,691,220,0,150,-495,52.772879,,,,,,,,,0
paced,373,0,150,220,0,150,-1313,52.974312,,,,,,,,,0
paced,374,0,602,220,0,150,1120,53.175784,,,,,,,,,0
paced,375,0,610,220,0,150,-386,53.379068,,,,,,,,,0
paced,376,0,462,220,0,150,388,53.581785,,,,,,,,,0
paced,377,0,558,220,0,150,-430,53.785698,,,,,,,,,0
paced,378,0,735,220,0,150,196,53.988227,2.733,150,196,0,0,0,2,33,1
paced,379,0,265,220,0,150,832,53.991039,,,,,,,,,0
paced,380,0,536,220,0,150,-254,54.192278,2.676,150,-254,0,0,0,2,33,1
paced,381,0,358,220,0,150,461,54.195000,,,,,,,,,0
paced,382,0,153,220,0,150,-683,54.395770,,,,,,,,,0
paced,383,0,800,220,0,150,630,54.597862,,,,,,,,,0
paced,384,0,673,220,0,150,-1006,54.800486,,,,,,,,,0
paced,385,0,622,220,0,150,641,55.004748,,,,,,,,,0
paced,386,0,679,220,0,150,-145,55.220926,2.619,150,-145,0,0,0,2,33,1
paced,387,0,462,220,0,150,1059,55.223588,,,,,,,,,0
paced,388,0,324,220,0,150,20,55.439012,,,,,,,,,0
paced,389,0,784,220,0,150,919,55.644062,,,,,,,,,0
paced,390,0,693,220,0,150,-1012,55.860021,2.348,150,-1012,0,0,0,2,33,1
paced,391,0,518,220,0,150,335,55.862409,2.545,150,335,0,0,0,2,33,1
paced,392,0,153,220,0,150,959,55.865011,,,,,,,,,0
paced,393,0,548,220,0,150,553,56.077621,,,,,,,,,0
paced,394,0,586,220,0,150,-161,56.280075,,,,,,,,,0
paced,395,0,494,220,0,150,1707,56.481323,2.151,150,1707,0,0,0,2,33,1
paced,396,0,786,220,0,150,573,56.483518,,,,,,,,,0
paced,397,0,219,220,0,150,198,56.698822,,,,,,,,,0
paced,398,0,403,220,0,150,802,56.901135,2.668,150,802,0,0,0,2,33,1
paced,399,0,447,220,0,150,759,56.903844,,,,,,,,,0
paced,400,0,171,220,0,150,-153,57.118778,,,,,,,,,0
paced,401,0,794,220,0,150,-1181,57.333862,,,,,,,,,0
paced,402,0,798,220,0,150,1370,57.535983,3.925,150,1370,0,0,0,2,33,1
paced,403,0,556,220,0,150,1385,57.539997,,,,,,,,,0
paced,404,0,426,220,0,150,1646,57.754785,3.074,150,1646,0,0,0,2,33,1
paced,405,0,332,220,0,150,1323,57.757949,,,,,,,,,0
paced,406,0,225,220,0,150,1519,57.973786,,,,,,,,,0
paced,407,0,769,220,0,150,-1779,58.175144,2.694,150,-1779,0,0,0,2,33,1
paced,408,0,507,220,0,150,-737,58.177922,,,,,,,,,0
paced,409,0,571,220,0,150,1759,58.393110,2.361,150,1759,0,0,0,2,33,1
paced,410,0,707,220,0,150,-577,58.395528,,,,,,,,,0
paced,411,0,305,220,0,150,72,58.612564,3.802,150,72,0,1,0,2,33,1
paced,412,0,415,220,0,150,164,58.616468,,,,,,,,,0
paced,413,0,323,220,0,150,93,58.829388,,,,,,,,,0
paced,414,0,672,220,0,150,-1635,59.032009,,,,,,,,,0
paced,415,0,427,220,0,150,270,59.235156,2.822,150,270,0,0,0,2,33,1
paced,416,0,250,220,0,150,1230,59.238078,2.602,150,1230,0,1,0,2,33,1
paced,417,0,754,220,0,150,-90,59.240745,,,,,,,,,0
paced,418,0,221,220,0,150,-366,59.453455,,,,,,,,,0
paced,419,0,218,220,0,150,870,59.656140,2.548,150,870,0,1,0,2,33,1
paced,420,0,603,220,0,150,-1740,59.658770,,,,,,,,,0
paced,421,0,318,220,0,150,257,59.872637,,,,,,,,,0
paced,422,0,315,220,0,150,1008,60.088042,2.736,150,1008,0,1,0,2,33,1
paced,423,0,245,220,0,150,-174,60.090857,,,,,,,,,0
paced,424,0,432,220,0,150,658,60.305793,3.373,150,658,0,0,0,2,33,1
paced,425,0,461,220,0,150,-965,60.309275,2.664,150,-965,0,0,0,2,33,1
paced,426,0,690,220,0,150,-970,60.311968,,,,,,,,,0
paced,427,0,392,220,0,150,1809,60.523635,,,,,,,,,0
paced,428,0,491,220,0,150,-718,60.727919,,,,,,,,,0
paced,429,0,220,220,0,150,-1514,60.930298,2.180,150,-1514,0,1,0,2,33,1
paced,430,0,685,220,0,150,878,60.932514,,,,,,,,,0
paced,431,0,527,220,0,150,96,61.148621,,,,,,,,,0
paced,432,0,673,220,0,150,464,61.350759,,,,,,,,,0
paced,433,0,200,220,0,150,-1130,61.566371,,,,,,,,,0
paced,434,0,454,220,0,150,854,61.769089,,,,,,,,,0
paced,435,0,719,220,0,150,-716,61.974474,,,,,,,,,0
paced,436,0,514,220,0,150,677,62.178313,2.661,150,677,0,0,0,2,33,1
paced,437,0,387,220,0,150,-213,62.181026,,,,,,,,,0
paced,438,0,724,220,0,150,-183,62.396192,2.157,150,-183,0,0,0,2,33,1
paced,439,0,326,220,0,150,160,62.398384,1.696,150,160,0,1,0,2,33,1
paced,440,0,415,220,0,150,1730,62.400095,,,,,,,,,0
paced,441,0,775,220,0,150,-470,62.613384,,,,,,,,,0
paced,442,0,377,220,0,150,-761,62.829661,,,,,,,,,0
paced,443,0,774,220,0,150,1074,63.031022,2.744,150,1074,0,0,0,2,33,1
paced,444,0,400,220,0,150,1636,63.033848,,,,,,,,,0
paced,445,0,181,220,0,150,1668,63.249241,2.376,150,1668,0,2,0,2,33,1
paced,446,0,787,220,0,150,-171,63.251671,,,,,,,,,0
paced,447,0,474,220,0,150,-52,63.451815,,,,,,,,,0
paced,448,0,404,220,0,150,1397,63.653551,3.808,150,1397,0,0,0,2,33,1
paced,449,0,425,220,0,150,-1043,63.657446,,,,,,,,,0
paced,450,0,224,220,0,150,743,63.872588,,,,,,,,,0
paced,451,0,319,220,0,150,1747,64.076145,,,,,,,,,0
paced,452,0,743,220,0,150,-4,64.279917,,,,,,,,,0
paced,453,0,745,220,0,150,1162,64.495752,,,,,,,,,0
paced,454,0,301,220,0,150,663,64.697541,,,,,,,,,0
paced,455,0,418,220,0,150,61,64.900408,2.199,150,61,0,0,0,2,33,1
paced,456,0,689,220,0,150,-1155,64.902663,,,,,,,,,0
paced,457,0,291,220,0,150,1368,65.119451,,,,,,,,,0
paced,458,0,291,220,0,150,1111,65.321895,,,,,,,,,0
paced,459,0,601,220,0,150,-341,65.524762,,,,,,,,,0
paced,460,0,467,220,0,150,1257,65.727136,3.023,150,1257,0,0,0,2,33,1
paced,461,0,560,220,0,150,-835,65.730233,2.613,150,-835,0,0,0,2,33,1
paced,462,0,268,220,0,150,1121,65.732915,,,,,,,,,0
paced,463,0,361,220,0,150,1122,65.942935,,,,,,,,,0
paced,464,0,462,220,0,150,-1541,66.145586,,,,,,,,,0
paced,465,0,258,220,0,150,-888,66.348383,,,,,,,,,0
paced,466,0,556,220,0,150,-504,66.564310,3.667,150,-504,0,0,0,2,33,1
paced,467,0,654,220,0,150,-1411,66.568057,,,,,,,,,0
paced,468,0,341,220,0,150,-1636,66.780011,2.718,150,-1636,0,1,0,2,33,1
paced,469,0,206,220,0,150,1495,66.782813,,,,,,,,,0
paced,470,0,761,220,0,150,-1725,66.997264,2.039,150,-1725,0,0,0,2,33,1
paced,471,0,371,220,0,150,978,66.999350,,,,,,,,,0
paced,472,0,185,220,0,150,205,67.214357,,,,,,,,,0
paced,473,0,691,220,0,150,1517,67.429365,,,,,,,,,0
paced,474,0,777,220,0,150,-9,67.632891,,,,,,,,,0
paced,475,0,500,220,0,150,895,67.836839,,,,,,,,,0
paced,476,0,431,220,0,150,-1337,68.038098,,,,,,,,,0
paced,477,0,777,220,0,150,1017,68.240468,,,,,,,,,0
paced,478,0,326,220,0,150,-1430,68.442808,,,,,,,,,0
paced,479,0,377,220,0,150,-183,68.645796,,,,,,,,,0
paced,480,0,388,220,0,150,207,68.846658,,,,,,,,,0
paced,481,0,610,220,0,150,-273,69.048418,,,,,,,,,0
paced,482,0,322,220,0,150,-871,69.264830,,,,,,,,,0
paced,483,0,391,220,0,150,1539,69.468234,,,,,,,,,0
paced,484,0,440,220,0,150,74,69.670790,,,,,,,,,0
paced,485,0,710,220,0,150,555,69.874028,,,,,,,,,0
paced,486,0,548,220,0,150,-953,70.076952,,,,,,,,,0
paced,487,0,612,220,0,150,1108,70.278483,,,,,,,,,0
paced,488,0,414,220,0,150,-468,70.482581,,,,,,,,,0
paced,489,0,658,220,0,150,611,70.698876,,,,,,,,,0
paced,490,0,263,220,0,150,-945,70.900542,,,,,,,,,0
paced,491,0,230,220,0,150,-1631,71.102740,,,,,,,,,0
paced,492,0,165,220,0,150,1446,71.306295,1.985,150,1446,0,2,0,2,33,1
paced,493,0,155,220,0,150,1692,71.308313,,,,,,,,,0
paced,494,0,641,220,0,150,-512,71.523904,,,,,,,,,0
paced,495,0,542,220,0,150,1653,71.726663,,,,,,,,,0
paced,496,0,744,220,0,150,-644,71.928616,3.287,150,-644,0,0,0,2,33,1
paced,497,0,350,220,0,150,-182,71.931992,,,,,,,,,0
paced,498,0,313,220,0,150,1784,72.147296,2.053,150,1784,0,1,0,2,33,1
paced,499,0,305,220,0,150,1431,72.149378,1.905,150,1431,0,1,0,2,33,1
paced,500,0,181,220,0,150,-1758,72.151296,1.949,150,-1758,0,2,0,2,33,1
paced,501,0,546,220,0,150,-1226,72.153256,2.233,150,-1226,0,0,0,2,33,1
paced,502,0,705,220,0,150,-1587,72.155519,,,,,,,,,0
paced,503,0,728,220,0,150,-266,72.366936,,,,,,,,,0
paced,504,0,410,220,0,150,-1288,72.569563,,,,,,,,,0
paced,505,0,231,220,0,150,75,72.773597,,,,,,,,,0
paced,506,0,460,220,0,150,-1761,72.977357,,,,,,,,,0
paced,507,0,186,220,0,150,379,73.179525,,,,,,,,,0
paced,508,0,212,220,0,150,330,73.380802,,,,,,,,,0
paced,509,0,282,220,0,150,-1645,73.584064,,,,,,,,,0
paced,510,0,430,220,0,150,1378,73.785701,,,,,,,,,0
paced,511,0,270,220,0,150,-49,73.988583,,,,,,,,,0
paced,512,0,243,220,0,150,-1042,74.191265,2.705,150,-1042,0,1,0,2,33,1
paced,513,0,178,220,0,150,226,74.194046,,,,,,,,,0
paced,514,0,283,220,0,150,1229,74.409111,2.752,150,1229,0,1,0,2,33,1
paced,515,0,435,220,0,150,993,74.411936,,,,,,,,,0
paced,516,0,346,220,0,150,895,74.628088,2.523,150,895,0,1,0,2,33,1
paced,517,0,608,220,0,150,-224,74.630658,,,,,,,,,0
paced,518,0,487,220,0,150,764,74.843633,,,,,,,,,0
paced,519,0,424,220,0,150,-756,75.047591,,,,,,,,,0
paced,520,0,800,220,0,150,-825,75.250691,,,,,,,,,0
paced,521,0,401,220,0,150,-1574,75.452393,,,,,,,,,0
paced,522,0,752,220,0,150,1407,75.654890,,,,,,,,,0
paced,523,0,754,220,0,150,-1103,75.856737,,,,,,,,,0
paced,524,0,508,220,0,150,-65,76.059637,,,,,,,,,0
paced,525,0,769,220,0,150,1039,76.261365,3.017,150,1039,0,0,0,2,33,1
paced,526,0,723,220,0,150,794,76.264449,,,,,,,,,0
paced,527,0,684,220,0,150,-1571,76.479239,2.638,150,-1571,0,0,0,2,33,1
paced,528,0,511,220,0,150,420,76.481942,,,,,,,,,0
paced,529,0,572,220,0,150,384,76.698102,2.916,150,384,0,0,0,2,33,1
paced,530,0,354,220,0,150,1094,76.701099,3.256,150,1094,0,1,0,2,33,1
paced,531,0,699,220,0,150,-83,76.704424,4.001,150,-83,0,0,0,2,33,1
paced,532,0,221,220,0,150,1102,76.708582,,,,,,,,,0
paced,533,0,423,220,0,150,1224,76.915914,,,,,,,,,0
paced,534,0,775,220,0,150,1133,77.120653,,,,,,,,,0
paced,535,0,224,220,0,150,-790,77.322697,,,,,,,,,0
paced,536,0,331,220,0,150,-1425,77.524345,2.327,150,-1425,0,1,0,2,33,1
paced,537,0,304,220,0,150,-1580,77.526715,,,,,,,,,0
paced,538,0,358,220,0,150,1680,77.742968,,,,,,,,,0
paced,539,0,588,220,0,150,1670,77.944178,3.290,150,1670,0,0,0,2,33,1
paced,540,0,195,220,0,150,-1604,77.947535,,,,,,,,,0
paced,541,0,243,220,0,150,1510,78.162788,3.180,150,1510,0,1,0,2,33,1
paced,542,0,675,220,0,150,101,78.166050,,,,,,,,,0
paced,543,0,663,220,0,150,-304,78.367229,2.011,150,-304,0,0,0,2,33,1
paced,544,0,251,220,0,150,-540,78.369281,,,,,,,,,0
paced,545,0,191,220,0,150,-1302,78.584878,,,,,,,,,0
paced,546,0,694,220,0,150,-1685,78.787320,,,,,,,,,0
paced,547,0,603,220,0,150,900,78.990218,,,,,,,,,0
paced,548,0,281,220,0,150,-202,79.192361,,,,,,,,,0
paced,549,0,606,220,0,150,-1720,79.395113,2.584,150,-1720,0,0,0,2,33,1
paced,550,0,687,220,0,150,-715,79.397752,,,,,,,,,0
paced,551,0,242,220,0,150,-796,79.613262,2.642,150,-796,0,1,0,2,33,1
paced,552,0,483,220,0,150,-1469,79.615980,,,,,,,,,0
paced,553,0,459,220,0,150,-1680,79.831370,,,,,,,,,0
paced,554,0,543,220,0,150,-1582,80.034061,2.809,150,-1582,0,0,0,2,33,1
paced,555,0,417,220,0,150,-538,80.036945,3.037,150,-538,0,0,0,2,33,1
paced,556,0,283,220,0,150,-754,80.040054,,,,,,,,,0
paced,557,0,539,220,0,150,1485,80.252505,,,,,,,,,0
paced,558,0,269,220,0,150,1685,80.457367,,,,,,,,,0
paced,559,0,461,220,0,150,-1435,80.663528,,,,,,,,,0
paced,560,0,585,220,0,150,1626,80.866477,,,,,,,,,0
paced,561,0,401,220,0,150,239,81.067740,,,,,,,,,0
paced,562,0,720,220,0,150,-979,81.271709,,,,,,,,,0
paced,563,0,488,220,0,150,-433,81.474069,2.163,150,-433,0,0,0,2,33,1
paced,564,0,671,220,0,150,1389,81.476285,,,,,,,,,0
paced,565,0,550,220,0,150,572,81.691849,,,,,,,,,0
paced,566,0,642,220,0,150,-1392,81.895334,,,,,,,,,0
paced,567,0,282,220,0,150,852,82.097687,,,,,,,,,0
paced,568,0,609,220,0,150,325,82.300138,2.742,150,325,0,0,0,2,33,1
paced,569,0,722,220,0,150,1126,82.302955,,,,,,,,,0
paced,570,0,745,220,0,150,1052,82.518458,,,,,,,,,0
paced,571,0,682,220,0,150,373,82.721950,,,,,,,,,0
paced,572,0,180,220,0,150,1586,82.924147,2.501,150,1586,0,2,0,2,33,1
paced,573,0,448,220,0,150,1224,82.926712,,,,,,,,,0
paced,574,0,310,220,0,150,-1001,83.143106,2.753,150,-1001,0,1,0,2,33,1
paced,575,0,529,220,0,150,-226,83.145907,,,,,,,,,0
paced,576,0,683,220,0,150,-492,83.358378,2.047,150,-492,0,0,0,2,33,1
paced,577,0,249,220,0,150,-143,83.360470,,,,,,,,,0
paced,578,0,503,220,0,150,-1303,83.561791,3.345,150,-1303,0,0,0,2,33,1
paced,579,0,738,220,0,150,-1555,83.565242,2.526,150,-1555,0,0,0,2,33,1
paced,580,0,194,220,0,150,-590,83.567808,,,,,,,,,0
paced,581,0,696,220,0,150,-536,83.780530,,,,,,,,,0
paced,582,0,577,220,0,150,-599,83.983601,,,,,,,,,0
paced,583,0,476,220,0,150,-376,84.184320,2.375,150,-376,0,0,0,2,33,1
paced,584,0,429,220,0,150,-488,84.186751,,,,,,,,,0
paced,585,0,682,220,0,150,232,84.388137,2.113,150,232,0,0,0,2,33,1
paced,586,0,158,220,0,150,335,84.390287,,,,,,,,,0
paced,587,0,274,220,0,150,-1211,84.605713,,,,,,,,,0
paced,588,0,474,220,0,150,1156,84.807604,,,,,,,,,0
paced,589,0,483,220,0,150,1394,85.024464,,,,,,,,,0
paced,590,0,485,220,0,150,527,85.227491,3.701,150,527,0,0,0,2,33,1
paced,591,0,220,220,0,150,30,85.231277,3.499,150,30,0,1,0,2,33,1
paced,592,0,436,220,0,150,144,85.234816,,,,,,,,,0
paced,593,0,615,220,0,150,-329,85.446567,,,,,,,,,0
paced,594,0,539,220,0,150,1520,85.649244,3.213,150,1520,0,0,0,2,33,1
paced,595,0,230,220,0,150,551,85.652531,,,,,,,,,0
paced,596,0,207,220,0,150,-1269,85.867385,3.324,150,-1269,0,1,0,2,33,1
paced,597,0,199,220,0,150,325,85.870781,3.000,150,325,0,2,0,2,33,1
paced,598,0,653,220,0,150,537,85.873845,,,,,,,,,0
paced,599,0,407,220,0,150,1391,86.086591,3.742,150,1391,0,0,0,2,33,1
paced,600,0,401,220,0,150,1059,86.090404,2.097,150,1059,0,0,0,2,33,1
paced,601,0,737,220,0,150,1238,86.092530,,,,,,,,,0
paced,602,0,496,220,0,150,-339,86.306257,2.170,150,-339,0,0,0,2,33,1
paced,603,0,529,220,0,150,-172,86.308458,1.761,150,-172,0,0,0,2,33,1
paced,604,0,464,220,0,150,82,86.310238,,,,,,,,,0
paced,605,0,762,220,0,150,-426,86.524348,2.281,150,-426,0,0,0,2,33,1
paced,606,0,694,220,0,150,258,86.526660,,,,,,,,,0
paced,607,0,321,220,0,150,-1701,86.742266,2.731,150,-1701,0,1,0,2,33,1
paced,608,0,301,220,0,150,-796,86.745074,2.889,150,-796,0,1,0,2,33,1
paced,609,0,376,220,0,150,485,86.748029,,,,,,,,,0
paced,610,0,286,220,0,150,-1359,86.960557,,,,,,,,,0
paced,611,0,339,220,0,150,1318,87.175980,,,,,,,,,0
paced,612,0,570,220,0,150,1161,87.379900,,,,,,,,,0
paced,613,0,784,220,0,150,-1615,87.596590,,,,,,,,,0
paced,614,0,251,220,0,150,415,87.799604,,,,,,,,,0
paced,615,0,422,220,0,150,1107,88.001252,,,,,,,,,0
paced,616,0,259,220,0,150,-984,88.203878,3.406,150,-984,0,1,0,2,33,1
paced,617,0,417,220,0,150,-1547,88.207370,2.393,150,-1547,0,0,0,2,33,1
paced,618,0,797,220,0,150,519,88.209803,,,,,,,,,0
paced,619,0,689,220,0,150,805,88.423429,,,,,,,,,0
paced,620,0,230,220,0,150,1682,88.627571,4.074,150,1682,0,1,0,2,33,1
paced,621,0,224,220,0,150,1433,88.631736,,,,,,,,,0
paced,622,0,372,220,0,150,814,88.845068,3.010,150,814,0,1,0,2,33,1
paced,623,0,327,220,0,150,275,88.848135,2.241,150,275,0,1,0,2,33,1
paced,624,0,592,220,0,150,-1731,88.850402,,,,,,,,,0
paced,625,0,754,220,0,150,-313,89.062452,,,,,,,,,0
paced,626,0,648,220,0,150,1089,89.264680,,,,,,,,,0
paced,627,0,440,220,0,150,-920,89.465309,,,,,,,,,0
paced,628,0,355,220,0,150,629,89.669285,,,,,,,,,0
paced,629,0,655,220,0,150,1725,89.873355,,,,,,,,,0
paced,630,0,390,220,0,150,-78,90.076037,,,,,,,,,0
paced,631,0,613,220,0,150,947,90.277308,2.183,150,947,0,0,0,2,33,1
paced,632,0,525,220,0,150,410,90.279525,,,,,,,,,0
paced,633,0,343,220,0,150,1449,90.493912,,,,,,,,,0
paced,634,0,643,220,0,150,1152,90.698325,2.644,150,1152,0,0,0,2,33,1
paced,635,0,224,220,0,150,1514,90.701017,,,,,,,,,0
paced,636,0,412,220,0,150,-152,90.916067,2.551,150,-152,0,0,0,2,33,1
paced,637,0,356,220,0,150,-1787,90.918686,,,,,,,,,0
paced,638,0,694,220,0,150,1335,91.119960,3.259,150,1335,0,0,0,2,33,1
paced,639,0,539,220,0,150,286,91.123268,,,,,,,,,0
paced,640,0,648,220,0,150,-1508,91.338300,,,,,,,,,0
paced,641,0,563,220,0,150,702,91.541436,,,,,,,,,0
paced,642,0,672,220,0,150,1441,91.743855,,,,,,,,,0
paced,643,0,742,220,0,150,574,91.947301,2.071,150,574,0,0,0,2,33,1
paced,644,0,585,220,0,150,-1656,91.949408,1.766,150,-1656,0,0,0,2,33,1
paced,645,0,510,220,0,150,1666,91.951190,,,,,,,,,0
paced,646,0,619,220,0,150,-1794,92.165243,2.408,150,-1794,0,0,0,2,33,1
paced,647,0,344,220,0,150,-594,92.167693,,,,,,,,,0
paced,648,0,155,220,0,150,395,92.383585,,,,,,,,,0
paced,649,0,272,220,0,150,1546,92.588060,2.063,150,1546,0,1,0,2,33,1
paced,650,0,459,220,0,150,279,92.590154,,,,,,,,,0
paced,651,0,473,220,0,150,1360,92.793000,,,,,,,,,0
paced,652,0,706,220,0,150,822,92.995412,,,,,,,,,0
paced,653,0,735,220,0,150,438,93.197756,,,,,,,,,0
paced,654,0,439,220,0,150,332,93.402206,2.452,150,332,0,0,0,2,33,1
paced,655,0,571,220,0,150,400,93.404716,,,,,,,,,0
paced,656,0,680,220,0,150,-148,93.619729,3.307,150,-148,0,0,0,2,33,1
paced,657,0,767,220,0,150,760,93.623107,2.360,150,760,0,0,0,2,33,1
paced,658,0,745,220,0,150,-560,93.625501,,,,,,,,,0
paced,659,0,613,220,0,150,-584,93.839002,2.339,150,-584,0,0,0,2,33,1
paced,660,0,284,220,0,150,253,93.841377,1.845,150,253,0,1,0,2,33,1
paced,661,0,604,220,0,150,581,93.843245,,,,,,,,,0
paced,662,0,293,220,0,150,432,94.055593,,,,,,,,,0
paced,663,0,316,220,0,150,-785,94.258464,,,,,,,,,0
paced,664,0,159,220,0,150,-83,94.461916,2.667,150,-83,0,2,0,2,33,1
paced,665,0,729,220,0,150,-1672,94.464666,,,,,,,,,0
paced,666,0,527,220,0,150,-97,94.664831,,,,,,,,,0
paced,667,0,561,220,0,150,-667,94.867854,,,,,,,,,0
paced,668,0,168,220,0,150,-1450,95.070050,2.734,150,-1450,0,2,0,2,40,1
paced,669,0,242,220,0,150,1646,95.072829,,,,,,,,,0
paced,670,0,154,220,0,150,-250,95.286132,,,,,,,,,0
paced,671,0,425,220,0,150,82,95.488242,2.949,150,82,0,0,0,2,40,1
paced,672,0,428,220,0,150,1440,95.491263,2.317,150,1440,0,0,0,2,40,1
paced,673,0,531,220,0,150,784,95.493617,,,,,,,,,0
paced,674,0,642,220,0,150,1328,95.704677,,,,,,,,,0
paced,675,0,494,220,0,150,-229,95.906240,2.942,150,-229,0,0,0,2,40,1
paced,676,0,617,220,0,150,1471,95.909254,2.220,150,1471,0,0,0,2,40,1
paced,677,0,269,220,0,150,161,95.911504,,,,,,,,,0
paced,678,0,513,220,0,150,-1228,96.126194,2.693,150,-1228,0,0,0,2,40,1
paced,679,0,575,220,0,150,-1213,96.129010,,,,,,,,,0
paced,680,0,168,220,0,150,-1116,96.342962,2.348,150,-1116,0,2,0,2,40,1
paced,681,0,416,220,0,150,-314,96.345349,2.161,150,-314,0,0,0,2,40,1
paced,682,0,280,220,0,150,594,96.347556,,,,,,,,,0
paced,683,0,444,220,0,150,-129,96.561481,,,,,,,,,0
paced,684,0,414,220,0,150,284,96.764390,,,,,,,,,0
paced,685,0,444,220,0,150,1209,96.968229,2.790,150,1209,0,0,0,2,40,1
paced,686,0,580,220,0,150,1011,96.971071,,,,,,,,,0
paced,687,0,430,220,0,150,-45,97.185180,3.271,150,-45,0,0,0,2,40,1
paced,688,0,493,220,0,150,1362,97.188549,,,,,,,,,0
paced,689,0,647,220,0,150,-938,97.404491,,,,,,,,,0
paced,690,0,653,220,0,150,-174,97.620498,,,,,,,,,0
paced,691,0,585,220,0,150,-1446,97.822972,,,,,,,,,0
paced,692,0,215,220,0,150,-1290,98.024942,,,,,,,,,0
paced,693,0,361,220,0,150,-1208,98.228046,3.844,150,-1208,0,1,0,2,40,1
paced,694,0,384,220,0,150,1170,98.232048,2.586,150,1170,0,1,0,2,40,1
paced,695,0,176,220,0,150,-1398,98.234686,,,,,,,,,0
paced,696,0,409,220,0,150,-1183,98.444795,3.464,150,-1183,0,0,0,2,40,1
paced,697,0,641,220,0,150,1353,98.448366,2.371,150,1353,0,0,0,2,40,1
paced,698,0,251,220,0,150,-186,98.450781,,,,,,,,,0
paced,699,0,341,220,0,150,1597,98.662556,,,,,,,,,0
paced,700,0,153,220,0,150,-1455,98.865462,,,,,,,,,0
paced,701,0,587,220,0,150,686,99.067378,,,,,,,,,0
paced,702,0,202,220,0,150,431,99.271303,2.317,150,431,0,1,0,2,40,1
paced,703,0,373,220,0,150,369,99.273659,,,,,,,,,0
paced,704,0,582,220,0,150,-400,99.487827,,,,,,,,,0
paced,705,0,198,220,0,150,848,99.689673,,,,,,,,,0
paced,706,0,255,220,0,150,1188,99.892890,,,,,,,,,0
paced,707,0,716,220,0,150,961,100.094979,4.274,150,961,0,0,0,2,40,1
paced,708,0,579,220,0,150,1599,100.099363,2.455,150,1599,0,0,0,2,40,1
paced,709,0,271,220,0,150,-734,100.101864,,,,,,,,,0
paced,710,0,435,220,0,150,-1087,100.313348,2.385,150,-1087,0,0,0,2,40,1
paced,711,0,641,220,0,150,1477,100.315779,,,,,,,,,0
paced,712,0,198,220,0,150,1401,100.517573,,,,,,,,,0
paced,713,0,369,220,0,150,952,100.734586,,,,,,,,,0
paced,714,0,239,220,0,150,1728,100.937461,,,,,,,,,0
paced,715,0,549,220,0,150,-1313,101.141202,2.521,150,-1313,0,0,0,2,40,1
paced,716,0,608,220,0,150,-615,101.143937,,,,,,,,,0
paced,717,0,670,220,0,150,219,101.359271,2.113,150,219,0,0,0,2,40,1
paced,718,0,552,220,0,150,-1345,101.361423,2.096,150,-1345,0,0,0,2,40,1
paced,719,0,770,220,0,150,1677,101.363552,,,,,,,,,0
paced,720,0,640,220,0,150,-1387,101.577655,,,,,,,,,0
paced,721,0,302,220,0,150,-238,101.781350,1.963,150,-238,0,1,0,2,40,1
paced,722,0,778,220,0,150,1056,101.783344,,,,,,,,,0
paced,723,0,356,220,0,150,-1136,101.984642,,,,,,,,,0
paced,724,0,683,220,0,150,-765,102.186847,2.872,150,-765,0,0,0,2,40,1
paced,725,0,576,220,0,150,1224,102.189818,,,,,,,,,0
paced,726,0,699,220,0,150,-638,102.404902,,,,,,,,,0
paced,727,0,654,220,0,150,775,102.608380,,,,,,,,,0
paced,728,0,707,220,0,150,-941,102.811887,2.679,150,-941,0,0,0,2,40,1
paced,729,0,788,220,0,150,-440,102.814626,,,,,,,,,0
paced,730,0,647,220,0,150,-1399,103.016717,,,,,,,,,0
paced,731,0,158,220,0,150,1283,103.219050,,,,,,,,,0
paced,732,0,505,220,0,150,1805,103.421307,2.308,150,1805,0,0,0,2,40,1
paced,733,0,423,220,0,150,-1589,103.423655,,,,,,,,,0
paced,734,0,703,220,0,150,741,103.637998,,,,,,,,,0
paced,735,0,600,220,0,150,-592,103.841266,2.091,150,-592,0,0,0,2,40,1
paced,736,0,253,220,0,150,-884,103.843401,,,,,,,,,0
paced,737,0,670,220,0,150,-696,104.044829,3.052,150,-696,0,0,0,2,40,1
paced,738,0,426,220,0,150,1072,104.047956,,,,,,,,,0
paced,739,0,402,220,0,150,-134,104.263629,,,,,,,,,0
paced,740,0,301,220,0,150,-1287,104.468557,,,,,,,,,0
paced,741,0,412,220,0,150,-1021,104.670706,3.182,150,-1021,0,0,0,2,40,1
paced,742,0,567,220,0,150,477,104.673976,,,,,,,,,0
paced,743,0,795,220,0,150,631,104.888313,2.111,150,631,0,0,0,2,40,1
paced,744,0,209,220,0,150,362,104.890474,,,,,,,,,0
paced,745,0,773,220,0,150,266,105.107378,3.552,150,266,0,0,0,2,40,1
paced,746,0,302,220,0,150,-126,105.111026,3.039,150,-126,0,1,0,2,40,1
paced,747,0,426,220,0,150,-674,105.114138,2.505,150,-674,0,0,0,2,40,1
