seq,t_send_ns,t_recv_ns,rtt_us
202,17568570633091,17568575004522,4371
203,17568620779148,17568625089547,4310
204,17568670823422,17568675082636,4259
205,17568720728707,17568724931246,4202
206,17568770662143,17568775296589,4634
207,17568820632115,17568824928321,4296
208,17568870939358,17568875722725,4783
209,17568920548000,17568924870198,4322
210,17568970598814,17568975053428,4454
211,17569020956918,17569025196756,4239
212,17569070860522,17569075330795,4470
213,17569120955929,17569125353299,4397
214,17569170542140,17569175179100,4636
215,17569221056244,17569225347505,4291
216,17569270646956,17569275054501,4407
217,17569320890148,17569325210700,4320
218,17569370773624,17569375163437,4389
219,17569420858343,17569425239030,4380
220,17569470491287,17569474839085,4347
221,17569520509371,17569525021056,4511
222,17569570523656,17569574982042,4458
223,17569620531891,17569625016755,4484
224,17569670937113,17569675524357,4587
225,17569720760775,17569725230954,4470
226,17569770573005,17569775324801,4751
227,17569820752758,17569824364892,3612
228,17569870891404,17569875076799,4185
229,17569920900966,17569924881841,3980
230,17569970945989,17569974850196,3904
231,17570021021748,17570025336424,4314
232,17570070503531,17570074852989,4349
233,17570120925822,17570125341261,4415
234,17570170999490,17570175539510,4540
235,17570220878460,17570225127006,4248
236,17570270913966,17570275359380,4445
237,17570320851080,17570325430476,4579
238,17570370891453,17570375338069,4446
239,17570420567740,17570425356930,4789
240,17570470880356,17570475473579,4593
241,17570520492998,17570525247837,4754
242,17570570641512,17570575529270,4887
243,17570620549676,17570625500423,4950
244,17570670876660,17570675792121,4915
245,17570720795765,17570725792734,4996
246,17570770733251,17570775508510,4775
247,17570820598340,17570825091477,4493
248,17570870946511,17570875959664,5013
249,17570920531051,17570925090850,4559
250,17570970939971,17570975350988,4411
251,17571020732896,17571025213755,4480
252,17571070636418,17571075193329,4556
253,17571121080215,17571125926989,4846
254,17571170949928,17571175864713,4914
255,17571220964488,17571225768785,4804
256,17571270643915,17571275763364,5119
257,17571320520085,17571325032401,4512
258,17571370524176,17571374118962,3594
259,17571420614056,17571424293836,3679
260,17571470498581,17571474951889,4453
261,17571520627813,17571525273551,4645
262,17571570522341,17571575122772,4600
263,17571620843315,17571625732570,4889
264,17571671068631,17571676175060,5106
265,17571720679879,17571725303278,4623
266,17571770479596,17571774986651,4507
267,17571820881174,17571825755782,4874
268,17571870879263,17571875296991,4417
269,17571920883531,17571926165030,5281
270,17571970900562,17571976988917,6088
271,17572020775092,17572024751459,3976
272,17572070920980,17572075385588,4464
273,17572120512081,17572125055086,4543
274,17572170787092,17572175236616,4449
275,17572220536665,17572225085050,4548
276,17572270793861,17572275130919,4337
277,17572320566933,17572325426961,4860
278,17572370622783,17572375083848,4461
279,17572420971439,17572425678280,4706
280,17572470986518,17572475659855,4673
281,17572520633269,17572525292753,4659
282,17572570786227,17572575290953,4504
283,17572620831684,17572625965636,5133
284,17572670763262,17572675275436,4512
285,17572721038252,17572725722986,4684
286,17572770869002,17572775440089,4571
287,17572820538321,17572825117893,4579
288,17572870562329,17572876877933,6315
289,17572920762762,17572924669013,3906
290,17572970750114,17572974967088,4216
291,17573020803997,17573025602888,4798
292,17573070792650,17573075638100,4845
293,17573120837576,17573125334638,4497
294,17573170983859,17573175581620,4597
295,17573220946945,17573225749608,4802
296,17573270758805,17573275160670,4401
297,17573320766965,17573325060748,4293
298,17573370572097,17573375376991,4804
299,17573420552684,17573425228652,4675
300,17573470894316,17573475571925,4677
301,17573520905866,17573525788645,4882
302,17573570801557,17573575394616,4593
303,17573620657281,17573625194126,4536
304,17573670711011,17573675277467,4566
305,17573720821611,17573725334352,4512
306,17573770693046,17573775263486,4570
307,17573821042624,17573825521034,4478
308,17573870488389,17573874446688,3958
309,17573920835160,17573925348847,4513
310,17573970928751,17573975464199,4535
311,17574020754583,17574024861867,4107
312,17574070523996,17574074414791,3890
313,17574120504442,17574124796283,4291
314,17574170448091,17574174843963,4395
315,17574220863369,17574225376635,4513
316,17574270537830,17574275926786,5388
317,17574320940106,17574325477290,4537
318,17574370654770,17574374967778,4313
319,17574420529298,17574424665592,4136
320,17574470765919,17574474202269,3436
321,17574520837944,17574524428076,3590
322,17574570816752,17574575399256,4582
323,17574620760401,17574625243984,4483
324,17574670896168,17574675577138,4680
325,17574720870352,17574726130388,5260
326,17574771022441,17574776061746,5039
327,17574820601083,17574825272493,4671
328,17574871006179,17574875672292,4666
329,17574920515249,17574925240791,4725
330,17574970596832,17574975172730,4575
331,17575020931806,17575025819854,4888
332,17575070560051,17575075240456,4680
333,17575120677133,17575125187960,4510
334,17575170586743,17575174948415,4361
335,17575220496121,17575224937439,4441
336,17575270910754,17575275585480,4674
337,17575320926397,17575325855634,4929
338,17575370804561,17575375307506,4502
339,17575420776939,17575425244601,4467
340,17575470557210,17575475048921,4491
341,17575520483816,17575525286021,4802
342,17575570893144,17575575871664,4978
343,17575620685034,17575625322077,4637
344,17575670974419,17575675607482,4633
345,17575720529749,17575725180427,4650
346,17575770498558,17575775068007,4569
347,17575820860758,17575825889111,5028
348,17575870541794,17575874882463,4340
349,17575921083475,17575925501698,4418
350,17575970601599,17575975112188,4510
351,17576020558867,17576024414604,3855
352,17576070512351,17576074765208,4252
353,17576120760314,17576125054799,4294
354,17576170795990,17576174663621,3867
355,17576220493377,17576224800576,4307
356,17576270895654,17576275857267,4961
357,17576321009367,17576325599110,4589
358,17576370960885,17576375858402,4897
359,17576420529939,17576425211415,4681
360,17576470485402,17576475028948,4543
361,17576520902004,17576525184780,4282
362,17576570802653,17576575446952,4644
363,17576620949330,17576625963808,5014
364,17576670955178,17576675542205,4587
365,17576720486225,17576724948230,4462
366,17576770670356,17576775180390,4510
367,17576820884490,17576825542956,4658
368,17576870945155,17576875724136,4778
369,17576920918433,17576925442240,4523
370,17576970521117,17576975309448,4788
371,17577020807360,17577025238721,4431
372,17577070510822,17577075224862,4714
373,17577120897736,17577125636209,4738
374,17577170913519,17577175865553,4952
375,17577220575300,17577225150740,4575
376,17577270536815,17577276281119,5744
377,17577320787374,17577325345095,4557
378,17577370581492,17577375525146,4943
379,17577420993633,17577425321009,4327
380,17577470556644,17577475177821,4621
381,17577520537706,17577524923749,4386
382,17577570509312,17577574181656,3672
383,17577620602509,17577625249629,4647
384,17577670544860,17577674825035,4280
385,17577720967585,17577725588904,4621
386,17577770512442,17577775270373,4757
387,17577820635152,17577825460428,4825
388,17577870894716,17577875858696,4963
389,17577920858227,17577925475284,4617
390,17577970697859,17577975319146,4621
391,17578020520962,17578025161301,4640
392,17578070837868,17578075331420,4493
393,17578120862202,17578125601510,4739
394,17578170628622,17578175173215,4544
395,17578220594346,17578224772395,4178
396,17578270459020,17578274375974,3916
397,17578320942934,17578325481798,4538
398,17578370986266,17578376110121,5123
399,17578420719660,17578425207269,4487
400,17578470758931,17578475278372,4519
401,17578520955784,17578525435768,4479
402,17578570752192,17578575127557,4375
403,17578620958609,17578625875986,4917
404,17578670805059,17578675163516,4358
405,17578720487587,17578724912323,4424
406,17578770696027,17578775385134,4689
407,17578820962357,17578825508726,4546
408,17578870822599,17578875318978,4496
409,17578920503988,17578924917124,4413
410,17578970806858,17578975246161,4439
411,17579020508943,17579024823471,4314
412,17579070492325,17579074236754,3744
413,17579120856065,17579124649838,3793
414,17579170594551,17579175332329,4737
415,17579220833295,17579225391370,4558
416,17579270727481,17579274967248,4239
417,17579321001681,17579325115067,4113
418,17579371049739,17579375407130,4357
419,17579420504264,17579425310841,4806
420,17579470708630,17579475537061,4828
421,17579520783030,17579525427233,4644
422,17579570903717,17579576578250,5674
423,17579620932535,17579625418530,4485
424,17579670542513,17579675595787,5053
425,17579720910876,17579725680379,4769
426,17579770761935,17579775510460,4748
427,17579820826884,17579825520728,4693
428,17579870786457,17579875844798,5058
429,17579920582338,17579925163382,4581
430,17579970708151,17579975286574,4578
431,17580020508570,17580024897335,4388
432,17580070479341,17580074908002,4428
433,17580120838226,17580125609211,4770
434,17580170682679,17580175603643,4920
435,17580220884844,17580225534226,4649
436,17580270933605,17580275414347,4480
437,17580320503252,17580324300511,3797
438,17580370866389,17580375311272,4444
439,17580420534283,17580425024350,4490
440,17580471000048,17580476040735,5040
441,17580520515864,17580525218430,4702
442,17580570803280,17580575142321,4339
443,17580620901976,17580624475598,3573
444,17580670824233,17580674614622,3790
445,17580720731383,17580725235127,4503
446,17580770658076,17580775246301,4588
447,17580821117605,17580825666916,4549
448,17580870585143,17580875129163,4544
449,17580920490224,17580924766668,4276
450,17580970938997,17580975479348,4540
451,17581020955161,17581025767469,4812
452,17581070512852,17581075164232,4651
453,17581120716013,17581125371205,4655
454,17581170674550,17581175484277,4809
455,17581220576721,17581225208855,4632
456,17581270871916,17581275427187,4555
457,17581320807415,17581325784329,4976
458,17581370525448,17581374992618,4467
459,17581420812667,17581425438720,4626
460,17581470790813,17581475419858,4629
461,17581520902136,17581525625408,4723
462,17581570799085,17581575361716,4562
463,17581620998300,17581625970186,4971
464,17581670795991,17581675559558,4763
465,17581720950337,17581726005730,5055
466,17581770976718,17581776029946,5053
467,17581821030883,17581826051899,5021
468,17581870950359,17581875428958,4478
469,17581920579473,17581924629947,4050
470,17581970482469,17581974928889,4446
471,17582020792998,17582025769028,4976
472,17582070663586,17582075321324,4657
473,17582120652574,17582124285540,3632
474,17582170511862,17582174256200,3744
475,17582220867527,17582225137279,4269
476,17582271001997,17582275580846,4578
477,17582320689492,17582325236295,4546
478,17582370575465,17582374468934,3893
479,17582420560972,17582424688098,4127
480,17582470815677,17582475500764,4685
481,17582520601705,17582525262394,4660
482,17582570623226,17582575126815,4503
483,17582620654664,17582628509190,7854
484,17582670491038,17582674991664,4500
485,17582720528811,17582724939156,4410
486,17582771011854,17582776280804,5268
487,17582820907180,17582825383638,4476
488,17582871028962,17582875461321,4432
489,17582920437969,17582924621364,4183
490,17582970471736,17582975003443,4531
491,17583020904476,17583025437169,4532
492,17583070991485,17583076000218,5008
493,17583120508542,17583125548045,5039
494,17583170759835,17583175042636,4282
495,17583220493466,17583224997483,4504
496,17583270545856,17583275280340,4734
497,17583320961754,17583326100509,5138
498,17583370835131,17583375368772,4533
499,17583420640704,17583425286150,4645
500,17583470815478,17583475447836,4632
501,17583520873923,17583525633450,4759
502,17583570632948,17583575321678,4688
503,17583620580912,17583625159165,4578
504,17583670773317,17583674697911,3924
505,17583720877074,17583724481836,3604
506,17583770940572,17583774923240,3982
507,17583820580572,17583825053307,4472
508,17583870514288,17583874787495,4273
509,17583920610336,17583924967577,4357
510,17583970532225,17583974893468,4361
511,17584020549193,17584024826317,4277
512,17584070582891,17584075099645,4516
513,17584120508993,17584125133521,4624
514,17584170740113,17584176048815,5308
515,17584220648635,17584225224281,4575
516,17584270527712,17584275048444,4520
517,17584320774730,17584325069964,4295
518,17584370551874,17584375334121,4782
519,17584420806662,17584424705458,3898
520,17584470926683,17584474742930,3816
521,17584520901020,17584525412370,4511
522,17584570491107,17584574758591,4267
523,17584620660183,17584625327811,4667
524,17584670926442,17584675551215,4624
525,17584720960645,17584725607384,4646
526,17584771000168,17584775405563,4405
527,17584820493384,17584824730320,4236
528,17584870853546,17584875226181,4372
529,17584920518832,17584924810430,4291
530,17584970999114,17584975764015,4764
531,17585020785088,17585025141991,4356
532,17585070525414,17585075060355,4534
533,17585120508548,17585124995844,4487
534,17585170496622,17585174781109,4284
535,17585220992642,17585224522613,3529
536,17585270977614,17585274760672,3783
537,17585320490121,17585324698543,4208
538,17585370531875,17585374853105,4321
539,17585420556651,17585424992871,4436
540,17585470598771,17585475143873,4545
541,17585520936687,17585525458650,4521
542,17585570561354,17585575268174,4706
543,17585620514476,17585624994353,4479
544,17585670663856,17585675099236,4435
545,17585720493062,17585725061296,4568
546,17585770945715,17585775326218,4380
547,17585820521113,17585826142590,5621
548,17585870884348,17585875577786,4693
549,17585920540644,17585925229862,4689
550,17585970647389,17585975367525,4720
551,17586020916961,17586025834065,4917
552,17586070484038,17586075435691,4951
553,17586120648058,17586129078280,8430
554,17586170771159,17586175912157,5140
555,17586220703413,17586225527487,4824
556,17586271218439,17586275698081,4479
557,17586320969500,17586326695433,5725
558,17586370940216,17586375706123,4765
559,17586420767390,17586425890485,5123
560,17586470765190,17586475635002,4869
561,17586520956038,17586524810650,3854
562,17586570937780,17586575869565,4931
563,17586620990743,17586625789875,4799
564,17586670948067,17586675727726,4779
565,17586720554066,17586724690626,4136
566,17586770619091,17586774205425,3586
567,17586820485068,17586824822970,4337
568,17586870487247,17586874951434,4464
569,17586921010746,17586925927952,4917
570,17586970554812,17586975028522,4473
571,17587020911415,17587025951897,5040
572,17587070750463,17587076148912,5398
573,17587120944429,17587125925751,4981
574,17587170593544,17587175252376,4658
575,17587220780690,17587225475186,4694
576,17587270936758,17587275552960,4616
577,17587320558910,17587325253897,4694
578,17587370527514,17587375047261,4519
579,17587420492563,17587424985209,4492
580,17587470954725,17587475582941,4628
581,17587520946127,17587525628223,4682
582,17587570566461,17587575043547,4477
583,17587620485019,17587625036541,4551
584,17587670524804,17587675091486,4566
585,17587720610489,17587725433698,4823
586,17587771099817,17587776528302,5428
587,17587820578633,17587825629082,5050
588,17587870500718,17587874788088,4287
589,17587920944848,17587925676418,4731
590,17587970812806,17587975517200,4704
591,17588020875994,17588025427915,4551
592,17588070658447,17588075619908,4961
593,17588120511710,17588125018208,4506
594,17588170659002,17588175014673,4355
595,17588220603179,17588225189509,4586
596,17588270643216,17588274345042,3701
597,17588320544324,17588324541901,3997
598,17588370537395,17588375268785,4731
599,17588421053448,17588425475610,4422
600,17588470773203,17588475324023,4550
601,17588520642882,17588525293252,4650
602,17588570543819,17588575073110,4529
603,17588621044631,17588624848673,3804
604,17588670610540,17588675173436,4562
605,17588720469924,17588724825915,4355
606,17588770714858,17588775465602,4750
607,17588820521927,17588825212461,4690
608,17588870590948,17588875178506,4587
609,17588920804916,17588925236121,4431
610,17588970484485,17588974683343,4198
611,17589020575145,17589025067683,4492
612,17589070453123,17589074991912,4538
613,17589120990103,17589126019459,5029
614,17589170498836,17589175050906,4552
615,17589221113976,17589226143478,5029
616,17589270483330,17589275044677,4561
617,17589320947618,17589325963250,5015
618,17589370533741,17589375555717,5021
619,17589420541640,17589425218155,4676
620,17589471011581,17589476127167,5115
621,17589520935645,17589525596900,4661
622,17589570896018,17589575748693,4852
623,17589620905877,17589625596079,4690
624,17589670971354,17589675584797,4613
625,17589720873339,17589725520523,4647
626,17589770882709,17589775481917,4599
627,17589820905393,17589825146785,4241
628,17589870757947,17589874302438,3544
629,17589920505445,17589924940836,4435
630,17589970493056,17589975159298,4666
631,17590020992754,17590025698230,4705
632,17590070786815,17590075441613,4654
633,17590120724610,17590125675183,4950
634,17590170782901,17590175393553,4610
635,17590220550068,17590225260101,4710
636,17590270873197,17590275451309,4578
637,17590320694918,17590325361565,4666
638,17590370525852,17590374993212,4467
639,17590421103886,17590425868341,4764
640,17590470589110,17590475279686,4690
641,17590520956424,17590526089188,5132
642,17590570852295,17590575916704,5064
643,17590620943530,17590625640310,4696
644,17590671056331,17590675030971,3974
645,17590720625302,17590724733841,4108
646,17590770978667,17590775474819,4496
647,17590820497109,17590825001612,4504
648,17590870878013,17590875987090,5109
649,17590920549262,17590924976182,4426
650,17590970439125,17590974882331,4443
651,17591021062698,17591025853527,4790
652,17591070488434,17591075124597,4636
653,17591120780395,17591125380952,4600
654,17591170516367,17591175080878,4564
655,17591220679114,17591225258700,4579
656,17591270507658,17591274975274,4467
657,17591320913551,17591325304772,4391
658,17591370954635,17591374469633,3514
659,17591420479644,17591424083413,3603
660,17591470962955,17591475516353,4553
661,17591520963128,17591525782035,4818
662,17591570661858,17591575619904,4958
663,17591620500969,17591624984855,4483
664,17591670948676,17591675812483,4863
665,17591720500080,17591725160035,4659
666,17591770963721,17591776058098,5094
667,17591821095899,17591826140997,5045
668,17591870526319,17591875056708,4530
669,17591920630069,17591925424439,4794
670,17591970942924,17591975323068,4380
671,17592020532612,17592025129221,4596
672,17592070917465,17592075466043,4548
673,17592121234505,17592125907305,4672
674,17592170812217,17592176416964,5604
675,17592220944930,17592225939734,4994
676,17592270578863,17592275449480,4870
677,17592320965544,17592325552652,4587
678,17592370736662,17592375369013,4632
679,17592420501515,17592424973057,4471
680,17592470632261,17592475478247,4845
681,17592520945452,17592525942457,4997
682,17592570769881,17592575405008,4635
683,17592620968024,17592625943192,4975
684,17592670914522,17592676634760,5720
685,17592721034631,17592725193207,4158
686,17592770941141,17592775139907,4198
687,17592820573379,17592824812015,4238
688,17592870781966,17592875702598,4920
689,17592920792441,17592924330838,3538
690,17592970930138,17592974921158,3991
691,17593020966587,17593025527890,4561
692,17593070879199,17593075504276,4625
693,17593120974310,17593125945214,4970
694,17593171044251,17593176141872,5097
695,17593220592479,17593225318013,4725
696,17593270619186,17593275155537,4536
697,17593320782047,17593325361609,4579
698,17593370988425,17593376588107,5599
699,17593420530715,17593425004680,4473
700,17593471023746,17593476278303,5254
701,17593521120217,17593526008675,4888
702,17593570931781,17593575393711,4461
703,17593621082272,17593625940638,4858
704,17593670525577,17593675108655,4583
705,17593720402292,17593724931909,4529
706,17593770489137,17593775168625,4679
707,17593820879656,17593825384548,4504
708,17593870568404,17593875210494,4642
709,17593920992361,17593925904227,4911
710,17593970924351,17593976096453,5172
711,17594020517421,17594024811242,4293
712,17594070506971,17594075099802,4592
713,17594120935720,17594125713807,4778
714,17594170479899,17594175003130,4523
715,17594220875574,17594225534351,4658
716,17594270780976,17594275100461,4319
717,17594320499898,17594324942414,4442
718,17594370663331,17594375218919,4555
719,17594420946260,17594425114898,4168
720,17594470748478,17594474297830,3549
721,17594520827219,17594525829394,5002
722,17594571039223,17594575878555,4839
723,17594620529474,17594624953898,4424
724,17594670928681,17594675759577,4830
725,17594721021485,17594725602651,4581
726,17594770843794,17594775448165,4604
727,17594820521847,17594824581752,4059
728,17594870942732,17594875326668,4383
729,17594920956463,17594925838471,4882
730,17594970493148,17594974918537,4425
731,17595021007568,17595025852993,4845
732,17595070531879,17595074999824,4467
733,17595120868541,17595125355119,4486
734,17595170930940,17595176104495,5173
735,17595220969324,17595226392009,5422
736,17595270506382,17595275989911,5483
737,17595320939140,17595325914319,4975
738,17595370543352,17595375491664,4948
739,17595420934070,17595425477964,4543
740,17595470637197,17595475322724,4685
741,17595520577890,17595525457316,4879
742,17595570930988,17595575684719,4753
743,17595621022786,17595626133140,5110
744,17595670583897,17595675125407,4541
745,17595720594404,17595725328092,4733
746,17595770799519,17595775339689,4540
747,17595820487567,17595825425134,4937
748,17595870784276,17595875237953,4453
749,17595920601110,17595925076361,4475
750,17595970519788,17595974265520,3745
751,17596020957715,17596024914745,3957
752,17596070950048,17596076006731,5056
753,17596120575208,17596125141129,4565
754,17596170992815,17596175711429,4718
755,17596220982377,17596225380861,4398
756,17596270643348,17596275425557,4782
757,17596320966258,17596325839136,4872
758,17596370812823,17596376118861,5306
759,17596420806815,17596425594762,4787
760,17596470605033,17596475108290,4503
761,17596520482319,17596524877420,4395
762,17596570503757,17596574922285,4418
763,17596620734989,17596625381575,4646
764,17596670823056,17596676316465,5493
765,17596720808858,17596725156653,4347
766,17596770479075,17596774999666,4520
767,17596820486570,17596824979898,4493
768,17596870529208,17596875253669,4724
769,17596920468774,17596924658758,4189
770,17596971021545,17596975671995,4650
771,17597020881177,17597025424180,4543
772,17597070915850,17597075441628,4525
773,17597120813056,17597125489195,4676
774,17597170498334,17597175274702,4776
775,17597220469836,17597224898828,4428
776,17597270498425,17597274972576,4474
777,17597320507709,17597325107726,4600
778,17597370498645,17597374881722,4383
779,17597420511681,17597425083138,4571
780,17597470504697,17597474751174,4246
781,17597520497682,17597523892596,3394
782,17597570530582,17597574133302,3602
783,17597620505204,17597624720314,4215
784,17597670535534,17597675118635,4583
785,17597720472552,17597725087353,4614
786,17597770485736,17597775128811,4643
787,17597820444383,17597824926534,4482
788,17597870526313,17597875202940,4676
789,17597920509480,17597924886844,4377
790,17597970490643,17597975265289,4774
791,17598020928399,17598025942138,5013
792,17598070514582,17598074907709,4393
793,17598120563226,17598125117994,4554
794,17598170798097,17598175356721,4558
795,17598220883049,17598225194635,4311
796,17598271011292,17598275714743,4703
797,17598320501071,17598325199513,4698
798,17598371056898,17598375789556,4732
799,17598421049696,17598426225013,5175
800,17598470985313,17598476276936,5291
801,17598520539622,17598525361638,4822
802,17598570994480,17598575788571,4794
803,17598620535600,17598625139322,4603
804,17598670774362,17598675484755,4710
805,17598721032129,17598725789408,4757
806,17598770884031,17598775630406,4746
807,17598820486507,17598824992049,4505
808,17598870496974,17598874944682,4447
809,17598920515612,17598924897390,4381
810,17598970570390,17598974535425,3965
811,17599021079361,17599025669391,4590
812,17599070551499,17599074308068,3756
813,17599120966920,17599125511087,4544
814,17599170559325,17599175079760,4520
815,17599220517018,17599225010888,4493
816,17599270507001,17599275736510,5229
817,17599320497784,17599324912611,4414
818,17599370462522,17599374461745,3999
819,17599420826434,17599425286624,4460
820,17599470900010,17599476063774,5163
