seq,t_send_ns,t_recv_ns,rtt_us
1,21317437557379,21317445398267,7840
2,21317487705990,21317494593610,6887
3,21317537705929,21317544845515,7139
4,21317587748969,21317594279338,6530
5,21317637704660,21317644705374,7000
6,21317687755148,21317694598183,6843
7,21317737842297,21317744985049,7142
8,21317788147658,21317794995926,6848
9,21317838034031,21317844331080,6297
10,21317887804144,21317894399573,6595
11,21317938025041,21317944783007,6757
12,21317987855787,21317994751337,6895
13,21318037953478,21318045083429,7129
14,21318087790283,21318094487691,6697
15,21318138005666,21318145030517,7024
16,21318187985282,21318194580742,6595
17,21318238230154,21318245417890,7187
18,21318288048497,21318294701646,6653
19,21318337674618,21318344317016,6642
20,21318387664681,21318394269991,6605
21,21318438283752,21318444445989,6162
22,21318488041956,21318494494852,6452
23,21318537745083,21318544893054,7147
24,21318587945770,21318594532000,6586
25,21318637936259,21318645013485,7077
26,21318688032574,21318694704951,6672
27,21318738061636,21318745090398,7028
28,21318787708432,21318794280311,6571
29,21318837697019,21318844689461,6992
30,21318887838766,21318894482849,6644
31,21318937647400,21318944396012,6748
32,21318987871723,21318994696979,6825
33,21319037679325,21319044527435,6848
34,21319087735796,21319095057111,7321
35,21319138079060,21319145658165,7579
36,21319188071644,21319194999232,6927
37,21319238092822,21319245211003,7118
38,21319287993395,21319294777290,6783
39,21319337727352,21319344966360,7239
40,21319387687815,21319394473452,6785
41,21319437784060,21319444589061,6805
42,21319487826008,21319494598457,6772
43,21319537757021,21319544896999,7139
44,21319588071618,21319594606289,6534
45,21319638055439,21319644935691,6880
46,21319687790779,21319692079241,4288
47,21319737800300,21319744472423,6672
48,21319787916821,21319794278379,6361
49,21319838050801,21319844789147,6738
50,21319888340939,21319894069170,5728
51,21319937819148,21319945336604,7517
52,21319987980246,21319994654564,6674
53,21320038063729,21320045205230,7141
54,21320088281597,21320095721051,7439
55,21320137876645,21320142233018,4356
56,21320188182745,21320194432253,6249
57,21320237737318,21320244612674,6875
58,21320287902801,21320294511562,6608
59,21320337692448,21320345592924,7900
60,21320387667473,21320395221441,7553
61,21320438081251,21320445177476,7096
62,21320487709072,21320493624141,5915
63,21320538084415,21320545243495,7159
64,21320587987381,21320594474107,6486
65,21320638066021,21320644732583,6666
66,21320687751679,21320694509977,6758
67,21320738232091,21320745324385,7092
68,21320788097171,21320794599618,6502
69,21320838131016,21320845618417,7487
70,21320887846322,21320894247509,6401
71,21320937821765,21320944842159,7020
72,21320987708122,21320994369019,6660
73,21321037740865,21321046003039,8262
74,21321087808895,21321092450189,4641
75,21321138011765,21321145298548,7286
76,21321188257772,21321191958512,3700
77,21321237727383,21321242579703,4852
78,21321287995197,21321294668515,6673
79,21321338096211,21321345164518,7068
80,21321387745830,21321394281865,6536
81,21321437664178,21321446138172,8473
82,21321487701108,21321494184878,6483
83,21321537895568,21321544064479,6168
84,21321588247033,21321594795988,6548
85,21321637824099,21321644742906,6918
86,21321687753326,21321694625120,6871
87,21321738081819,21321744989519,6907
88,21321788074474,21321794595064,6520
89,21321838245231,21321845146033,6900
90,21321887819248,21321894949031,7129
91,21321937831074,21321944302373,6471
92,21321987924809,21321993529660,5604
93,21322038248786,21322045258693,7009
94,21322087855947,21322094711321,6855
95,21322137977479,21322144823490,6846
96,21322187705476,21322194580228,6874
97,21322238061662,21322245267937,7206
98,21322288075133,21322294782482,6707
99,21322337701942,21322344642033,6940
100,21322387937667,21322395072606,7134
101,21322437946007,21322445044513,7098
102,21322487724050,21322491615669,3891
103,21322537954499,21322544751155,6796
104,21322587986533,21322594634414,6647
105,21322637702747,21322644811846,7109
106,21322688090431,21322694872264,6781
107,21322738074820,21322751412136,13337
108,21322788053874,21322793552782,5498
109,21322838097933,21322845238696,7140
110,21322887727000,21322894454285,6727
111,21322937917886,21322945408618,7490
112,21322987938933,21322994700486,6761
113,21323037734504,21323041807116,4072
114,21323087961955,21323094376552,6414
115,21323138073108,21323145038011,6964
116,21323187881322,21323194662228,6780
117,21323237918194,21323245004275,7086
118,21323288161931,21323295049718,6887
119,21323338090837,21323345045157,6954
120,21323388174309,21323394569432,6395
121,21323437738882,21323444724798,6985
122,21323487917965,21323494616604,6698
123,21323538052034,21323544991906,6939
124,21323587895307,21323594643676,6748
125,21323637764944,21323644430050,6665
126,21323687941946,21323694304832,6362
127,21323737697477,21323745169604,7472
128,21323788072996,21323794879108,6806
129,21323838080667,21323845223356,7142
130,21323887707023,21323894236537,6529
131,21323938165205,21323945457485,7292
132,21323987740021,21323994500387,6760
133,21324038237245,21324044718613,6481
134,21324087705393,21324094124065,6418
135,21324138125786,21324145095992,6970
136,21324188070319,21324194407829,6337
137,21324237699825,21324244551186,6851
138,21324287955654,21324294469328,6513
139,21324338147903,21324345122355,6974
140,21324388107337,21324394630406,6523
141,21324437979432,21324444827347,6847
142,21324487956941,21324494604784,6647
143,21324537719029,21324544854284,7135
144,21324587757048,21324593625360,5868
145,21324637946000,21324643906277,5960
146,21324688211193,21324695721118,7509
147,21324737862120,21324745127225,7265
148,21324787960465,21324794931267,6970
149,21324838178056,21324845198697,7020
150,21324887702197,21324894012538,6310
151,21324938097178,21324945152611,7055
152,21324987700661,21324994345146,6644
153,21325038017732,21325045129200,7111
154,21325087800475,21325094782428,6981
155,21325138095963,21325145115348,7019
156,21325187989976,21325194589466,6599
157,21325238383600,21325245578898,7195
158,21325288088516,21325294915403,6826
159,21325337931609,21325341818253,3886
160,21325388078284,21325395047607,6969
161,21325438063249,21325445292887,7229
162,21325487921740,21325494495580,6573
163,21325537949056,21325541816915,3867
164,21325587929809,21325594660132,6730
165,21325638183354,21325644854394,6671
166,21325687846366,21325694674881,6828
167,21325737843435,21325744571039,6727
168,21325787838974,21325795090285,7251
169,21325837697375,21325843443010,5745
170,21325888038641,21325890847263,2808
171,21325937743899,21325944669574,6925
172,21325988148184,21325994522728,6374
173,21326037818092,21326044396038,6577
174,21326088043915,21326094966588,6922
175,21326138022855,21326144196911,6174
176,21326188356601,21326194959877,6603
177,21326238089266,21326245217631,7128
178,21326287701589,21326295059407,7357
179,21326337847994,21326345161521,7313
180,21326387720732,21326394646672,6925
181,21326437703681,21326444316420,6612
182,21326487767642,21326494525496,6757
183,21326537789472,21326545434695,7645
184,21326587937359,21326594518611,6581
185,21326637925832,21326644861661,6935
186,21326687903236,21326695246751,7343
187,21326737935782,21326751252713,13316
188,21326788098182,21326794560159,6461
189,21326837952902,21326844914605,6961
190,21326887835794,21326894534832,6699
191,21326938120331,21326945205837,7085
192,21326988131980,21326994488598,6356
193,21327037739993,21327044950249,7210
194,21327087813778,21327094549885,6736
195,21327137867062,21327144938589,7071
196,21327188231826,21327195139561,6907
197,21327237769549,21327245874098,8104
198,21327287764426,21327294655413,6890
199,21327338095679,21327345272293,7176
200,21327387933603,21327394647709,6714
201,21327437844909,21327444733413,6888
202,21327487823376,21327494620896,6797
203,21327537976574,21327541860738,3884
204,21327587808511,21327594697552,6889
205,21327638084228,21327644828210,6743
206,21327688043455,21327693781601,5738
207,21327737911349,21327744808614,6897
208,21327787904867,21327794662164,6757
209,21327837956294,21327848190552,10234
210,21327887699977,21327894295871,6595
211,21327938173469,21327945580989,7407
212,21327987908954,21327994709977,6801
213,21328037746249,21328044926364,7180
214,21328087758489,21328091511930,3753
215,21328138109237,21328145261190,7151
216,21328188056969,21328194479960,6422
217,21328238111484,21328245452348,7340
218,21328288064130,21328294343807,6279
219,21328337723359,21328345196323,7472
220,21328388126035,21328394740378,6614
221,21328438045298,21328444993086,6947
222,21328488156263,21328494646083,6489
223,21328537969903,21328545461150,7491
224,21328588125452,21328594882093,6756
225,21328637961341,21328644791883,6830
226,21328687859031,21328692413723,4554
227,21328738077008,21328745641141,7564
228,21328788066607,21328794605626,6539
229,21328837817867,21328844459948,6642
230,21328887995467,21328894861499,6866
231,21328938230193,21328945027753,6797
232,21328987742731,21328993758864,6016
233,21329037729918,21329044365085,6635
234,21329088210347,21329095014505,6804
235,21329138185882,21329145627612,7441
236,21329187706829,21329194618719,6911
237,21329237932824,21329245052770,7119
238,21329288079602,21329294309049,6229
239,21329338075835,21329345893634,7817
240,21329387710803,21329395141886,7431
241,21329438063791,21329445213073,7149
242,21329487726122,21329494670513,6944
243,21329538096209,21329545202858,7106
244,21329588208885,21329595341474,7132
245,21329638015288,21329645043560,7028
246,21329687875862,21329694806156,6930
247,21329737740318,21329744671685,6931
248,21329788082920,21329794955308,6872
249,21329837924325,21329844845567,6921
250,21329888092381,21329894353245,6260
251,21329937966829,21329944910541,6943
252,21329987898394,21329995450442,7552
253,21330037866679,21330045213628,7346
254,21330087807155,21330091655774,3848
255,21330137883782,21330144839366,6955
256,21330188229940,21330194668602,6438
257,21330238094005,21330244699298,6605
258,21330287807412,21330293966438,6159
259,21330337740431,21330344460175,6719
260,21330387742978,21330394483253,6740
261,21330437697561,21330444547439,6849
262,21330487723455,21330497286978,9563
263,21330537760651,21330545552457,7791
264,21330588211311,21330595825746,7614
265,21330638135115,21330645203464,7068
266,21330687749433,21330694341274,6591
267,21330737997547,21330743924351,5926
268,21330788321314,21330793901270,5579
269,21330837947979,21330844978518,7030
270,21330887734068,21330894096064,6361
271,21330937927254,21330945234663,7307
272,21330988024786,21330994678218,6653
273,21331037769853,21331044967744,7197
274,21331087827621,21331094614966,6787
275,21331137910341,21331145439315,7528
276,21331188246656,21331194716249,6469
277,21331238189621,21331245013210,6823
278,21331288066496,21331294707872,6641
279,21331337809104,21331344811479,7002
280,21331387659649,21331394373965,6714
281,21331437932883,21331444730232,6797
282,21331488068526,21331494847844,6779
283,21331537995425,21331544717775,6722
284,21331587873846,21331594660933,6787
285,21331637687999,21331644794687,7106
286,21331687844556,21331695096084,7251
287,21331738129477,21331745657274,7527
288,21331787854278,21331794627486,6773
289,21331837992664,21331845093324,7100
290,21331887727386,21331894540483,6813
291,21331937951472,21331945271190,7319
292,21331987901154,21331994425258,6524
293,21332037985692,21332044785448,6799
294,21332087819659,21332093612590,5792
295,21332137842077,21332145387417,7545
296,21332187733464,21332194684389,6950
297,21332238094259,21332245299734,7205
298,21332287974451,21332294652632,6678
299,21332338100843,21332344338689,6237
300,21332387980437,21332394023312,6042
301,21332438019844,21332444884024,6864
302,21332488095679,21332494863119,6767
303,21332537694378,21332544450384,6756
304,21332587784802,21332594664740,6879
305,21332638001084,21332645138909,7137
306,21332687750790,21332694829630,7078
307,21332737708262,21332744154394,6446
308,21332788040161,21332795092211,7052
309,21332837740772,21332845474933,7734
310,21332887944968,21332894341450,6396
311,21332937837223,21332945095967,7258
312,21332987824456,21332994720451,6895
313,21333037705920,21333044819539,7113
314,21333088053221,21333094796205,6742
315,21333137909000,21333145075735,7166
316,21333188268684,21333194518639,6249
317,21333237706849,21333244898374,7191
318,21333288061961,21333294639730,6577
319,21333338249163,21333345441033,7191
320,21333388065580,21333395144752,7079
321,21333438070273,21333444977396,6907
322,21333487675910,21333494678791,7002
323,21333537814507,21333544897939,7083
324,21333587973077,21333594856371,6883
325,21333637714214,21333644649915,6935
326,21333687853743,21333694698813,6845
327,21333737790047,21333744400701,6610
328,21333787686808,21333793563444,5876
329,21333837733293,21333843577687,5844
330,21333887832902,21333894421367,6588
331,21333937950427,21333944788332,6837
332,21333987844530,21333994860361,7015
333,21334037750069,21334045023214,7273
334,21334087787818,21334091770735,3982
335,21334137989186,21334145271024,7281
336,21334188032866,21334194703067,6670
337,21334237746543,21334244597123,6850
338,21334287757190,21334294949096,7191
339,21334337751743,21334344834258,7082
340,21334388233809,21334394847909,6614
341,21334437645280,21334443587717,5942
342,21334487991000,21334493697270,5706
343,21334537699741,21334544732837,7033
344,21334588118239,21334594684917,6566
345,21334638074406,21334645102990,7028
346,21334687794001,21334694646109,6852
347,21334738045288,21334744874189,6828
348,21334787791840,21334795057732,7265
349,21334837701645,21334844484419,6782
350,21334888224408,21334894693049,6468
351,21334937814068,21334944807121,6993
352,21334987971099,21334994912879,6941
353,21335037847780,21335044859498,7011
354,21335088082850,21335091377809,3294
355,21335137913317,21335143805278,5891
356,21335187713283,21335194588987,6875
357,21335238084935,21335245031302,6946
358,21335287701402,21335294230013,6528
359,21335338173851,21335346104440,7930
360,21335387785760,21335391554914,3769
361,21335437924488,21335444721488,6797
362,21335488094446,21335494735447,6641
363,21335537846161,21335545279097,7432
364,21335587706622,21335594682142,6975
365,21335638074960,21335645218311,7143
366,21335688077400,21335694939272,6861
367,21335737963480,21335745149837,7186
368,21335788207933,21335794712855,6504
369,21335837680883,21335844767688,7086
370,21335887717946,21335894306737,6588
371,21335938056813,21335944764791,6707
372,21335987915834,21335994687023,6771
373,21336037783265,21336044727502,6944
374,21336088072587,21336095022852,6950
375,21336138149184,21336145488792,7339
