seq,t_send_ns,t_recv_ns,rtt_us
97,17803252056747,17803256275451,4218
98,17803302251628,17803305657879,3406
99,17803352026890,17803355822948,3796
100,17803401844272,17803406627631,4783
101,17803451989036,17803456148577,4159
102,17803501937326,17803506609046,4671
103,17803551891738,17803556122590,4230
104,17803601849371,17803605960077,4110
105,17803651821229,17803673696368,21875
106,17803701927920,17803705156315,3228
107,17803751858764,17803755126048,3267
108,17803801993401,17803806599069,4605
109,17803851931751,17803855867628,3935
110,17803901876454,17803905731254,3854
111,17803951902846,17803956768551,4865
112,17804001840317,17804005782176,3941
113,17804051887663,17804056605747,4718
114,17804101819970,17804106010950,4190
115,17804151906118,17804156051108,4144
116,17804201881682,17804206104419,4222
117,17804251949805,17804256181965,4232
118,17804301988176,17804306263355,4275
119,17804351957029,17804356147849,4190
120,17804401856991,17804406111859,4254
121,17804451920853,17804456280576,4359
122,17804501884974,17804506647336,4762
123,17804552195555,17804556641032,4445
124,17804601824825,17804605943544,4118
125,17804651894762,17804655868807,3974
126,17804701883053,17804706078605,4195
127,17804751984793,17804756193148,4208
128,17804801936488,17804806029681,4093
129,17804851850218,17804855748141,3897
130,17804901824745,17804905709160,3884
131,17804951843960,17804955825845,3981
132,17805001857901,17805005093041,3235
133,17805051884014,17805055920505,4036
134,17805101874877,17805105920521,4045
135,17805151863963,17805155404952,3540
136,17805201876382,17805205976955,4100
137,17805251880024,17805256147771,4267
138,17805302010113,17805306594740,4584
139,17805351876588,17805356183810,4307
140,17805401975625,17805406092435,4116
141,17805451911401,17805456060184,4148
142,17805501855517,17805506133556,4278
143,17805551837924,17805555975977,4138
144,17805601849430,17805605925158,4075
145,17805651926473,17805656148251,4221
146,17805701845753,17805705996151,4150
147,17805751851041,17805756089238,4238
148,17805802185024,17805806669066,4484
149,17805851861513,17805856088525,4227
150,17805901969512,17805905850589,3881
151,17805951961655,17805956945073,4983
152,17806002068264,17806007203336,5135
153,17806051870395,17806056132800,4262
154,17806101883812,17806106055250,4171
155,17806151900604,17806156123098,4222
156,17806201925326,17806206307228,4381
157,17806252056870,17806256343531,4286
158,17806301876893,17806305827669,3950
159,17806351899430,17806355238925,3339
160,17806401911385,17806405790016,3878
161,17806452194255,17806457041394,4847
162,17806501946703,17806505992853,4046
163,17806551832348,17806556075681,4243
164,17806601962329,17806606037837,4075
165,17806652079561,17806656280669,4201
166,17806701845309,17806705968965,4123
167,17806751901792,17806756019492,4117
168,17806801876492,17806805978227,4101
169,17806851873181,17806856078905,4205
170,17806901849500,17806905713309,3863
171,17806951891158,17806956096386,4205
172,17807001973756,17807006464088,4490
173,17807052042554,17807056130884,4088
174,17807101892073,17807106353215,4461
175,17807151943362,17807156220422,4277
176,17807201930737,17807205920730,3989
177,17807252048044,17807255645186,3597
178,17807301948912,17807306160552,4211
179,17807351908901,17807356231521,4322
180,17807401904682,17807406520122,4615
181,17807451852443,17807455999123,4146
182,17807501927845,17807506261763,4333
183,17807551850602,17807556076720,4226
184,17807601946032,17807606224725,4278
185,17807651851676,17807655979795,4128
186,17807701938087,17807706270956,4332
187,17807752055700,17807756383511,4327
188,17807801864282,17807805830294,3966
189,17807851896462,17807856022117,4125
190,17807901881601,17807905814297,3932
191,17807951974456,17807956081750,4107
192,17808001856064,17808006074310,4218
193,17808051855044,17808055116534,3261
194,17808101806872,17808104894376,3087
195,17808151847699,17808155563338,3715
196,17808201873015,17808206189795,4316
197,17808251861720,17808256549802,4688
198,17808301951685,17808306040085,4088
199,17808351963303,17808356273248,4309
200,17808401889258,17808406238872,4349
201,17808452106816,17808456265361,4158
202,17808501905159,17808506195802,4290
203,17808551857789,17808555975937,4118
204,17808601872994,17808606169066,4296
205,17808651947760,17808655917677,3969
206,17808702018531,17808706818715,4800
207,17808751980475,17808756063592,4083
208,17808801877543,17808805935483,4057
209,17808851879967,17808856283905,4403
210,17808901937159,17808906172626,4235
211,17808951847713,17808955996937,4149
212,17809001848929,17809006148097,4299
213,17809052289421,17809056592218,4302
214,17809102013135,17809106263868,4250
215,17809151899582,17809155807661,3908
216,17809201850599,17809205774160,3923
217,17809252063651,17809256381778,4318
218,17809301854253,17809305300349,3446
219,17809351963290,17809355385230,3421
220,17809401808926,17809405130050,3321
221,17809451883813,17809455346039,3462
222,17809501875030,17809505948232,4073
223,17809551878816,17809556445410,4566
224,17809602025272,17809606672142,4646
225,17809651981656,17809657033880,5052
226,17809701973706,17809706468993,4495
227,17809751906155,17809756109245,4203
228,17809801865374,17809805881535,4016
229,17809851862313,17809856539322,4677
230,17809901928351,17809905958204,4029
231,17809951883178,17809955781331,3898
232,17810001856472,17810005969951,4113
233,17810051910553,17810056246931,4336
234,17810102035224,17810106705014,4669
235,17810151872043,17810156075784,4203
236,17810201834202,17810205805128,3970
237,17810251885682,17810255969173,4083
238,17810301912779,17810306750527,4837
239,17810352079864,17810356483416,4403
240,17810401822946,17810405760370,3937
241,17810451927435,17810455964996,4037
242,17810501954376,17810506137193,4182
243,17810551851949,17810556076161,4224
244,17810601929177,17810606725273,4796
245,17810651898945,17810656210814,4311
246,17810701873527,17810706121324,4247
247,17810751909259,17810756161776,4252
248,17810802085644,17810806759430,4673
249,17810851825337,17810855921503,4096
250,17810901876912,17810905910793,4033
251,17810951943510,17810956234878,4291
252,17811001805712,17811005913584,4107
253,17811051846592,17811056099976,4253
254,17811101962212,17811106566305,4604
255,17811151873359,17811155232562,3359
256,17811201962416,17811205278879,3316
257,17811251889222,17811256105821,4216
258,17811301880915,17811305935731,4054
259,17811351857238,17811355290719,3433
260,17811401887225,17811405462247,3575
261,17811451876738,17811455932349,4055
262,17811501973646,17811506106976,4133
263,17811551930998,17811556480747,4549
264,17811601916110,17811606342083,4425
265,17811651877022,17811656232475,4355
266,17811701869831,17811706046456,4176
267,17811751921684,17811755861143,3939
268,17811801850487,17811805907204,4056
269,17811851898762,17811855877683,3978
270,17811901864891,17811905808579,3943
271,17811951996827,17811956048380,4051
272,17812001895780,17812006227942,4332
273,17812051973412,17812056356020,4382
274,17812101826587,17812106073513,4246
275,17812151886278,17812156110731,4224
276,17812202018664,17812206362449,4343
277,17812251867261,17812256075211,4207
278,17812301879556,17812306146894,4267
279,17812351887021,17812355671244,3784
280,17812402061926,17812405761587,3699
281,17812451964727,17812455976853,4012
282,17812502393068,17812506324276,3931
283,17812551924969,17812555499737,3574
284,17812602043787,17812605961090,3917
285,17812651871276,17812655797600,3926
286,17812701857846,17812706007459,4149
287,17812752181368,17812756750770,4569
288,17812801863901,17812806153462,4289
289,17812852269027,17812856262591,3993
290,17812902132093,17812906293374,4161
291,17812951879493,17812955964275,4084
292,17813001972711,17813006172756,4200
293,17813051861574,17813056247109,4385
294,17813101943437,17813105902130,3958
295,17813152028799,17813156053450,4024
296,17813201870486,17813206223596,4353
297,17813251894603,17813255942181,4047
298,17813301875863,17813306104442,4228
299,17813351911429,17813355786079,3874
300,17813401849440,17813405759327,3909
301,17813452020570,17813455222023,3201
302,17813501980505,17813506022665,4042
303,17813551967479,17813556179319,4211
304,17813601948741,17813605986100,4037
305,17813651852724,17813655877097,4024
306,17813701951417,17813706070316,4118
307,17813752082573,17813756236349,4153
308,17813802089634,17813806554237,4464
309,17813851929672,17813855975406,4045
310,17813901950702,17813905827179,3876
311,17813951887341,17813955833471,3946
312,17814001988364,17814007013212,5024
313,17814051950047,17814056095264,4145
314,17814101892809,17814106045567,4152
315,17814151907287,17814156192614,4285
316,17814201844608,17814205111204,3266
317,17814251932109,17814255231915,3299
318,17814301953845,17814305912390,3958
319,17814352075209,17814356272597,4197
320,17814401847358,17814405966629,4119
321,17814451895971,17814456168225,4272
322,17814501848375,17814506096191,4247
323,17814552058063,17814556105442,4047
324,17814601876424,17814606095905,4219
325,17814652100670,17814656241818,4141
326,17814701878656,17814706470473,4591
327,17814751922309,17814755983222,4060
328,17814801857104,17814805754931,3897
329,17814851896734,17814856121046,4224
330,17814901885898,17814906064121,4178
331,17814951847952,17814955970521,4122
332,17815001815467,17815005928120,4112
333,17815051880400,17815056153921,4273
334,17815101881860,17815106460176,4578
335,17815151952587,17815156400064,4447
336,17815201851394,17815205672532,3821
337,17815251903123,17815255846592,3943
338,17815301900627,17815305920407,4019
339,17815351852183,17815355949859,4097
340,17815401869450,17815406127779,4258
341,17815451848376,17815455860254,4011
342,17815502028720,17815505513506,3484
343,17815551992838,17815555277051,3284
344,17815601880028,17815605851818,3971
345,17815651916229,17815656070030,4153
346,17815701891202,17815705952013,4060
347,17815751865598,17815756514785,4649
348,17815801862176,17815805982783,4120
349,17815851865770,17815855816710,3950
350,17815902034394,17815906017599,3983
351,17815951986860,17815956040424,4053
352,17816001852903,17816005994076,4141
353,17816051842170,17816055934199,4092
354,17816101874637,17816105784102,3909
355,17816151961062,17816156208884,4247
356,17816201855232,17816205887711,4032
357,17816251883496,17816256066825,4183
358,17816301887926,17816306095323,4207
359,17816351979613,17816356112100,4132
360,17816402077312,17816406212371,4135
361,17816451853413,17816456353376,4499
362,17816501884084,17816506191386,4307
363,17816551998062,17816555830197,3832
364,17816601850344,17816605857956,4007
365,17816651852443,17816655719910,3867
366,17816701871694,17816706128617,4256
367,17816752041577,17816756171967,4130
368,17816801872164,17816806177040,4304
369,17816851871015,17816855977798,4106
370,17816901900026,17816905896044,3996
371,17816951857323,17816955760217,3902
372,17817001866199,17817006327142,4460
373,17817052040898,17817056157793,4116
374,17817102062825,17817106292488,4229
375,17817152061747,17817156330815,4269
376,17817201887292,17817206411944,4524
377,17817251953669,17817256068294,4114
378,17817301868298,17817305343026,3474
379,17817351982382,17817355247890,3265
380,17817401873241,17817406446865,4573
381,17817451883314,17817456764969,4881
382,17817501818310,17817506041901,4223
383,17817551845217,17817555628790,3783
384,17817601851462,17817605363504,3512
385,17817651944695,17817655550779,3606
386,17817702072410,17817706812670,4740
387,17817752074458,17817756194478,4120
388,17817802000420,17817806231919,4231
389,17817851912813,17817856106515,4193
390,17817901874758,17817906469764,4595
391,17817951935118,17817956126568,4191
392,17818001856294,17818005919777,4063
393,17818051990699,17818056439112,4448
394,17818102077767,17818106234886,4157
395,17818151983178,17818156087814,4104
396,17818201895667,17818206258081,4362
397,17818251954866,17818256985161,5030
398,17818302108525,17818306688676,4580
399,17818351991911,17818356532618,4540
400,17818401849168,17818405916933,4067
401,17818451905057,17818456272917,4367
402,17818501876319,17818506243094,4366
403,17818552028703,17818556440680,4411
404,17818601929625,17818605208755,3279
405,17818651899301,17818655230864,3331
406,17818701924125,17818705996159,4072
407,17818751968607,17818756145224,4176
408,17818802003903,17818805826997,3823
409,17818851872185,17818855688323,3816
410,17818901813676,17818905580024,3766
411,17818951896607,17818956228008,4331
412,17819002190806,17819006593747,4402
413,17819051969873,17819056903477,4933
414,17819101887877,17819106284953,4397
415,17819151884212,17819156066850,4182
416,17819201894794,17819206279670,4384
417,17819251912065,17819256615309,4703
418,17819301917736,17819306078844,4161
419,17819351996295,17819356456916,4460
420,17819402081378,17819406385482,4304
421,17819451843045,17819456033858,4190
422,17819501825491,17819505922180,4096
423,17819551964799,17819556073799,4109
424,17819601855876,17819606114486,4258
425,17819651899123,17819655365811,3466
426,17819701884990,17819706011560,4126
427,17819751859395,17819755697549,3838
428,17819801913042,17819805918189,4005
429,17819851866306,17819855903025,4036
430,17819901952516,17819906162275,4209
431,17819951876444,17819956149265,4272
432,17820001855261,17820006286761,4431
433,17820052045081,17820056449284,4404
434,17820101926015,17820106529934,4603
435,17820152038914,17820156732801,4693
436,17820201910450,17820206286493,4376
437,17820251912380,17820256151745,4239
438,17820301848818,17820306757271,4908
439,17820351887130,17820355890521,4003
440,17820401877377,17820405015921,3138
441,17820451906026,17820455819736,3913
442,17820501876814,17820505998050,4121
443,17820551976403,17820556161422,4185
444,17820601983609,17820605969182,3985
445,17820651986015,17820656082207,4096
446,17820701876559,17820705964599,4088
447,17820751879001,17820756078261,4199
448,17820801904684,17820806130510,4225
449,17820851860966,17820855987244,4126
450,17820901986384,17820905906698,3920
451,17820951848878,17820956049653,4200
452,17821001955984,17821006031443,4075
453,17821051852468,17821056094620,4242
454,17821102144771,17821106285093,4140
455,17821151891459,17821156182061,4290
456,17821201861619,17821205991038,4129
457,17821251921449,17821256261054,4339
458,17821301876445,17821305975400,4098
459,17821352062957,17821356478751,4415
460,17821402067637,17821406326567,4258
461,17821451917586,17821456169272,4251
462,17821501854858,17821506129641,4274
463,17821551850730,17821556047042,4196
464,17821601848131,17821605997857,4149
465,17821651959329,17821655774927,3815
466,17821701930329,17821704976611,3046
467,17821751922554,17821755446829,3524
468,17821801871800,17821805986270,4114
469,17821851995410,17821856605474,4610
470,17821901884986,17821905782414,3897
471,17821952023246,17821956078838,4055
472,17822001848060,17822005639449,3791
473,17822051917089,17822056722321,4805
474,17822102021891,17822106092003,4070
475,17822152083878,17822156411500,4327
476,17822201862520,17822205948748,4086
477,17822251973427,17822256255096,4281
478,17822301959083,17822306045510,4086
479,17822352028159,17822356206770,4178
480,17822401860096,17822406612017,4751
481,17822451981981,17822456299806,4317
482,17822501844518,17822506266605,4422
483,17822551857013,17822556420899,4563
484,17822601923578,17822606075784,4152
485,17822651848762,17822655955473,4106
486,17822702051180,17822706177181,4126
487,17822751890773,17822756119663,4228
488,17822801866213,17822805967281,4101
489,17822851922207,17822856075986,4153
490,17822901820839,17822905703446,3882
491,17822951854771,17822955845299,3990
492,17823001816216,17823005768811,3952
493,17823051873976,17823055964720,4090
494,17823101825126,17823105938052,4112
495,17823151854635,17823156041471,4186
496,17823202006948,17823206327377,4320
497,17823251853579,17823256077299,4223
498,17823301863841,17823306138630,4274
499,17823351922947,17823356322269,4399
500,17823401843802,17823405685023,3841
501,17823451855398,17823455310803,3455
502,17823501952471,17823505441748,3489
503,17823551858967,17823555972008,4113
504,17823601896940,17823606029717,4132
505,17823651962988,17823656192591,4229
506,17823701857505,17823706719450,4861
507,17823751993098,17823755438657,3445
508,17823801805346,17823805777070,3971
509,17823851869259,17823855947131,4077
510,17823901845612,17823905747808,3902
511,17823951994240,17823956833970,4839
512,17824001956115,17824006177766,4221
513,17824051826607,17824055789498,3962
514,17824102221412,17824106792177,4570
515,17824152052964,17824156779904,4726
516,17824202185614,17824206309277,4123
517,17824252071290,17824256141534,4070
518,17824301877040,17824305952585,4075
519,17824352067698,17824356278761,4211
520,17824401820952,17824405926119,4105
521,17824451849693,17824455981239,4131
522,17824501811860,17824505961506,4149
523,17824551945497,17824556105973,4160
524,17824601848409,17824606248627,4400
525,17824651878747,17824656094326,4215
526,17824701883224,17824706096158,4212
527,17824751885774,17824755172370,3286
528,17824801868061,17824805367687,3499
529,17824852034484,17824856079957,4045
530,17824901840265,17824905653959,3813
531,17824951876399,17824956191425,4315
532,17825001849615,17825006544819,4695
533,17825052028293,17825056383350,4355
534,17825102108430,17825106472890,4364
535,17825151948377,17825156389754,4441
536,17825201873267,17825205997390,4124
537,17825251872045,17825255875842,4003
538,17825301905530,17825306028396,4122
539,17825352041015,17825356990503,4949
540,17825401817461,17825405884489,4067
541,17825451989964,17825456169017,4179
542,17825501925368,17825506401840,4476
543,17825551891674,17825555896772,4005
544,17825601876229,17825606336688,4460
545,17825651892631,17825656067340,4174
546,17825702006121,17825706408489,4402
547,17825751997732,17825756415577,4417
548,17825802153273,17825806372597,4219
549,17825851882010,17825855129876,3247
550,17825901822680,17825905346388,3523
551,17825951852335,17825956581641,4729
552,17826002258109,17826006120040,3861
553,17826051842117,17826055892931,4050
554,17826101892452,17826106232731,4340
555,17826152024706,17826156339073,4314
556,17826201884823,17826206036561,4151
557,17826251930866,17826256376205,4445
558,17826302120900,17826306689280,4568
559,17826351908910,17826356839353,4930
560,17826402061787,17826406284073,4222
561,17826451879529,17826456452925,4573
562,17826502001908,17826505950073,3948
563,17826551920034,17826555155791,3235
564,17826601852765,17826605203359,3350
565,17826651819406,17826656263267,4443
566,17826701845967,17826706562867,4716
567,17826751843768,17826756121758,4277
568,17826801844616,17826806122105,4277
569,17826851861164,17826855745818,3884
570,17826901929833,17826905805183,3875
571,17826951918999,17826955949673,4030
572,17827001807565,17827005912825,4105
573,17827051848013,17827056043767,4195
574,17827101838658,17827106089387,4250
575,17827151851960,17827155914739,4062
576,17827201873492,17827206114671,4241
577,17827251882134,17827255987471,4105
578,17827301904408,17827306371792,4467
579,17827352032360,17827356089308,4056
580,17827402017378,17827406216312,4198
581,17827451958563,17827456321752,4363
582,17827501881299,17827505955471,4074
583,17827552000134,17827556292500,4292
584,17827602038591,17827606081752,4043
585,17827651995294,17827656194283,4198
586,17827701852094,17827705909347,4057
587,17827751870383,17827755980648,4110
588,17827801865817,17827805731778,3865
589,17827851874194,17827855044293,3170
590,17827901891393,17827905051445,3160
591,17827951865307,17827955987623,4122
592,17828001853608,17828005868526,4014
593,17828051966742,17828056187346,4220
594,17828101896628,17828105859930,3963
595,17828151924933,17828156045629,4120
596,17828201846967,17828205966640,4119
597,17828251888036,17828256046726,4158
598,17828301854284,17828305460433,3606
599,17828351859533,17828355993787,4134
600,17828401988084,17828406402336,4414
601,17828451818631,17828456051005,4232
602,17828501886554,17828506245270,4358
603,17828551942215,17828556515874,4573
604,17828601914894,17828606059804,4144
605,17828651870840,17828655857198,3986
606,17828701993929,17828706096747,4102
607,17828751888111,17828756109610,4221
608,17828801949639,17828806024523,4074
609,17828851883967,17828856042035,4158
610,17828901935980,17828905953057,4017
611,17828951877442,17828955893729,4016
612,17829001865154,17829006207661,4342
613,17829051956605,17829056392337,4435
614,17829101910655,17829106452520,4541
615,17829151956186,17829156286777,4330
616,17829201994778,17829205927080,3932
617,17829251892443,17829256528015,4635
618,17829302026404,17829306789309,4762
619,17829352115722,17829356161982,4046
620,17829401919523,17829405967702,4048
621,17829451841772,17829455960216,4118
622,17829501922191,17829506210806,4288
623,17829551843635,17829556038068,4194
624,17829601970974,17829606071935,4100
625,17829651989952,17829656097185,4107
626,17829701897776,17829706128672,4230
627,17829751891537,17829756031415,4139
628,17829801848130,17829805985328,4137
629,17829851953443,17829856127030,4173
630,17829901887687,17829905086980,3199
631,17829951857274,17829955265956,3408
632,17830001852546,17830005817243,3964
633,17830051888597,17830056082655,4194
634,17830101869922,17830106082587,4212
635,17830151994859,17830156175580,4180
636,17830201927598,17830206418989,4491
637,17830251991381,17830256319747,4328
638,17830302008376,17830306446264,4437
639,17830351851950,17830355802551,3950
640,17830401860601,17830406149996,4289
641,17830451955030,17830455980280,4025
642,17830501861989,17830506865751,5003
643,17830551909580,17830556145042,4235
644,17830601888567,17830606005603,4117
645,17830651854010,17830655855453,4001
646,17830701977348,17830706293239,4315
647,17830751935679,17830756065273,4129
648,17830801871388,17830806278605,4407
649,17830851909475,17830855737309,3827
650,17830902009796,17830905434544,3424
651,17830951863139,17830954989144,3126
652,17831001845483,17831006280803,4435
653,17831051906686,17831055793991,3887
654,17831101862058,17831106035232,4173
655,17831152109877,17831156168547,4058
656,17831201915687,17831206584005,4668
657,17831251856522,17831256100728,4244
658,17831301843618,17831306873139,5029
659,17831351930629,17831355959825,4029
660,17831401894474,17831406266310,4371
661,17831451977840,17831456180530,4202
662,17831501878056,17831506094073,4216
663,17831551870464,17831555955716,4085
664,17831601887388,17831605893321,4005
665,17831651899203,17831656357113,4457
666,17831701935027,17831706292912,4357
667,17831751921734,17831756197763,4276
668,17831801848533,17831806180311,4331
669,17831851880516,17831856233529,4353
670,17831902244852,17831906441367,4196
671,17831952059877,17831956033989,3974
672,17832001842588,17832005257898,3415
673,17832051973106,17832055589320,3616
674,17832101840962,17832105897540,4056
675,17832151974676,17832156056159,4081
676,17832201847294,17832205915169,4067
677,17832251980299,17832255982150,4001
678,17832301987396,17832306338156,4350
679,17832351857129,17832355955864,4098
680,17832402049817,17832406051882,4002
681,17832451950898,17832456108772,4157
682,17832501878628,17832505907507,4028
683,17832551863299,17832555813536,3950
684,17832601845175,17832606061070,4215
685,17832651850911,17832655600802,3749
686,17832701972503,17832705110877,3138
687,17832751964939,17832756094922,4129
688,17832801936450,17832806236835,4300
689,17832851892565,17832856040923,4148
690,17832901908747,17832905990884,4082
691,17832951862801,17832956172727,4309
692,17833001981460,17833006134073,4152
693,17833051818272,17833056304117,4485
694,17833101928726,17833106340097,4411
695,17833151850642,17833156620375,4769
696,17833201875100,17833206219658,4344
697,17833251924654,17833255973457,4048
698,17833301861684,17833305795811,3934
699,17833352373248,17833356895647,4522
700,17833401948611,17833406032679,4084
701,17833451860417,17833455981953,4121
702,17833501927061,17833507053064,5126
703,17833552192360,17833556412053,4219
704,17833601861676,17833607062494,5200
705,17833652022652,17833656079829,4057
706,17833701996857,17833706386328,4389
707,17833751896344,17833756265996,4369
708,17833801945398,17833806307073,4361
709,17833851906410,17833856211930,4305
710,17833901973374,17833905822612,3849
711,17833951862670,17833955239522,3376
712,17834001908222,17834005189011,3280
713,17834051843884,17834055086289,3242
714,17834102048557,17834106539162,4490
715,17834152124877,17834156338295,4213
716,17834201882567,17834205948813,4066
717,17834252061335,17834256176954,4115
718,17834301993596,17834306115841,4122
719,17834351888482,17834356042126,4153
720,17834401878956,17834406027952,4148
721,17834451885094,17834455869812,3984
722,17834501844616,17834505891568,4046
723,17834551970100,17834556228832,4258
724,17834601845711,17834605730937,3885
725,17834651872151,17834655754350,3882
726,17834701998434,17834705968121,3969
727,17834751877305,17834756207020,4329
728,17834801881166,17834806829953,4948
729,17834851841712,17834855992612,4150
730,17834901890981,17834906261735,4370
731,17834952088202,17834956428729,4340
732,17835001803333,17835006619399,4816
733,17835051855569,17835055968014,4112
734,17835101966161,17835106645758,4679
735,17835151912406,17835156943232,5030
736,17835201927434,17835206058825,4131
737,17835251857967,17835255963490,4105
738,17835301850888,17835306058524,4207
739,17835351844249,17835356023555,4179
740,17835401845593,17835405972150,4126
741,17835451845154,17835456070274,4225
742,17835502008575,17835505985759,3977
743,17835551926462,17835555911659,3985
744,17835602111406,17835606684365,4572
745,17835651888135,17835656089974,4201
746,17835701882913,17835705802881,3919
747,17835752042588,17835755357047,3314
748,17835801851400,17835805274151,3422
749,17835851860817,17835856050712,4189
750,17835901856816,17835905362561,3505
751,17835952098659,17835956366100,4267
752,17836001870478,17836006223156,4352
753,17836052232812,17836055972237,3739
754,17836101843811,17836105024486,3180
755,17836152112954,17836155936738,3823
756,17836201920795,17836205998472,4077
757,17836251852645,17836256022124,4169
758,17836301897167,17836306408730,4511
759,17836351865396,17836356121636,4256
760,17836402042303,17836406289386,4247
761,17836451900415,17836456214316,4313
762,17836501846076,17836505849276,4003
763,17836551869572,17836555864915,3995
764,17836601842971,17836605375799,3532
765,17836651984631,17836655774667,3790
766,17836701947575,17836706062505,4114
767,17836751884292,17836756102799,4218
768,17836801881113,17836805959966,4078
769,17836851892697,17836855882861,3990
770,17836901896199,17836906016942,4120
771,17836951977470,17836956320376,4342
772,17837001907554,17837005774159,3866
773,17837051924957,17837055045740,3120
774,17837101854728,17837105244897,3390
775,17837151914036,17837156363380,4449
776,17837201846429,17837205854951,4008
777,17837251974289,17837256171070,4196
778,17837301858117,17837305952835,4094
779,17837351845445,17837356061648,4216
780,17837401964438,17837406154525,4190
781,17837452084641,17837456180458,4095
782,17837501922015,17837506429426,4507
783,17837552083551,17837557131219,5047
784,17837601858139,17837605870803,4012
785,17837651845394,17837655959268,4113
786,17837701844796,17837706060378,4215
787,17837751936804,17837756288660,4351
788,17837801871109,17837806241191,4370
789,17837851846959,17837855855569,4008
790,17837901844908,17837905627659,3782
791,17837951869552,17837955804193,3934
792,17838001916868,17838006131024,4214
793,17838051898948,17838056311353,4412
794,17838102060390,17838106631653,4571
795,17838151903699,17838156697583,4793
796,17838201865913,17838205383281,3517
797,17838251886448,17838255927130,4040
798,17838301844553,17838306082643,4238
799,17838351855084,17838355929836,4074
800,17838401852661,17838406219480,4366
801,17838451853659,17838455948594,4094
802,17838501889048,17838506047320,4158
803,17838551875126,17838555965442,4090
804,17838601850495,17838606049224,4198
805,17838651937889,17838656609948,4672
806,17838701894458,17838706703663,4809
807,17838751955250,17838756172168,4216
808,17838801979206,17838805669652,3690
809,17838851855870,17838854964447,3108
810,17838901861424,17838905654838,3793
811,17838951972556,17838955987871,4015
812,17839001859711,17839006186291,4326
813,17839051918951,17839055923385,4004
814,17839101859383,17839105941495,4082
815,17839151863419,17839156079328,4215
816,17839201879152,17839206081405,4202
817,17839251972792,17839256293729,4320
818,17839301863848,17839306474424,4610
819,17839352048516,17839356244476,4195
820,17839401831116,17839405888797,4057
