t,x,y,yaw,min_range,wp_i,mode,v,w
0.000,0.0000,0.0000,0.0000,0.5737,0,RUN,0.2200,0.0000
0.000,0.0000,0.0000,0.0000,0.5737,0,RUN,0.2200,0.0000
0.100,0.0035,-0.0000,-0.0000,0.5674,0,RUN,0.2200,0.0000
0.100,0.0035,-0.0000,-0.0000,0.5674,0,RUN,0.2200,0.0000
0.200,0.0174,-0.0000,-0.0000,0.5582,0,RUN,0.2200,0.0000
0.200,0.0174,-0.0000,-0.0000,0.5582,0,RUN,0.2200,0.0000
0.300,0.0393,-0.0000,-0.0000,0.5419,0,RUN,0.2200,0.0000
0.300,0.0393,-0.0000,-0.0000,0.5419,0,RUN,0.2200,0.0000
0.400,0.0617,-0.0000,-0.0000,0.5215,0,RUN,0.2200,0.0000
0.400,0.0617,-0.0000,-0.0000,0.5215,0,RUN,0.2200,0.0000
0.500,0.0841,-0.0000,-0.0000,0.5091,0,RUN,0.2200,0.0000
0.500,0.0841,-0.0000,-0.0000,0.5091,0,RUN,0.2200,0.0000
0.600,0.1066,-0.0000,-0.0000,0.4847,0,RUN,0.2200,0.0000
0.600,0.1066,-0.0000,-0.0000,0.4847,0,RUN,0.2200,0.0000
0.700,0.1290,-0.0000,-0.0000,0.4679,0,RUN,0.2200,0.0000
0.700,0.1290,-0.0000,-0.0000,0.4679,0,RUN,0.2200,0.0000
0.800,0.1514,-0.0000,-0.0000,0.4582,0,RUN,0.2200,0.0000
0.800,0.1514,-0.0000,-0.0000,0.4582,0,RUN,0.2200,0.0000
0.900,0.1739,-0.0000,-0.0000,0.4385,0,RUN,0.2200,0.0000
0.900,0.1739,-0.0000,-0.0000,0.4385,0,RUN,0.2200,0.0000
1.000,0.1963,-0.0000,-0.0000,0.4135,0,RUN,0.2200,0.0000
1.000,0.1963,-0.0000,-0.0000,0.4135,0,RUN,0.2200,0.0000
1.100,0.2188,-0.0000,0.0000,0.4099,0,RUN,0.2200,0.0000
1.100,0.2188,-0.0000,0.0000,0.4099,0,RUN,0.2200,0.0000
1.200,0.2412,-0.0000,0.0000,0.3795,0,SLOW,0.1974,0.0000
1.200,0.2412,-0.0000,0.0000,0.3795,0,SLOW,0.1974,0.0000
1.300,0.2621,-0.0000,0.0000,0.3646,0,SLOW,0.1811,0.0000
1.300,0.2621,-0.0000,0.0000,0.3646,0,SLOW,0.1811,0.0000
1.400,0.2812,-0.0000,0.0000,0.3550,0,SLOW,0.1705,0.0000
1.400,0.2812,-0.0000,0.0000,0.3550,0,SLOW,0.1705,0.0000
1.500,0.2931,-0.0000,0.0000,0.3509,0,SLOW,0.1660,0.0000
1.500,0.2931,-0.0000,0.0000,0.3509,0,SLOW,0.1660,0.0000
1.600,0.3103,-0.0000,0.0000,0.3376,0,SLOW,0.1513,-0.0000
1.600,0.3103,-0.0000,0.0000,0.3376,0,SLOW,0.1513,-0.0000
1.700,0.3264,-0.0000,0.0000,0.3319,0,SLOW,0.1451,-0.0000
1.700,0.3264,-0.0000,0.0000,0.3319,0,SLOW,0.1451,-0.0000
1.800,0.3415,-0.0000,0.0000,0.3322,0,SLOW,0.1454,-0.0000
1.800,0.3415,-0.0000,0.0000,0.3322,0,SLOW,0.1454,-0.0000
1.900,0.3563,-0.0000,0.0000,0.3258,0,SLOW,0.1384,-0.0000
1.900,0.3563,-0.0000,0.0000,0.3258,0,SLOW,0.1384,-0.0000
2.000,0.3706,-0.0000,0.0000,0.3213,0,SLOW,0.1334,-0.0000
2.000,0.3706,-0.0000,0.0000,0.3213,0,SLOW,0.1334,-0.0000
2.100,0.3844,-0.0000,0.0000,0.3110,0,SLOW,0.1221,-0.0000
2.100,0.3844,-0.0000,0.0000,0.3110,0,SLOW,0.1221,-0.0000
2.200,0.3980,-0.0000,0.0000,0.3097,0,SLOW,0.1207,-0.0000
