t,x,y,yaw,min_range,wp_i,mode,v,w
0.000,0.0000,0.0000,0.0000,inf,0,RUN,0.2200,0.0000
0.000,0.0000,0.0000,0.0000,inf,0,RUN,0.2200,0.0000
0.100,0.0012,-0.0000,0.0000,0.7078,0,RUN,0.2200,0.0000
0.100,0.0012,-0.0000,0.0000,0.7078,0,RUN,0.2200,0.0000
0.200,0.0116,-0.0000,-0.0000,0.7028,0,RUN,0.2200,0.0000
0.200,0.0116,-0.0000,-0.0000,0.7028,0,RUN,0.2200,0.0000
0.300,0.0318,-0.0000,-0.0000,0.6902,0,RUN,0.2200,0.0000
0.300,0.0318,-0.0000,-0.0000,0.6902,0,RUN,0.2200,0.0000
0.400,0.0542,-0.0000,-0.0000,0.6576,0,RUN,0.2200,0.0000
0.400,0.0542,-0.0000,-0.0000,0.6576,0,RUN,0.2200,0.0000
0.500,0.0767,-0.0000,-0.0000,0.6308,0,RUN,0.2200,0.0000
0.500,0.0767,-0.0000,-0.0000,0.6308,0,RUN,0.2200,0.0000
0.600,0.0991,-0.0000,-0.0000,0.6192,0,RUN,0.2200,0.0000
0.600,0.0991,-0.0000,-0.0000,0.6192,0,RUN,0.2200,0.0000
0.700,0.1215,-0.0000,-0.0000,0.6058,0,RUN,0.2200,0.0000
0.700,0.1215,-0.0000,-0.0000,0.6058,0,RUN,0.2200,0.0000
0.800,0.1440,-0.0000,-0.0000,0.5864,0,RUN,0.2200,0.0000
0.800,0.1440,-0.0000,-0.0000,0.5864,0,RUN,0.2200,0.0000
0.900,0.1664,-0.0000,-0.0000,0.5727,0,RUN,0.2200,0.0000
0.900,0.1664,-0.0000,-0.0000,0.5727,0,RUN,0.2200,0.0000
1.000,0.1889,-0.0000,0.0000,0.5504,0,RUN,0.2200,0.0000
1.000,0.1889,-0.0000,0.0000,0.5504,0,RUN,0.2200,0.0000
1.100,0.2113,-0.0000,-0.0000,0.5284,0,RUN,0.2200,0.0000
1.100,0.2113,-0.0000,-0.0000,0.5284,0,RUN,0.2200,0.0000
1.200,0.2337,-0.0000,-0.0000,0.5128,0,RUN,0.2200,0.0000
1.200,0.2337,-0.0000,-0.0000,0.5128,0,RUN,0.2200,0.0000
1.300,0.2562,-0.0000,-0.0000,0.4950,0,RUN,0.2200,0.0000
1.300,0.2562,-0.0000,-0.0000,0.4950,0,RUN,0.2200,0.0000
1.400,0.2711,-0.0000,-0.0000,0.4761,0,RUN,0.2200,0.0000
1.400,0.2711,-0.0000,-0.0000,0.4761,0,RUN,0.2200,0.0000
1.500,0.2936,-0.0000,-0.0000,0.4655,0,RUN,0.2200,0.0000
1.500,0.2936,-0.0000,-0.0000,0.4655,0,RUN,0.2200,0.0000
1.600,0.3160,-0.0000,-0.0000,0.4395,0,RUN,0.2200,0.0000
1.600,0.3160,-0.0000,-0.0000,0.4395,0,RUN,0.2200,0.0000
1.700,0.3385,-0.0000,0.0000,0.4232,0,RUN,0.2200,0.0000
1.700,0.3385,-0.0000,0.0000,0.4232,0,RUN,0.2200,0.0000
1.800,0.3609,-0.0000,0.0000,0.4102,0,RUN,0.2200,0.0000
1.800,0.3609,-0.0000,0.0000,0.4102,0,RUN,0.2200,0.0000
1.900,0.3833,-0.0000,0.0000,0.3907,0,SLOW,0.2098,0.0000
1.900,0.3833,-0.0000,0.0000,0.3907,0,SLOW,0.2098,0.0000
2.000,0.4051,-0.0000,0.0000,0.3738,0,SLOW,0.1912,0.0000
2.000,0.4051,-0.0000,0.0000,0.3738,0,SLOW,0.1912,0.0000
2.100,0.4252,-0.0000,0.0000,0.3481,0,SLOW,0.1629,-0.0000
2.100,0.4252,-0.0000,0.0000,0.3481,0,SLOW,0.1629,-0.0000
2.200,0.4428,-0.0000,0.0000,0.3471,0,SLOW,0.1618,-0.0000
2.200,0.4428,-0.0000,0.0000,0.3471,0,SLOW,0.1618,-0.0000
