t,x,y,yaw,min_range,wp_i,mode,v,w
0.000,0.0001,-0.0000,0.0000,inf,0,RUN,0.2200,-0.0000
0.000,0.0001,-0.0000,0.0000,inf,0,RUN,0.2200,-0.0000
0.100,0.0035,-0.0000,-0.0000,0.5960,0,RUN,0.2200,0.0000
0.100,0.0035,-0.0000,-0.0000,0.5960,0,RUN,0.2200,0.0000
0.200,0.0174,-0.0000,-0.0000,0.5832,0,RUN,0.2200,0.0000
0.200,0.0174,-0.0000,-0.0000,0.5832,0,RUN,0.2200,0.0000
0.300,0.0393,-0.0000,-0.0000,0.5627,0,RUN,0.2200,0.0000
0.300,0.0393,-0.0000,-0.0000,0.5627,0,RUN,0.2200,0.0000
0.400,0.0617,-0.0000,-0.0000,0.5427,0,RUN,0.2200,0.0000
0.400,0.0617,-0.0000,-0.0000,0.5427,0,RUN,0.2200,0.0000
0.500,0.0766,-0.0000,-0.0000,0.5174,0,RUN,0.2200,0.0000
0.500,0.0841,-0.0000,-0.0000,0.5174,0,RUN,0.2200,0.0000
0.600,0.0991,-0.0000,-0.0000,0.5035,0,RUN,0.2200,0.0000
0.600,0.0991,-0.0000,-0.0000,0.5035,0,RUN,0.2200,0.0000
0.700,0.1215,-0.0000,-0.0000,0.4858,0,RUN,0.2200,0.0000
0.700,0.1215,-0.0000,-0.0000,0.4858,0,RUN,0.2200,0.0000
0.800,0.1440,-0.0000,-0.0000,0.4775,0,RUN,0.2200,0.0000
0.800,0.1440,-0.0000,-0.0000,0.4775,0,RUN,0.2200,0.0000
0.900,0.1664,-0.0000,-0.0000,0.4641,0,RUN,0.2200,0.0000
0.900,0.1664,-0.0000,-0.0000,0.4641,0,RUN,0.2200,0.0000
1.000,0.1889,-0.0000,-0.0000,0.4423,0,RUN,0.2200,0.0000
1.000,0.1889,-0.0000,-0.0000,0.4423,0,RUN,0.2200,0.0000
1.100,0.2113,-0.0000,-0.0000,0.4341,0,RUN,0.2200,0.0000
1.100,0.2113,-0.0000,-0.0000,0.4341,0,RUN,0.2200,0.0000
1.200,0.2338,-0.0000,0.0000,0.4138,0,RUN,0.2200,0.0000
1.200,0.2338,-0.0000,0.0000,0.4138,0,RUN,0.2200,0.0000
1.300,0.2562,-0.0000,0.0000,0.3990,0,SLOW,0.2189,0.0000
1.300,0.2562,-0.0000,0.0000,0.3990,0,SLOW,0.2189,0.0000
1.400,0.2786,-0.0000,0.0000,0.3977,0,SLOW,0.2174,0.0000
1.400,0.2786,-0.0000,0.0000,0.3977,0,SLOW,0.2174,0.0000
1.500,0.3008,-0.0000,-0.0000,0.3811,0,SLOW,0.1992,0.0000
1.500,0.3008,-0.0000,-0.0000,0.3811,0,SLOW,0.1992,0.0000
1.600,0.3218,-0.0000,0.0000,0.3720,0,SLOW,0.1892,0.0000
1.600,0.3218,-0.0000,0.0000,0.3720,0,SLOW,0.1892,0.0000
1.700,0.3414,-0.0000,0.0000,0.3754,0,SLOW,0.1929,0.0000
1.700,0.3414,-0.0000,0.0000,0.3754,0,SLOW,0.1929,0.0000
1.800,0.3610,-0.0000,0.0000,0.3722,0,SLOW,0.1894,0.0000
1.800,0.3610,-0.0000,0.0000,0.3722,0,SLOW,0.1894,0.0000
1.900,0.3804,-0.0000,0.0000,0.3641,0,SLOW,0.1805,0.0000
1.900,0.3804,-0.0000,0.0000,0.3641,0,SLOW,0.1805,0.0000
2.000,0.3992,-0.0000,0.0000,0.3543,0,SLOW,0.1697,0.0000
2.000,0.3992,-0.0000,0.0000,0.3543,0,SLOW,0.1697,0.0000
2.100,0.4176,-0.0000,0.0000,0.3764,0,SLOW,0.1940,-0.0000
2.100,0.4176,-0.0000,0.0000,0.3764,0,SLOW,0.1940,-0.0000
2.200,0.4299,-0.0000,0.0000,0.3885,0,SLOW,0.2073,-0.0000
2.200,0.4299,-0.0000,0.0000,0.3885,0,SLOW,0.2073,-0.0000
2.300,0.4502,-0.0000,0.0000,0.6563,0,RUN,0.2200,0.0000
2.300,0.4502,-0.0000,0.0000,0.6563,0,RUN,0.2200,0.0000
2.400,0.4722,-0.0000,0.0000,1.4956,0,RUN,0.2200,0.0000
2.400,0.4722,-0.0000,0.0000,1.4956,0,RUN,0.2200,0.0000
2.500,0.4946,-0.0000,0.0000,1.4582,0,RUN,0.2200,0.0000
2.500,0.4946,-0.0000,0.0000,1.4582,0,RUN,0.2200,0.0000
2.600,0.5170,-0.0000,0.0000,1.4446,0,RUN,0.2200,0.0000
2.600,0.5170,-0.0000,0.0000,1.4446,0,RUN,0.2200,0.0000
2.700,0.5395,-0.0000,0.0000,1.4173,0,RUN,0.2200,0.0000
2.700,0.5395,-0.0000,0.0000,1.4173,0,RUN,0.2200,0.0000
2.800,0.5619,-0.0000,0.0000,1.3962,0,RUN,0.2200,0.0000
2.800,0.5619,-0.0000,0.0000,1.3962,0,RUN,0.2200,0.0000
2.900,0.5844,-0.0000,0.0000,1.3813,0,RUN,0.2200,0.0000
2.900,0.5844,-0.0000,0.0000,1.3813,0,RUN,0.2200,0.0000
3.000,0.6068,-0.0000,0.0000,1.3564,0,RUN,0.2200,0.0000
3.000,0.6068,-0.0000,0.0000,1.3564,0,RUN,0.2200,0.0000
3.100,0.6292,-0.0000,0.0000,1.3440,0,RUN,0.2200,0.0000
3.100,0.6292,-0.0000,0.0000,1.3440,0,RUN,0.2200,0.0000
3.200,0.6517,-0.0000,0.0000,1.3174,0,RUN,0.2200,0.0000
3.200,0.6517,-0.0000,0.0000,1.3174,0,RUN,0.2200,0.0000
3.300,0.6741,-0.0000,0.0000,1.2915,0,RUN,0.2200,0.0000
3.300,0.6741,-0.0000,0.0000,1.2915,0,RUN,0.2200,0.0000
3.400,0.6966,-0.0000,0.0000,1.2651,0,RUN,0.2200,0.0000
3.400,0.6966,-0.0000,0.0000,1.2651,0,RUN,0.2200,0.0000
3.500,0.7190,-0.0000,0.0000,1.2429,0,RUN,0.2200,0.0000
3.500,0.7190,-0.0000,0.0000,1.2429,0,RUN,0.2200,0.0000
3.600,0.7414,-0.0000,0.0000,1.2199,0,RUN,0.2200,0.0000
3.600,0.7414,-0.0000,0.0000,1.2199,0,RUN,0.2200,0.0000
3.700,0.7639,-0.0000,0.0000,1.1988,0,RUN,0.2200,0.0000
3.700,0.7639,-0.0000,0.0000,1.1988,0,RUN,0.2200,0.0000
3.800,0.7863,-0.0000,0.0000,1.1864,0,RUN,0.2200,0.0000
3.800,0.7863,-0.0000,0.0000,1.1864,0,RUN,0.2200,0.0000
3.900,0.8013,-0.0000,0.0000,1.1541,0,RUN,0.2200,0.0000
3.900,0.8088,-0.0000,0.0000,1.1541,0,RUN,0.2200,0.0000
4.000,0.8237,-0.0000,0.0000,1.1290,0,RUN,0.2200,0.0000
4.000,0.8237,-0.0000,0.0000,1.1290,0,RUN,0.2200,0.0000
4.100,0.8462,-0.0000,0.0000,1.1134,0,RUN,0.2200,0.0000
4.100,0.8462,-0.0000,0.0000,1.1134,0,RUN,0.2200,0.0000
4.200,0.8686,-0.0000,0.0000,1.0935,0,RUN,0.2200,0.0000
4.200,0.8686,-0.0000,0.0000,1.0935,0,RUN,0.2200,0.0000
4.300,0.8910,-0.0000,0.0000,1.0723,0,RUN,0.2200,0.0000
4.300,0.8910,-0.0000,0.0000,1.0723,0,RUN,0.2200,0.0000
4.400,0.9135,-0.0000,0.0000,1.0544,0,RUN,0.2200,0.0000
4.400,0.9135,-0.0000,0.0000,1.0544,0,RUN,0.2200,0.0000
4.500,0.9359,-0.0000,0.0000,1.0267,0,RUN,0.2200,0.0000
4.500,0.9359,-0.0000,0.0000,1.0267,0,RUN,0.2200,0.0000
4.600,0.9584,-0.0000,0.0000,0.9954,0,RUN,0.2200,0.0000
4.600,0.9584,-0.0000,0.0000,0.9954,0,RUN,0.2200,0.0000
4.700,0.9808,-0.0000,0.0000,0.9619,0,RUN,0.2200,0.0000
4.700,0.9808,-0.0000,0.0000,0.9619,0,RUN,0.2200,0.0000
