t,x,y,yaw,min_range,wp_i,mode,v,w
0.000,0.0001,-0.0000,0.0000,inf,0,RUN,0.2200,-0.0000
0.000,0.0001,-0.0000,0.0000,inf,0,RUN,0.2200,-0.0000
0.100,0.0035,-0.0000,-0.0000,1.9670,0,RUN,0.2200,0.0000
0.100,0.0035,-0.0000,-0.0000,1.9670,0,RUN,0.2200,0.0000
0.200,0.0174,-0.0000,-0.0000,1.9596,0,RUN,0.2200,0.0000
0.200,0.0174,-0.0000,-0.0000,1.9596,0,RUN,0.2200,0.0000
0.300,0.0393,-0.0000,-0.0000,1.9291,0,RUN,0.2200,0.0000
0.300,0.0393,-0.0000,-0.0000,1.9291,0,RUN,0.2200,0.0000
0.400,0.0617,-0.0000,-0.0000,1.9083,0,RUN,0.2200,0.0000
0.400,0.0617,-0.0000,-0.0000,1.9083,0,RUN,0.2200,0.0000
0.500,0.0841,-0.0000,-0.0000,1.8794,0,RUN,0.2200,0.0000
0.500,0.0841,-0.0000,-0.0000,1.8794,0,RUN,0.2200,0.0000
0.600,0.1066,-0.0000,-0.0000,1.8665,0,RUN,0.2200,0.0000
0.600,0.1066,-0.0000,-0.0000,1.8665,0,RUN,0.2200,0.0000
0.700,0.1290,-0.0000,-0.0000,1.8397,0,RUN,0.2200,0.0000
0.700,0.1290,-0.0000,-0.0000,1.8397,0,RUN,0.2200,0.0000
0.800,0.1440,-0.0000,-0.0000,1.8258,0,RUN,0.2200,0.0000
0.800,0.1440,-0.0000,-0.0000,1.8258,0,RUN,0.2200,0.0000
0.900,0.1664,-0.0000,-0.0000,1.7988,0,RUN,0.2200,0.0000
0.900,0.1664,-0.0000,-0.0000,1.7988,0,RUN,0.2200,0.0000
1.000,0.1889,-0.0000,-0.0000,1.7852,0,RUN,0.2200,0.0000
1.000,0.1889,-0.0000,-0.0000,1.7852,0,RUN,0.2200,0.0000
1.100,0.2113,-0.0000,-0.0000,1.7594,0,RUN,0.2200,0.0000
1.100,0.2113,-0.0000,-0.0000,1.7594,0,RUN,0.2200,0.0000
1.200,0.2338,-0.0000,0.0000,1.7280,0,RUN,0.2200,-0.0000
1.200,0.2338,-0.0000,0.0000,1.7280,0,RUN,0.2200,-0.0000
1.300,0.2562,-0.0000,0.0000,1.7174,0,RUN,0.2200,0.0000
1.300,0.2562,-0.0000,0.0000,1.7174,0,RUN,0.2200,0.0000
1.400,0.2786,-0.0000,0.0000,1.6956,0,RUN,0.2200,0.0000
1.400,0.2786,-0.0000,0.0000,1.6956,0,RUN,0.2200,0.0000
1.500,0.3010,-0.0000,-0.0000,1.6726,0,RUN,0.2200,0.0000
1.500,0.3010,-0.0000,-0.0000,1.6726,0,RUN,0.2200,0.0000
1.600,0.3235,-0.0000,-0.0000,1.6481,0,RUN,0.2200,0.0000
1.600,0.3235,-0.0000,-0.0000,1.6481,0,RUN,0.2200,0.0000
1.700,0.3459,-0.0000,-0.0000,1.6298,0,RUN,0.2200,0.0000
1.700,0.3459,-0.0000,-0.0000,1.6298,0,RUN,0.2200,0.0000
1.800,0.3684,-0.0000,-0.0000,1.5981,0,RUN,0.2200,0.0000
1.800,0.3684,-0.0000,-0.0000,1.5981,0,RUN,0.2200,0.0000
1.900,0.3908,-0.0000,0.0000,1.5707,0,RUN,0.2200,0.0000
1.900,0.3908,-0.0000,0.0000,1.5707,0,RUN,0.2200,0.0000
2.000,0.4132,-0.0000,0.0000,1.5580,0,RUN,0.2200,0.0000
2.000,0.4132,-0.0000,0.0000,1.5580,0,RUN,0.2200,0.0000
2.100,0.4357,-0.0000,0.0000,1.5434,0,RUN,0.2200,0.0000
2.100,0.4357,-0.0000,0.0000,1.5434,0,RUN,0.2200,0.0000
2.200,0.4581,-0.0000,0.0000,1.5215,0,RUN,0.2200,0.0000
2.200,0.4581,-0.0000,0.0000,1.5215,0,RUN,0.2200,0.0000
2.300,0.4806,-0.0000,0.0000,1.4909,0,RUN,0.2200,0.0000
2.300,0.4806,-0.0000,0.0000,1.4909,0,RUN,0.2200,0.0000
2.400,0.5030,-0.0000,0.0000,1.4717,0,RUN,0.2200,0.0000
2.400,0.5030,-0.0000,0.0000,1.4717,0,RUN,0.2200,0.0000
2.500,0.5180,-0.0000,0.0000,1.4596,0,RUN,0.2200,0.0000
2.500,0.5180,-0.0000,0.0000,1.4596,0,RUN,0.2200,0.0000
2.600,0.5404,-0.0000,0.0000,1.4200,0,RUN,0.2200,0.0000
2.600,0.5404,-0.0000,0.0000,1.4200,0,RUN,0.2200,0.0000
2.700,0.5628,-0.0000,0.0000,1.4055,0,RUN,0.2200,0.0000
2.700,0.5628,-0.0000,0.0000,1.4055,0,RUN,0.2200,0.0000
2.800,0.5853,-0.0000,0.0000,1.3853,0,RUN,0.2200,0.0000
2.800,0.5853,-0.0000,0.0000,1.3853,0,RUN,0.2200,0.0000
2.900,0.6077,-0.0000,0.0000,1.3706,0,RUN,0.2200,0.0000
2.900,0.6077,-0.0000,0.0000,1.3706,0,RUN,0.2200,0.0000
3.000,0.6302,-0.0000,0.0000,1.3398,0,RUN,0.2200,0.0000
3.000,0.6302,-0.0000,0.0000,1.3398,0,RUN,0.2200,0.0000
3.100,0.6526,-0.0000,0.0000,1.3253,0,RUN,0.2200,0.0000
3.100,0.6526,-0.0000,0.0000,1.3253,0,RUN,0.2200,0.0000
3.200,0.6750,-0.0000,0.0000,1.3047,0,RUN,0.2200,0.0000
3.200,0.6750,-0.0000,0.0000,1.3047,0,RUN,0.2200,0.0000
3.300,0.6975,-0.0000,0.0000,1.2760,0,RUN,0.2200,0.0000
3.300,0.6975,-0.0000,0.0000,1.2760,0,RUN,0.2200,0.0000
3.400,0.7199,-0.0000,0.0000,1.2547,0,RUN,0.2200,0.0000
3.400,0.7199,-0.0000,0.0000,1.2547,0,RUN,0.2200,0.0000
3.500,0.7424,-0.0000,0.0000,1.2314,0,RUN,0.2200,0.0000
3.500,0.7424,-0.0000,0.0000,1.2314,0,RUN,0.2200,0.0000
3.600,0.7648,-0.0000,0.0000,1.2117,0,RUN,0.2200,0.0000
3.600,0.7648,-0.0000,0.0000,1.2117,0,RUN,0.2200,0.0000
3.700,0.7873,-0.0000,0.0000,1.1897,0,RUN,0.2200,0.0000
3.700,0.7873,-0.0000,0.0000,1.1897,0,RUN,0.2200,0.0000
3.800,0.8097,-0.0000,0.0000,1.1670,0,RUN,0.2200,0.0000
3.800,0.8097,-0.0000,0.0000,1.1670,0,RUN,0.2200,0.0000
3.900,0.8321,-0.0000,0.0000,1.1513,0,RUN,0.2200,0.0000
3.900,0.8321,-0.0000,0.0000,1.1513,0,RUN,0.2200,0.0000
4.000,0.8546,-0.0000,0.0000,1.1094,0,RUN,0.2200,0.0000
4.000,0.8546,-0.0000,0.0000,1.1094,0,RUN,0.2200,0.0000
4.100,0.8770,-0.0000,0.0000,1.1007,0,RUN,0.2200,0.0000
4.100,0.8770,-0.0000,0.0000,1.1007,0,RUN,0.2200,0.0000
4.200,0.8920,-0.0000,0.0000,1.0827,0,RUN,0.2200,0.0000
4.200,0.8920,-0.0000,0.0000,1.0827,0,RUN,0.2200,0.0000
4.300,0.9144,-0.0000,0.0000,1.0599,0,RUN,0.2200,0.0000
4.300,0.9144,-0.0000,0.0000,1.0599,0,RUN,0.2200,0.0000
4.400,0.9368,-0.0000,0.0000,1.0308,0,RUN,0.2200,0.0000
4.400,0.9368,-0.0000,0.0000,1.0308,0,RUN,0.2200,0.0000
4.500,0.9593,-0.0000,0.0000,1.0187,0,RUN,0.2200,0.0000
4.500,0.9593,-0.0000,0.0000,1.0187,0,RUN,0.2200,0.0000
4.600,0.9817,-0.0000,0.0000,0.9924,0,RUN,0.2200,0.0000
4.600,0.9817,-0.0000,0.0000,0.9924,0,RUN,0.2200,0.0000
4.700,1.0042,-0.0000,0.0000,0.9709,0,RUN,0.2200,0.0000
4.700,1.0042,-0.0000,0.0000,0.9709,0,RUN,0.2200,0.0000
4.800,1.0266,-0.0000,0.0000,0.9324,0,RUN,0.2200,0.0000
