t,x,y,yaw,min_range,wp_i,mode,v,w
0.000,0.0001,-0.0000,0.0000,0.5827,0,RUN,0.2200,0.0000
0.000,0.0001,-0.0000,0.0000,0.5827,0,RUN,0.2200,0.0000
0.100,0.0035,-0.0000,-0.0000,0.5765,0,RUN,0.2200,0.0000
0.100,0.0035,-0.0000,-0.0000,0.5765,0,RUN,0.2200,0.0000
0.200,0.0174,-0.0000,-0.0000,0.5624,0,RUN,0.2200,0.0000
0.200,0.0174,-0.0000,-0.0000,0.5624,0,RUN,0.2200,0.0000
0.300,0.0393,-0.0000,-0.0000,0.5486,0,RUN,0.2200,0.0000
0.300,0.0393,-0.0000,-0.0000,0.5486,0,RUN,0.2200,0.0000
0.400,0.0542,-0.0000,-0.0000,0.5269,0,RUN,0.2200,0.0000
0.400,0.0617,-0.0000,-0.0000,0.5269,0,RUN,0.2200,0.0000
0.500,0.0766,-0.0000,-0.0000,0.5176,0,RUN,0.2200,0.0000
0.500,0.0766,-0.0000,-0.0000,0.5176,0,RUN,0.2200,0.0000
0.600,0.0991,-0.0000,-0.0000,0.4917,0,RUN,0.2200,0.0000
0.600,0.0991,-0.0000,-0.0000,0.4917,0,RUN,0.2200,0.0000
0.700,0.1215,-0.0000,-0.0000,0.4790,0,RUN,0.2200,0.0000
0.700,0.1215,-0.0000,-0.0000,0.4790,0,RUN,0.2200,0.0000
0.800,0.1440,-0.0000,-0.0000,0.4440,0,RUN,0.2200,0.0000
0.800,0.1440,-0.0000,-0.0000,0.4440,0,RUN,0.2200,0.0000
0.900,0.1664,-0.0000,-0.0000,0.4437,0,RUN,0.2200,0.0000
0.900,0.1664,-0.0000,-0.0000,0.4437,0,RUN,0.2200,0.0000
1.000,0.1889,-0.0000,-0.0000,0.4171,0,RUN,0.2200,0.0000
1.000,0.1889,-0.0000,-0.0000,0.4171,0,RUN,0.2200,0.0000
1.100,0.2113,-0.0000,0.0000,0.3994,0,SLOW,0.2194,0.0000
1.100,0.2113,-0.0000,0.0000,0.3994,0,SLOW,0.2194,0.0000
1.200,0.2337,-0.0000,0.0000,0.3849,0,SLOW,0.2033,0.0000
1.200,0.2337,-0.0000,0.0000,0.3849,0,SLOW,0.2033,0.0000
1.300,0.2550,-0.0000,0.0000,0.3720,0,SLOW,0.1892,0.0000
1.300,0.2550,-0.0000,0.0000,0.3720,0,SLOW,0.1892,0.0000
1.400,0.2748,-0.0000,0.0000,0.3529,0,SLOW,0.1682,0.0000
1.400,0.2748,-0.0000,0.0000,0.3529,0,SLOW,0.1682,0.0000
1.500,0.2927,-0.0000,0.0000,0.3447,0,SLOW,0.1591,0.0000
1.500,0.2927,-0.0000,0.0000,0.3447,0,SLOW,0.1591,0.0000
1.600,0.3092,-0.0000,0.0000,0.3401,0,SLOW,0.1542,-0.0000
1.600,0.3092,-0.0000,0.0000,0.3401,0,SLOW,0.1542,-0.0000
1.700,0.3251,-0.0000,0.0000,0.3317,0,SLOW,0.1448,0.0000
1.700,0.3251,-0.0000,0.0000,0.3317,0,SLOW,0.1448,0.0000
1.800,0.3402,-0.0000,0.0000,0.3269,0,SLOW,0.1396,-0.0000
1.800,0.3402,-0.0000,0.0000,0.3269,0,SLOW,0.1396,-0.0000
1.900,0.3547,-0.0000,0.0000,0.3207,0,SLOW,0.1328,-0.0000
1.900,0.3547,-0.0000,0.0000,0.3207,0,SLOW,0.1328,-0.0000
2.000,0.3684,-0.0000,0.0000,0.3163,0,SLOW,0.1279,-0.0000
2.000,0.3684,-0.0000,0.0000,0.3163,0,SLOW,0.1279,-0.0000
2.100,0.3816,-0.0000,0.0000,0.3167,0,SLOW,0.1284,-0.0000
2.100,0.3816,-0.0000,0.0000,0.3167,0,SLOW,0.1284,-0.0000
2.200,0.3903,-0.0000,0.0000,0.3082,0,SLOW,0.1190,-0.0000
2.200,0.3903,-0.0000,0.0000,0.3082,0,SLOW,0.1190,-0.0000
2.300,0.4031,-0.0000,0.0000,0.3080,0,SLOW,0.1188,-0.0000
2.300,0.4031,-0.0000,0.0000,0.3080,0,SLOW,0.1188,-0.0000
2.400,0.4152,-0.0000,0.0000,0.3102,0,SLOW,0.1212,-0.0000
2.400,0.4152,-0.0000,0.0000,0.3102,0,SLOW,0.1212,-0.0000
2.500,0.4275,-0.0000,0.0000,0.3093,0,SLOW,0.1202,-0.0000
2.500,0.4275,-0.0000,0.0000,0.3093,0,SLOW,0.1202,-0.0000
2.600,0.4398,-0.0000,0.0000,0.3236,0,SLOW,0.1360,-0.0000
2.600,0.4398,-0.0000,0.0000,0.3236,0,SLOW,0.1360,-0.0000
2.700,0.4553,-0.0000,0.0000,0.3290,0,SLOW,0.1419,0.0000
2.700,0.4553,-0.0000,0.0000,0.3290,0,SLOW,0.1419,0.0000
2.800,0.4696,-0.0000,0.0000,0.3424,0,SLOW,0.1566,-0.0000
2.800,0.4696,-0.0000,0.0000,0.3424,0,SLOW,0.1566,-0.0000
2.900,0.4849,-0.0000,0.0000,0.3735,0,SLOW,0.1909,0.0000
2.900,0.4849,-0.0000,0.0000,0.3735,0,SLOW,0.1909,0.0000
3.000,0.5029,-0.0000,0.0000,1.4591,0,RUN,0.2200,0.0000
3.000,0.5029,-0.0000,0.0000,1.4591,0,RUN,0.2200,0.0000
3.100,0.5242,-0.0000,0.0000,1.4498,0,RUN,0.2200,0.0000
3.100,0.5242,-0.0000,0.0000,1.4498,0,RUN,0.2200,0.0000
3.200,0.5466,-0.0000,0.0000,1.4217,0,RUN,0.2200,0.0000
3.200,0.5466,-0.0000,0.0000,1.4217,0,RUN,0.2200,0.0000
3.300,0.5691,-0.0000,0.0000,1.4064,0,RUN,0.2200,0.0000
3.300,0.5691,-0.0000,0.0000,1.4064,0,RUN,0.2200,0.0000
3.400,0.5915,-0.0000,0.0000,1.3811,0,RUN,0.2200,0.0000
3.400,0.5915,-0.0000,0.0000,1.3811,0,RUN,0.2200,0.0000
3.500,0.6139,-0.0000,0.0000,1.3484,0,RUN,0.2200,0.0000
3.500,0.6139,-0.0000,0.0000,1.3484,0,RUN,0.2200,0.0000
3.600,0.6364,-0.0000,0.0000,1.3278,0,RUN,0.2200,0.0000
3.600,0.6364,-0.0000,0.0000,1.3278,0,RUN,0.2200,0.0000
3.700,0.6588,-0.0000,0.0000,1.3156,0,RUN,0.2200,0.0000
3.700,0.6588,-0.0000,0.0000,1.3156,0,RUN,0.2200,0.0000
3.800,0.6813,-0.0000,0.0000,1.2955,0,RUN,0.2200,0.0000
3.800,0.6813,-0.0000,0.0000,1.2955,0,RUN,0.2200,0.0000
3.900,0.6962,-0.0000,0.0000,1.2717,0,RUN,0.2200,0.0000
3.900,0.6962,-0.0000,0.0000,1.2717,0,RUN,0.2200,0.0000
4.000,0.7187,-0.0000,0.0000,1.2456,0,RUN,0.2200,0.0000
4.000,0.7187,-0.0000,0.0000,1.2456,0,RUN,0.2200,0.0000
4.100,0.7411,-0.0000,0.0000,1.2208,0,RUN,0.2200,0.0000
4.100,0.7411,-0.0000,0.0000,1.2208,0,RUN,0.2200,0.0000
4.200,0.7635,-0.0000,0.0000,1.2000,0,RUN,0.2200,0.0000
4.200,0.7635,-0.0000,0.0000,1.2000,0,RUN,0.2200,0.0000
4.300,0.7860,-0.0000,0.0000,1.1825,0,RUN,0.2200,0.0000
4.300,0.7860,-0.0000,0.0000,1.1825,0,RUN,0.2200,0.0000
4.400,0.8084,-0.0000,0.0000,1.1642,0,RUN,0.2200,0.0000
