t,x,y,yaw,min_range,wp_i,mode,v,w
0.000,0.0000,0.0000,0.0000,inf,0,RUN,0.2200,0.0000
0.000,0.0000,0.0000,0.0000,inf,0,RUN,0.2200,0.0000
0.100,0.0035,-0.0000,-0.0000,0.7017,0,RUN,0.2200,0.0000
0.100,0.0035,-0.0000,-0.0000,0.7017,0,RUN,0.2200,0.0000
0.200,0.0174,-0.0000,-0.0000,0.6967,0,RUN,0.2200,0.0000
0.200,0.0174,-0.0000,-0.0000,0.6967,0,RUN,0.2200,0.0000
0.300,0.0393,-0.0000,-0.0000,0.6782,0,RUN,0.2200,0.0000
0.300,0.0393,-0.0000,-0.0000,0.6782,0,RUN,0.2200,0.0000
0.400,0.0617,-0.0000,-0.0000,0.6639,0,RUN,0.2200,0.0000
0.400,0.0617,-0.0000,-0.0000,0.6639,0,RUN,0.2200,0.0000
0.500,0.0841,-0.0000,-0.0000,0.6353,0,RUN,0.2200,0.0000
0.500,0.0841,-0.0000,-0.0000,0.6353,0,RUN,0.2200,0.0000
0.600,0.1066,-0.0000,-0.0000,0.6141,0,RUN,0.2200,0.0000
0.600,0.1066,-0.0000,-0.0000,0.6141,0,RUN,0.2200,0.0000
0.700,0.1290,-0.0000,-0.0000,0.6002,0,RUN,0.2200,0.0000
0.700,0.1290,-0.0000,-0.0000,0.6002,0,RUN,0.2200,0.0000
0.800,0.1514,-0.0000,-0.0000,0.5852,0,RUN,0.2200,0.0000
0.800,0.1514,-0.0000,-0.0000,0.5852,0,RUN,0.2200,0.0000
0.900,0.1739,-0.0000,-0.0000,0.5586,0,RUN,0.2200,0.0000
0.900,0.1739,-0.0000,-0.0000,0.5586,0,RUN,0.2200,0.0000
1.000,0.1963,-0.0000,-0.0000,0.5465,0,RUN,0.2200,0.0000
1.000,0.1963,-0.0000,-0.0000,0.5465,0,RUN,0.2200,0.0000
1.100,0.2188,-0.0000,-0.0000,0.5279,0,RUN,0.2200,0.0000
1.100,0.2188,-0.0000,-0.0000,0.5279,0,RUN,0.2200,0.0000
1.200,0.2338,-0.0000,0.0000,0.5064,0,RUN,0.2200,0.0000
1.200,0.2338,-0.0000,0.0000,0.5064,0,RUN,0.2200,0.0000
1.300,0.2562,-0.0000,0.0000,0.4873,0,RUN,0.2200,0.0000
1.300,0.2562,-0.0000,0.0000,0.4873,0,RUN,0.2200,0.0000
1.400,0.2786,-0.0000,0.0000,0.4685,0,RUN,0.2200,0.0000
1.400,0.2786,-0.0000,0.0000,0.4685,0,RUN,0.2200,0.0000
1.500,0.3010,-0.0000,-0.0000,0.4458,0,RUN,0.2200,0.0000
1.500,0.3010,-0.0000,-0.0000,0.4458,0,RUN,0.2200,0.0000
1.600,0.3235,-0.0000,-0.0000,0.4301,0,RUN,0.2200,0.0000
1.600,0.3235,-0.0000,-0.0000,0.4301,0,RUN,0.2200,0.0000
1.700,0.3459,-0.0000,-0.0000,0.4162,0,RUN,0.2200,0.0000
1.700,0.3459,-0.0000,-0.0000,0.4162,0,RUN,0.2200,0.0000
1.800,0.3683,-0.0000,-0.0000,0.3958,0,SLOW,0.2153,0.0000
1.800,0.3683,-0.0000,-0.0000,0.3958,0,SLOW,0.2153,0.0000
1.900,0.3905,-0.0000,0.0000,0.3838,0,SLOW,0.2022,0.0000
1.900,0.3905,-0.0000,0.0000,0.3838,0,SLOW,0.2022,0.0000
2.000,0.4117,-0.0000,0.0000,0.3722,0,SLOW,0.1894,0.0000
2.000,0.4117,-0.0000,0.0000,0.3722,0,SLOW,0.1894,0.0000
2.100,0.4316,-0.0000,0.0000,0.3557,0,SLOW,0.1712,-0.0000
2.100,0.4316,-0.0000,0.0000,0.3557,0,SLOW,0.1712,-0.0000
2.200,0.4499,-0.0000,0.0000,0.3455,0,SLOW,0.1600,-0.0000
2.200,0.4499,-0.0000,0.0000,0.3455,0,SLOW,0.1600,-0.0000
