t,x,y,yaw,min_range,wp_i,mode,v,w
0.000,0.0000,0.0000,0.0000,inf,0,RUN,0.2200,0.0000
0.000,0.0000,0.0000,0.0000,inf,0,RUN,0.2200,0.0000
0.100,0.0035,-0.0000,0.0000,1.9636,0,RUN,0.2200,-0.0000
0.100,0.0035,-0.0000,0.0000,1.9636,0,RUN,0.2200,-0.0000
0.200,0.0174,-0.0000,0.0000,1.9635,0,RUN,0.2200,0.0000
0.200,0.0174,-0.0000,0.0000,1.9635,0,RUN,0.2200,0.0000
0.300,0.0393,-0.0000,0.0000,1.9399,0,RUN,0.2200,-0.0000
0.300,0.0393,-0.0000,0.0000,1.9399,0,RUN,0.2200,-0.0000
0.400,0.0617,-0.0000,0.0000,1.9078,0,RUN,0.2200,0.0000
0.400,0.0617,-0.0000,0.0000,1.9078,0,RUN,0.2200,0.0000
0.500,0.0841,-0.0000,-0.0000,1.9054,0,RUN,0.2200,0.0000
0.500,0.0841,-0.0000,-0.0000,1.9054,0,RUN,0.2200,0.0000
0.600,0.0991,-0.0000,-0.0000,1.8727,0,RUN,0.2200,0.0000
0.600,0.0991,-0.0000,-0.0000,1.8727,0,RUN,0.2200,0.0000
0.700,0.1215,-0.0000,-0.0000,1.8478,0,RUN,0.2200,0.0000
0.700,0.1215,-0.0000,-0.0000,1.8478,0,RUN,0.2200,0.0000
0.800,0.1440,-0.0000,-0.0000,1.8229,0,RUN,0.2200,0.0000
0.800,0.1440,-0.0000,-0.0000,1.8229,0,RUN,0.2200,0.0000
0.900,0.1664,-0.0000,-0.0000,1.8080,0,RUN,0.2200,0.0000
0.900,0.1664,-0.0000,-0.0000,1.8080,0,RUN,0.2200,0.0000
1.000,0.1889,-0.0000,-0.0000,1.7746,0,RUN,0.2200,0.0000
1.000,0.1889,-0.0000,-0.0000,1.7746,0,RUN,0.2200,0.0000
1.100,0.2113,-0.0000,-0.0000,1.7694,0,RUN,0.2200,0.0000
1.100,0.2113,-0.0000,-0.0000,1.7694,0,RUN,0.2200,0.0000
1.200,0.2338,-0.0000,0.0000,1.7470,0,RUN,0.2200,-0.0000
1.200,0.2338,-0.0000,0.0000,1.7470,0,RUN,0.2200,-0.0000
1.300,0.2562,-0.0000,0.0000,1.7213,0,RUN,0.2200,0.0000
1.300,0.2562,-0.0000,0.0000,1.7213,0,RUN,0.2200,0.0000
1.400,0.2786,-0.0000,0.0000,1.6962,0,RUN,0.2200,0.0000
1.400,0.2786,-0.0000,0.0000,1.6962,0,RUN,0.2200,0.0000
1.500,0.3011,-0.0000,-0.0000,1.6713,0,RUN,0.2200,0.0000
1.500,0.3011,-0.0000,-0.0000,1.6713,0,RUN,0.2200,0.0000
1.600,0.3235,-0.0000,-0.0000,1.6514,0,RUN,0.2200,0.0000
1.600,0.3235,-0.0000,-0.0000,1.6514,0,RUN,0.2200,0.0000
1.700,0.3459,-0.0000,-0.0000,1.6353,0,RUN,0.2200,0.0000
1.700,0.3459,-0.0000,-0.0000,1.6353,0,RUN,0.2200,0.0000
1.800,0.3684,-0.0000,-0.0000,1.6081,0,RUN,0.2200,0.0000
1.800,0.3684,-0.0000,-0.0000,1.6081,0,RUN,0.2200,0.0000
1.900,0.3908,-0.0000,0.0000,1.5888,0,RUN,0.2200,0.0000
1.900,0.3908,-0.0000,0.0000,1.5888,0,RUN,0.2200,0.0000
2.000,0.4133,-0.0000,0.0000,1.5493,0,RUN,0.2200,0.0000
2.000,0.4133,-0.0000,0.0000,1.5493,0,RUN,0.2200,0.0000
2.100,0.4357,-0.0000,0.0000,1.5381,0,RUN,0.2200,0.0000
2.100,0.4357,-0.0000,0.0000,1.5381,0,RUN,0.2200,0.0000
2.200,0.4582,-0.0000,0.0000,1.5233,0,RUN,0.2200,0.0000
2.200,0.4582,-0.0000,0.0000,1.5233,0,RUN,0.2200,0.0000
