t,x,y,yaw,min_range,wp_i,mode,v,w
5.400,1.1612,-0.0000,0.0000,0.8126,0,RUN,0.2200,0.0000
5.400,1.1612,-0.0000,0.0000,0.8126,0,RUN,0.2200,0.0000
5.500,1.1837,-0.0000,0.0000,0.7906,0,RUN,0.2200,0.0000
5.500,1.1837,-0.0000,0.0000,0.7906,0,RUN,0.2200,0.0000
5.600,1.2061,-0.0000,0.0000,0.7711,0,RUN,0.2200,0.0000
5.600,1.2061,-0.0000,0.0000,0.7711,0,RUN,0.2200,0.0000
5.700,1.2286,-0.0000,0.0000,0.7318,0,RUN,0.2200,0.0000
5.700,1.2286,-0.0000,0.0000,0.7318,0,RUN,0.2200,0.0000
5.800,1.2510,-0.0000,0.0000,0.7188,0,RUN,0.2200,0.0000
5.800,1.2510,-0.0000,0.0000,0.7188,0,RUN,0.2200,0.0000
5.900,1.2735,-0.0000,0.0000,0.6848,0,RUN,0.2200,0.0000
5.900,1.2735,-0.0000,0.0000,0.6848,0,RUN,0.2200,0.0000
6.000,1.2959,-0.0000,0.0000,0.6791,0,RUN,0.2200,0.0000
6.000,1.2959,-0.0000,0.0000,0.6791,0,RUN,0.2200,0.0000
6.100,1.3183,-0.0000,0.0000,0.6332,0,RUN,0.2200,0.0000
6.100,1.3183,-0.0000,0.0000,0.6332,0,RUN,0.2200,0.0000
6.200,1.3408,-0.0000,0.0000,0.6308,0,RUN,0.2200,0.0000
6.200,1.3408,-0.0000,0.0000,0.6308,0,RUN,0.2200,0.0000
6.300,1.3632,-0.0000,0.0000,0.6077,1,RUN,0.0000,1.0000
6.400,1.3822,-0.0000,0.0000,0.5893,1,RUN,0.0000,1.0000
6.400,1.3822,-0.0000,0.0000,0.5893,1,RUN,0.0000,1.0000
6.500,1.3891,-0.0000,0.0000,0.5756,1,RUN,0.0000,1.0000
6.500,1.3891,-0.0000,0.0000,0.5756,1,RUN,0.0000,1.0000
6.600,1.3940,0.0000,0.0265,0.5754,1,RUN,0.0000,1.0000
6.600,1.3940,0.0000,0.0265,0.5754,1,RUN,0.0000,1.0000
6.700,1.3943,0.0000,0.1374,0.5656,1,RUN,0.0000,1.0000
6.700,1.3943,0.0000,0.1374,0.5656,1,RUN,0.0000,1.0000
6.800,1.3942,-0.0000,0.2366,0.5651,1,RUN,0.0000,1.0000
6.800,1.3942,-0.0000,0.2366,0.5651,1,RUN,0.0000,1.0000
6.900,1.3940,-0.0001,0.3378,0.5756,1,RUN,0.0000,1.0000
6.900,1.3940,-0.0001,0.3378,0.5756,1,RUN,0.0000,1.0000
7.000,1.3938,-0.0002,0.4418,0.5913,1,RUN,0.0000,1.0000
7.000,1.3938,-0.0002,0.4418,0.5913,1,RUN,0.0000,1.0000
7.100,1.3937,-0.0003,0.5413,0.5997,1,RUN,0.0000,1.0000
7.100,1.3937,-0.0003,0.5413,0.5997,1,RUN,0.0000,1.0000
7.200,1.3936,-0.0004,0.6454,0.6261,1,RUN,0.0000,1.0000
7.200,1.3936,-0.0004,0.6454,0.6261,1,RUN,0.0000,1.0000
7.300,1.3934,-0.0005,0.7455,0.6436,1,RUN,0.0000,1.0000
7.300,1.3934,-0.0005,0.7455,0.6436,1,RUN,0.0000,1.0000
7.400,1.3933,-0.0006,0.8488,0.6882,1,RUN,0.0000,1.0000
7.400,1.3933,-0.0006,0.8488,0.6882,1,RUN,0.0000,1.0000
7.500,1.3932,-0.0008,0.9499,0.7354,1,RUN,0.0000,1.0000
7.500,1.3932,-0.0008,0.9499,0.7354,1,RUN,0.0000,1.0000
7.600,1.3931,-0.0009,1.0524,0.8105,1,RUN,0.0000,0.8946
7.600,1.3931,-0.0009,1.0524,0.8105,1,RUN,0.0000,0.8946
7.700,1.3931,-0.0011,1.1499,0.9053,1,RUN,0.2200,0.6995
7.700,1.3931,-0.0011,1.1499,0.9053,1,RUN,0.2200,0.6995
7.800,1.3942,0.0020,1.2418,0.9753,1,RUN,0.2200,0.5171
7.800,1.3942,0.0020,1.2418,0.9753,1,RUN,0.2200,0.5171
7.900,1.3978,0.0152,1.3558,1.1847,1,RUN,0.2200,0.2926
7.900,1.3978,0.0152,1.3558,1.1847,1,RUN,0.2200,0.2926
8.000,1.4013,0.0353,1.4266,1.3801,1,RUN,0.2200,0.1539
8.000,1.4013,0.0353,1.4266,1.3801,1,RUN,0.2200,0.1539
8.100,1.4045,0.0575,1.4283,1.4294,1,RUN,0.2200,0.1529
8.100,1.4045,0.0575,1.4283,1.4294,1,RUN,0.2200,0.1529
8.200,1.4066,0.0723,1.4435,1.4910,1,RUN,0.2200,0.1239
8.200,1.4066,0.0723,1.4435,1.4910,1,RUN,0.2200,0.1239
8.300,1.4092,0.0945,1.4600,1.5605,1,RUN,0.2200,0.0925
8.300,1.4092,0.0945,1.4600,1.5605,1,RUN,0.2200,0.0925
8.400,1.4116,0.1168,1.4676,1.5839,1,RUN,0.2200,0.0787
8.400,1.4116,0.1168,1.4676,1.5839,1,RUN,0.2200,0.0787
8.500,1.4138,0.1391,1.4785,1.6075,1,RUN,0.2200,0.0580
8.500,1.4138,0.1391,1.4785,1.6075,1,RUN,0.2200,0.0580
8.600,1.4158,0.1615,1.4835,1.6209,1,RUN,0.2200,0.0489
8.600,1.4158,0.1615,1.4835,1.6209,1,RUN,0.2200,0.0489
8.700,1.4177,0.1838,1.4899,1.6661,1,RUN,0.2200,0.0369
8.700,1.4177,0.1838,1.4899,1.6661,1,RUN,0.2200,0.0369
8.800,1.4194,0.2062,1.4935,1.6609,1,RUN,0.2200,0.0303
8.800,1.4194,0.2062,1.4935,1.6609,1,RUN,0.2200,0.0303
8.900,1.4211,0.2286,1.4971,1.6868,1,RUN,0.2200,0.0235
8.900,1.4211,0.2286,1.4971,1.6868,1,RUN,0.2200,0.0235
9.000,1.4228,0.2510,1.4995,1.6738,1,RUN,0.2200,0.0191
9.000,1.4228,0.2510,1.4995,1.6738,1,RUN,0.2200,0.0191
9.100,1.4243,0.2734,1.5017,1.7005,1,RUN,0.2200,0.0150
9.100,1.4243,0.2734,1.5017,1.7005,1,RUN,0.2200,0.0150
9.200,1.4259,0.2957,1.5034,1.6771,1,RUN,0.2200,0.0119
9.200,1.4259,0.2957,1.5034,1.6771,1,RUN,0.2200,0.0119
9.300,1.4274,0.3181,1.5048,1.6654,1,RUN,0.2200,0.0092
9.300,1.4274,0.3181,1.5048,1.6654,1,RUN,0.2200,0.0092
9.400,1.4288,0.3405,1.5059,1.6388,1,RUN,0.2200,0.0073
9.400,1.4288,0.3405,1.5059,1.6388,1,RUN,0.2200,0.0073
9.500,1.4303,0.3629,1.5067,1.6193,1,RUN,0.2200,0.0058
9.500,1.4303,0.3629,1.5067,1.6193,1,RUN,0.2200,0.0058
9.600,1.4317,0.3853,1.5073,1.5886,1,RUN,0.2200,0.0046
9.600,1.4317,0.3853,1.5073,1.5886,1,RUN,0.2200,0.0046
9.700,1.4331,0.4077,1.5078,1.5723,1,RUN,0.2200,0.0037
9.700,1.4331,0.4077,1.5078,1.5723,1,RUN,0.2200,0.0037
9.800,1.4345,0.4301,1.5083,1.5425,1,RUN,0.2200,0.0029
9.800,1.4345,0.4301,1.5083,1.5425,1,RUN,0.2200,0.0029
9.900,1.4355,0.4450,1.5085,1.5161,1,RUN,0.2200,0.0025
9.900,1.4355,0.4450,1.5085,1.5161,1,RUN,0.2200,0.0025
10.000,1.4369,0.4674,1.5087,1.5055,1,RUN,0.2200,0.0020
10.000,1.4369,0.4674,1.5087,1.5055,1,RUN,0.2200,0.0020
10.100,1.4383,0.4898,1.5089,1.4825,1,RUN,0.2200,0.0016
10.100,1.4383,0.4898,1.5089,1.4825,1,RUN,0.2200,0.0016
10.200,1.4396,0.5122,1.5091,1.4593,1,RUN,0.2200,0.0013
10.200,1.4396,0.5122,1.5091,1.4593,1,RUN,0.2200,0.0013
10.300,1.4410,0.5346,1.5093,1.4231,1,RUN,0.2200,0.0010
10.300,1.4410,0.5346,1.5093,1.4231,1,RUN,0.2200,0.0010
10.400,1.4424,0.5570,1.5094,1.4205,1,RUN,0.2200,0.0008
10.400,1.4424,0.5570,1.5094,1.4205,1,RUN,0.2200,0.0008
10.500,1.4438,0.5794,1.5095,1.3895,1,RUN,0.2200,0.0006
10.500,1.4438,0.5794,1.5095,1.3895,1,RUN,0.2200,0.0006
10.600,1.4451,0.6018,1.5096,1.3681,1,RUN,0.2200,0.0005
10.600,1.4451,0.6018,1.5096,1.3681,1,RUN,0.2200,0.0005
10.700,1.4465,0.6242,1.5096,1.3433,1,RUN,0.2200,0.0004
10.700,1.4465,0.6242,1.5096,1.3433,1,RUN,0.2200,0.0004
10.800,1.4479,0.6466,1.5096,1.3316,1,RUN,0.2200,0.0003
10.800,1.4479,0.6466,1.5096,1.3316,1,RUN,0.2200,0.0003
10.900,1.4493,0.6690,1.5097,1.3102,1,RUN,0.2200,0.0003
10.900,1.4493,0.6690,1.5097,1.3102,1,RUN,0.2200,0.0003
11.000,1.4506,0.6914,1.5097,1.2796,1,RUN,0.2200,0.0002
11.000,1.4506,0.6914,1.5097,1.2796,1,RUN,0.2200,0.0002
11.100,1.4520,0.7138,1.5097,1.2647,1,RUN,0.2200,0.0002
11.100,1.4520,0.7138,1.5097,1.2647,1,RUN,0.2200,0.0002
11.200,1.4534,0.7362,1.5098,1.2352,1,RUN,0.2200,0.0001
11.200,1.4534,0.7362,1.5098,1.2352,1,RUN,0.2200,0.0001
11.300,1.4547,0.7586,1.5098,1.2203,1,RUN,0.2200,0.0001
11.300,1.4547,0.7586,1.5098,1.2203,1,RUN,0.2200,0.0001
11.400,1.4561,0.7810,1.5098,1.1879,1,RUN,0.2200,0.0001
11.400,1.4561,0.7810,1.5098,1.1879,1,RUN,0.2200,0.0001
11.500,1.4575,0.8034,1.5098,1.1674,1,RUN,0.2200,0.0001
11.500,1.4575,0.8034,1.5098,1.1674,1,RUN,0.2200,0.0001
11.600,1.4584,0.8183,1.5098,1.1447,1,RUN,0.2200,0.0001
11.600,1.4584,0.8183,1.5098,1.1447,1,RUN,0.2200,0.0001
11.700,1.4597,0.8407,1.5098,1.1296,1,RUN,0.2200,0.0000
11.700,1.4597,0.8407,1.5098,1.1296,1,RUN,0.2200,0.0000
11.800,1.4611,0.8631,1.5098,1.0961,1,RUN,0.2200,0.0000
11.800,1.4611,0.8631,1.5098,1.0961,1,RUN,0.2200,0.0000
11.900,1.4625,0.8855,1.5098,1.0775,1,RUN,0.2200,0.0000
11.900,1.4625,0.8855,1.5098,1.0775,1,RUN,0.2200,0.0000
12.000,1.4639,0.9079,1.5098,1.0637,1,RUN,0.2200,0.0000
12.000,1.4639,0.9079,1.5098,1.0637,1,RUN,0.2200,0.0000
12.100,1.4652,0.9303,1.5098,1.0458,1,RUN,0.2200,0.0000
12.100,1.4652,0.9303,1.5098,1.0458,1,RUN,0.2200,0.0000
12.200,1.4666,0.9527,1.5098,1.0256,1,RUN,0.2200,0.0000
12.200,1.4666,0.9527,1.5098,1.0256,1,RUN,0.2200,0.0000
12.300,1.4680,0.9751,1.5098,0.9998,1,RUN,0.2200,0.0000
12.300,1.4680,0.9751,1.5098,0.9998,1,RUN,0.2200,0.0000
12.400,1.4693,0.9975,1.5098,0.9692,1,RUN,0.2200,0.0000
12.400,1.4693,0.9975,1.5098,0.9692,1,RUN,0.2200,0.0000
12.500,1.4707,1.0199,1.5098,0.9502,1,RUN,0.2200,0.0000
12.500,1.4707,1.0199,1.5098,0.9502,1,RUN,0.2200,0.0000
12.600,1.4721,1.0423,1.5098,0.9323,1,RUN,0.2200,0.0000
12.600,1.4721,1.0423,1.5098,0.9323,1,RUN,0.2200,0.0000
12.700,1.4734,1.0647,1.5098,0.9060,1,RUN,0.2200,0.0000
12.700,1.4734,1.0647,1.5098,0.9060,1,RUN,0.2200,0.0000
12.800,1.4748,1.0871,1.5098,0.8787,1,RUN,0.2200,0.0000
12.800,1.4748,1.0871,1.5098,0.8787,1,RUN,0.2200,0.0000
12.900,1.4762,1.1095,1.5098,0.8688,1,RUN,0.2200,0.0000
12.900,1.4762,1.1095,1.5098,0.8688,1,RUN,0.2200,0.0000
13.000,1.4775,1.1319,1.5098,0.8429,1,RUN,0.2200,-0.0000
13.000,1.4775,1.1319,1.5098,0.8429,1,RUN,0.2200,-0.0000
13.100,1.4789,1.1543,1.5098,0.8231,1,RUN,0.2200,-0.0000
13.100,1.4789,1.1543,1.5098,0.8231,1,RUN,0.2200,-0.0000
13.200,1.4803,1.1767,1.5098,0.7878,1,RUN,0.2200,-0.0000
13.200,1.4803,1.1767,1.5098,0.7878,1,RUN,0.2200,-0.0000
13.300,1.4812,1.1916,1.5098,0.7806,1,RUN,0.2200,-0.0000
13.300,1.4812,1.1916,1.5098,0.7806,1,RUN,0.2200,-0.0000
13.400,1.4825,1.2140,1.5098,0.7597,1,RUN,0.2200,-0.0000
13.400,1.4825,1.2140,1.5098,0.7597,1,RUN,0.2200,-0.0000
13.500,1.4839,1.2364,1.5098,0.7356,1,RUN,0.2200,-0.0000
13.500,1.4839,1.2364,1.5098,0.7356,1,RUN,0.2200,-0.0000
13.600,1.4853,1.2588,1.5098,0.7068,1,RUN,0.2200,-0.0000
13.600,1.4853,1.2588,1.5098,0.7068,1,RUN,0.2200,-0.0000
13.700,1.4866,1.2812,1.5098,0.6835,1,RUN,0.2200,-0.0000
13.700,1.4866,1.2812,1.5098,0.6835,1,RUN,0.2200,-0.0000
13.800,1.4880,1.3036,1.5098,0.6713,1,RUN,0.2200,-0.0000
13.800,1.4880,1.3036,1.5098,0.6713,1,RUN,0.2200,-0.0000
13.900,1.4894,1.3260,1.5098,0.6322,1,RUN,0.2200,-0.0000
13.900,1.4894,1.3260,1.5098,0.6322,1,RUN,0.2200,-0.0000
14.000,1.4907,1.3484,1.5098,0.6278,1,RUN,0.2200,-0.0000
14.000,1.4907,1.3484,1.5098,0.6278,1,RUN,0.2200,-0.0000
14.100,1.4921,1.3708,1.5098,0.5847,2,RUN,0.0000,1.0000
14.200,1.4932,1.3897,1.5192,0.5737,2,RUN,0.0000,1.0000
14.200,1.4932,1.3897,1.5192,0.5737,2,RUN,0.0000,1.0000
14.300,1.4935,1.3984,1.5566,0.5707,2,RUN,0.0000,1.0000
14.300,1.4935,1.3984,1.5566,0.5707,2,RUN,0.0000,1.0000
14.400,1.4936,1.4005,1.6112,0.5580,2,RUN,0.0000,1.0000
14.400,1.4936,1.4005,1.6112,0.5580,2,RUN,0.0000,1.0000
14.500,1.4936,1.4003,1.7409,0.5584,2,RUN,0.0000,1.0000
14.500,1.4936,1.4003,1.7409,0.5584,2,RUN,0.0000,1.0000
14.600,1.4936,1.4001,1.8249,0.5596,2,RUN,0.0000,1.0000
14.600,1.4936,1.4001,1.8249,0.5596,2,RUN,0.0000,1.0000
14.700,1.4937,1.4000,1.9373,0.5756,2,RUN,0.0000,1.0000
14.700,1.4937,1.4000,1.9373,0.5756,2,RUN,0.0000,1.0000
14.800,1.4938,1.3998,2.0336,0.5744,2,RUN,0.0000,1.0000
14.800,1.4938,1.3998,2.0336,0.5744,2,RUN,0.0000,1.0000
14.900,1.4939,1.3997,2.1381,0.5955,2,RUN,0.0000,1.0000
14.900,1.4939,1.3997,2.1381,0.5955,2,RUN,0.0000,1.0000
15.000,1.4940,1.3996,2.2067,0.6166,2,RUN,0.0000,1.0000
15.000,1.4940,1.3996,2.2067,0.6166,2,RUN,0.0000,1.0000
15.100,1.4941,1.3994,2.3060,0.6244,2,RUN,0.0000,1.0000
15.100,1.4941,1.3994,2.3060,0.6244,2,RUN,0.0000,1.0000
15.200,1.4942,1.3993,2.4099,0.6933,2,RUN,0.0000,1.0000
15.200,1.4942,1.3993,2.4099,0.6933,2,RUN,0.0000,1.0000
15.300,1.4944,1.3992,2.5105,0.7366,2,RUN,0.0000,1.0000
15.300,1.4944,1.3992,2.5105,0.7366,2,RUN,0.0000,1.0000
15.400,1.4945,1.3991,2.6134,0.7988,2,RUN,0.0000,0.9891
15.400,1.4945,1.3991,2.6134,0.7988,2,RUN,0.0000,0.9891
15.500,1.4947,1.3991,2.7143,0.8883,2,RUN,0.2200,0.7873
15.500,1.4947,1.3991,2.7143,0.8883,2,RUN,0.2200,0.7873
15.600,1.4916,1.4002,2.8170,1.0043,2,RUN,0.2200,0.5824
15.600,1.4916,1.4002,2.8170,1.0043,2,RUN,0.2200,0.5824
15.700,1.4784,1.4038,2.9268,1.2076,2,RUN,0.2200,0.3651
15.700,1.4784,1.4038,2.9268,1.2076,2,RUN,0.2200,0.3651
15.800,1.4581,1.4073,3.0060,1.4145,2,RUN,0.2200,0.2085
15.800,1.4581,1.4073,3.0060,1.4145,2,RUN,0.2200,0.2085
15.900,1.4359,1.4102,3.0136,1.3643,2,RUN,0.2200,0.1947
15.900,1.4359,1.4102,3.0136,1.3643,2,RUN,0.2200,0.1947
16.000,1.4137,1.4127,3.0423,1.3496,2,RUN,0.2200,0.1387
16.000,1.4137,1.4127,3.0423,1.3496,2,RUN,0.2200,0.1387
16.100,1.3914,1.4148,3.0555,1.3045,2,RUN,0.2200,0.1133
16.100,1.3914,1.4148,3.0555,1.3045,2,RUN,0.2200,0.1133
16.200,1.3690,1.4166,3.0683,1.2847,2,RUN,0.2200,0.0885
16.200,1.3690,1.4166,3.0683,1.2847,2,RUN,0.2200,0.0885
16.300,1.3467,1.4181,3.0789,1.2679,2,RUN,0.2200,0.0679
16.300,1.3467,1.4181,3.0789,1.2679,2,RUN,0.2200,0.0679
16.400,1.3243,1.4194,3.0856,1.2427,2,RUN,0.2200,0.0549
16.400,1.3243,1.4194,3.0856,1.2427,2,RUN,0.2200,0.0549
16.500,1.3019,1.4206,3.0925,1.2222,2,RUN,0.2200,0.0415
16.500,1.3019,1.4206,3.0925,1.2222,2,RUN,0.2200,0.0415
16.600,1.2794,1.4217,3.0965,1.1802,2,RUN,0.2200,0.0339
16.600,1.2794,1.4217,3.0965,1.1802,2,RUN,0.2200,0.0339
16.700,1.2645,1.4223,3.0995,1.1615,2,RUN,0.2200,0.0281
16.700,1.2645,1.4223,3.0995,1.1615,2,RUN,0.2200,0.0281
16.800,1.2421,1.4233,3.1023,1.1557,2,RUN,0.2200,0.0226
16.800,1.2421,1.4233,3.1023,1.1557,2,RUN,0.2200,0.0226
16.900,1.2197,1.4241,3.1051,1.1323,2,RUN,0.2200,0.0172
16.900,1.2197,1.4241,3.1051,1.1323,2,RUN,0.2200,0.0172
17.000,1.1973,1.4249,3.1072,1.1123,2,RUN,0.2200,0.0130
17.000,1.1973,1.4249,3.1072,1.1123,2,RUN,0.2200,0.0130
17.100,1.1749,1.4257,3.1086,1.0978,2,RUN,0.2200,0.0104
17.100,1.1749,1.4257,3.1086,1.0978,2,RUN,0.2200,0.0104
17.200,1.1524,1.4264,3.1098,1.0779,2,RUN,0.2200,0.0080
