step,t_ns,elapsed_s,n_up,n_down,bytes_up,bytes_down,iat_med_up_ms,iat_p90_up_ms,iat_max_up_ms,iat_mad_up_ms,burst_up,iat_med_down_ms,iat_p90_down_ms,iat_max_down_ms,iat_mad_down_ms,burst_down,updown_ratio,pair_n,pair_med_ms,pair_min_ms,pair_max_ms,q_up_ms,q_down_ms,q_pair_ms,q_hat_ms,q_min_ms,baseline_done,degraded,t_det_meta_ns
1,1790075007444717056,0.1,1,0,32,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
2,1790075007544717056,0.2,1,0,32,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
3,1790075007644717056,0.3,1,0,32,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
4,1790075007744717056,0.4,1,0,32,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
5,1790075007844717056,0.5,1,0,32,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
6,1790075007944717056,0.6,1,0,32,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
7,1790075008044717056,0.7,1,0,32,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
8,1790075008144717056,0.8,1,0,32,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
9,1790075008244717056,0.9,1,0,32,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
10,1790075008344717056,1.0,1,0,32,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
11,1790075008444717056,1.1,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
12,1790075008544717056,1.2,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
13,1790075008644717056,1.3,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
14,1790075008744717056,1.4,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
15,1790075008844717056,1.5,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
16,1790075008944717056,1.6,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
17,1790075009044717056,1.7,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
18,1790075009144717056,1.8,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
19,1790075009244717056,1.9,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
20,1790075009344717056,2.0,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
21,1790075009444717056,2.1,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
22,1790075009544717056,2.2,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
23,1790075009644717056,2.3,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
24,1790075009744717056,2.4,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
25,1790075009844717056,2.5,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
26,1790075009944717056,2.6,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
27,1790075010044717056,2.7,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
28,1790075010144717056,2.8,1,0,112,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
29,1790075010244717056,2.9,1,0,112,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
30,1790075010344717056,3.0,1,0,112,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
31,1790075010444717056,3.1,1,0,112,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
32,1790075010544717056,3.2,1,0,112,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
33,1790075010644717056,3.3,1,0,112,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
34,1790075010744717056,3.4,1,0,112,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
35,1790075010844717056,3.5,1,0,112,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
36,1790075010944717056,3.6,2,0,224,0,764.542,764.542,764.542,0.0,1,,,,,0,,0,,,,,,,,,0,0,
37,1790075011044717056,3.7,2,0,224,0,764.542,764.542,764.542,0.0,1,,,,,0,,0,,,,,,,,,0,0,
38,1790075011144717056,3.8,1,0,112,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
39,1790075011244717056,3.9,1,0,112,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
40,1790075011344717056,4.0,1,0,112,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
41,1790075011444717056,4.1,1,0,112,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
42,1790075011544717056,4.2,1,0,112,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
43,1790075011644717056,4.3,2,0,224,0,765.181,765.181,765.181,0.0,1,,,,,0,,0,,,,,,,,,0,0,
44,1790075011744717056,4.4,2,0,224,0,765.181,765.181,765.181,0.0,1,,,,,0,,0,,,,,,,,,0,0,
45,1790075011844717056,4.5,1,0,112,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
46,1790075011944717056,4.6,1,0,112,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
47,1790075012044717056,4.7,1,0,112,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
48,1790075012144717056,4.8,1,0,112,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
49,1790075012244717056,4.9,1,0,112,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
50,1790075012344717056,5.0,1,0,112,0,,,,,0,,,,,0,,0,,,,,,,,,0,0,
51,1790075012444717056,5.1,1,0,112,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
52,1790075012544717056,5.2,1,0,112,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
53,1790075012644717056,5.3,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
54,1790075012744717056,5.4,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
55,1790075012844717056,5.5,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
56,1790075012944717056,5.6,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
57,1790075013044717056,5.7,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
58,1790075013144717056,5.8,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
59,1790075013244717056,5.9,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
60,1790075013344717056,6.0,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
61,1790075013444717056,6.1,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
62,1790075013544717056,6.2,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
63,1790075013644717056,6.3,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
64,1790075013744717056,6.4,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
65,1790075013844717056,6.5,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
66,1790075013944717056,6.6,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
67,1790075014044717056,6.7,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
68,1790075014144717056,6.8,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
69,1790075014244717056,6.9,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
70,1790075014344717056,7.0,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
71,1790075014444717056,7.1,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
72,1790075014544717056,7.2,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
73,1790075014644717056,7.3,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
74,1790075014744717056,7.4,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
75,1790075014844717056,7.5,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
76,1790075014944717056,7.6,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
77,1790075015044717056,7.7,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
78,1790075015144717056,7.8,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
79,1790075015244717056,7.9,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
80,1790075015344717056,8.0,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
81,1790075015444717056,8.1,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
82,1790075015544717056,8.2,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
83,1790075015644717056,8.3,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
84,1790075015744717056,8.4,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
85,1790075015844717056,8.5,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
86,1790075015944717056,8.6,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
87,1790075016044717056,8.7,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
88,1790075016144717056,8.8,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
89,1790075016244717056,8.9,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
90,1790075016344717056,9.0,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
91,1790075016444717056,9.1,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
92,1790075016544717056,9.2,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
93,1790075016644717056,9.3,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
94,1790075016744717056,9.4,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
95,1790075016844717056,9.5,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
96,1790075016944717056,9.6,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
97,1790075017044717056,9.7,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
98,1790075017144717056,9.8,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
99,1790075017244717056,9.9,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
100,1790075017344717056,10.0,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
101,1790075017444717056,10.1,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
102,1790075017544717056,10.2,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
103,1790075017644717056,10.3,0,0,0,0,,,,,0,,,,,0,,0,,,,,,,,,1,0,
104,1790075017744717056,10.4,1,1,96,96,,,,,0,,,,,0,1.0,1,3.448,3.448,3.448,,,,,,1,0,
105,1790075017844717056,10.5,3,3,288,288,50.91,53.819,53.819,2.908,1,50.605,52.347,52.347,1.742,1,1.0,3,2.837,1.976,3.448,-713.951,,,-713.951,-713.951,1,0,
106,1790075017944717056,10.6,5,5,480,480,50.679,53.819,53.819,1.707,1,50.654,52.347,52.347,1.138,1,1.0,5,2.837,1.976,3.448,-714.182,,,-714.182,-714.182,1,0,
107,1790075018044717056,10.7,7,7,672,672,50.404,51.185,53.819,1.272,1,50.417,51.188,52.347,0.901,1,1.0,7,2.837,1.976,3.448,-714.457,,,-714.457,-714.457,1,0,
108,1790075018144717056,10.8,9,9,864,864,50.163,51.185,53.819,1.055,1,50.082,51.188,52.347,0.767,1,1.0,9,2.84,1.976,3.448,-714.698,,,-714.698,-714.698,1,0,
