line,kind,seq,flag,t_scan_rx_ns,t_flag_rx_ns,t_uart_tx_ns,t_c_rx_ns,sim_time,x,y,yaw,wp_i,min_range,min_mm,local_v,local_w,edge_v,edge_w,edge_ok,edge_seq_used,t_send_ns,t_recv_ns,rtt_us,held,deadline_miss,rtt_min_us,rtt_win_us,rtt_degraded,t_det_rtt_ns,flag_seq,t_det_meta_ns,c_seq,v_out,w_out,mode,state,switch_us,n_sw,bad_lines,lost
1,settle,0,0,10152232974769,,10152233021438,10152235717430,705.261,0.0000,0.0000,0.0000,0,0.5891,589,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
2,scan,1,0,10152275550535,,10152275689062,10152277709914,705.761,0.0002,-0.0000,0.0001,0,0.5909,590,220,0,0,0,0,,,,,1,1,,,0,,,,1,0,0,0,0,0,0,0,0
3,scan,2,0,10152325725799,,10152325846320,10152327721850,705.811,0.0002,-0.0000,0.0001,0,0.6015,601,220,0,0,0,0,,,,,1,1,,,0,,,,2,0,0,0,0,0,0,0,0
4,scan,3,0,10152376243652,,10152376429270,10152378663343,705.861,0.0002,-0.0000,0.0001,0,0.6019,601,220,0,0,0,0,,,,,1,1,,,0,,,,3,0,0,0,0,0,0,0,0
5,scan,4,0,10152426068687,,10152426182737,10152427669677,705.911,0.0002,-0.0000,0.0001,0,0.5935,593,220,0,0,0,0,,,,,1,1,,,0,,,,4,0,0,0,0,0,0,0,0
6,scan,5,0,10152476486271,,10152476681686,10152478644128,705.961,0.0002,-0.0000,0.0001,0,0.6002,600,220,0,0,0,0,,,,,1,1,,,0,,,,5,0,0,0,0,0,0,0,0
7,scan,6,0,10152525943287,,10152526119782,10152527764591,706.011,0.0002,-0.0000,0.0001,0,0.5893,589,220,0,220,1,1,1,10152275612247,10152484384699,208772,0,1,208772,208772,0,,,,6,220,1,0,0,0,0,0,0
8,scan,7,0,10152575714882,,10152575834700,10152577675234,706.061,0.0002,-0.0000,0.0001,0,0.5805,580,220,0,220,1,1,2,10152325770006,10152533234582,207464,0,1,207464,208118,0,,,,7,220,1,0,0,0,0,0,0
9,scan,8,0,10152625986297,,10152626109591,10152627819583,706.111,0.0037,-0.0000,0.0001,0,0.5860,586,220,0,220,1,1,3,10152376306439,10152583523353,207216,0,1,207216,207817,0,,,,8,220,1,0,0,0,0,0,0
10,scan,9,0,10152675931295,,10152676061135,10152677736250,706.161,0.0071,-0.0000,0.0001,0,0.5899,589,220,0,220,1,1,4,10152426111011,10152633344513,207233,0,1,207216,207671,0,,,,9,220,1,0,0,0,0,0,0
11,scan,10,0,10152726074447,,10152726191855,10152727668356,706.211,0.0175,-0.0000,0.0001,0,0.5842,584,220,0,220,1,1,5,10152476572205,10152681770257,205198,0,1,205198,207177,0,,,,10,220,1,0,0,0,0,0,0
12,scan,11,0,10152775930116,,10152776096234,10152777758600,706.261,0.0245,-0.0000,0.0001,0,0.5749,574,220,0,220,1,1,6,10152526024999,10152733084205,207059,0,1,205198,207157,0,,,,11,220,1,0,0,0,0,0,0
