line,kind,seq,flag,t_scan_rx_ns,t_flag_rx_ns,t_uart_tx_ns,t_c_rx_ns,sim_time,x,y,yaw,wp_i,min_range,min_mm,local_v,local_w,edge_v,edge_w,edge_ok,edge_seq_used,t_send_ns,t_recv_ns,rtt_us,held,deadline_miss,rtt_min_us,rtt_win_us,rtt_degraded,t_det_rtt_ns,flag_seq,t_det_meta_ns,c_seq,v_out,w_out,mode,state,switch_us,n_sw,bad_lines,lost
1,settle,0,0,10427696470687,,10427696518998,10427701196926,40.908,0.0000,0.0000,0.0000,0,0.5916,591,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
2,scan,1,0,10427703529830,,10427703668304,10427705721336,41.408,0.0001,-0.0000,0.0000,0,0.5946,594,220,0,0,0,0,,,,,1,1,,,0,,,,1,0,0,0,0,0,0,0,0
3,scan,2,0,10427754021907,,10427754168076,10427755879183,41.458,0.0001,-0.0000,0.0000,0,0.6005,600,220,0,0,0,0,,,,,1,1,,,0,,,,2,0,0,0,0,0,0,0,0
4,scan,3,0,10427803790078,,10427803932492,10427805745553,41.508,0.0001,-0.0000,0.0000,0,0.5857,585,220,0,0,0,0,,,,,1,1,,,0,,,,3,0,0,0,0,0,0,0,0
5,scan,4,0,10427853961630,,10427854090647,10427855742125,41.558,0.0001,-0.0000,0.0000,0,0.6032,603,220,0,0,0,0,,,,,1,1,,,0,,,,4,0,0,0,0,0,0,0,0
6,scan,5,0,10427903906380,,10427904059963,10427906015236,41.608,0.0001,-0.0000,0.0000,0,0.5811,581,220,0,0,0,0,,,,,1,1,,,0,,,,5,0,0,0,0,0,0,0,0
7,scan,6,0,10427953662868,,10427953800156,10427955712816,41.658,0.0001,-0.0000,0.0000,0,0.5926,592,220,0,220,1,1,1,10427703591831,10427909208788,205616,0,1,205616,205616,0,,,,6,220,1,0,0,0,0,0,0
8,scan,7,0,10428003854554,,10428003980065,10428005716308,41.708,0.0012,-0.0000,0.0000,0,0.5967,596,220,0,220,1,1,2,10427754078165,10427962141281,208063,0,1,205616,206840,0,,,,7,220,1,0,0,0,0,0,0
9,scan,8,0,10428053782673,,10428053901781,10428055784186,41.758,0.0035,-0.0000,0.0000,0,0.5990,598,220,0,220,1,1,3,10427803848264,10428008727717,204879,0,1,204879,206186,0,,,,8,220,1,0,0,0,0,0,0
10,scan,9,0,10428103840780,,10428103959781,10428105698845,41.808,0.0116,-0.0000,-0.0000,0,0.5860,585,220,0,220,1,1,4,10427854012871,10428061580295,207567,0,1,204879,206531,0,,,,9,220,1,0,0,0,0,0,0
11,scan,10,0,10428153734412,,10428153886155,10428155732397,41.858,0.0174,-0.0000,-0.0000,0,0.5746,574,220,0,220,1,1,5,10427903952084,10428111293003,207340,0,1,204879,206693,0,,,,10,220,1,0,0,0,0,0,0
12,scan,11,0,10428203715352,,10428203857557,10428205878449,41.908,0.0318,-0.0000,0.0000,0,0.5521,552,220,0,220,1,1,6,10427953724069,10428161097856,207373,0,1,204879,206806,0,,,,11,220,1,0,0,0,0,0,0
